overfit_stage,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
fixed_reference,8,ref_20260625_top1_s1_122,20260625_s1_122_no_early_stop_fixed_reference,0.6231481481481481,0.6146290038463952,0.6060982399666174,0.5542857142857143,0.5700231481481481,0.6231481481481481,0.5425925925925925,0.5628172550742939,0.6146290038463952,0.5375701028471702,0.5151322928752596,0.5542857142857143,0.48133195307108345,0.05096123017200532,0.09755234956345131,0.013733700902029024,0.4777055054593501,0.4951889432252516,0.4609221462994671,1.633417054227418,4.317998570645669,0.6032480314991493
generalization,224,gen_212,generalization_small_inceptiontime_ep15_wd0.01_do0.5_ls0.3_sqitop50_quality_samplernone_wpsall_trainov30,0.5814814814814815,0.5702389702847369,0.5123198882320803,0.5066666666666666,0.5043444113756613,0.5814814814814815,0.3805555555555554,0.49322603674014626,0.5702389702847369,0.3593012698275856,0.4114938759241068,0.5424922600619195,0.27290209790209785,0.06967286865977364,0.1396813810177213,0.0140423619334288,0.4393825728108411,0.5068728556404383,0.3031047159405181,0.5212741229471946,0.8302117170637466,0.2788694196373943
