group_id,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,n_completed,n_failed,best_single_repeat,best_single_subject_macro_f1,best_single_subject_balanced_accuracy,best_single_file_macro_f1,best_single_file_balanced_accuracy,best_single_report_path,window_balanced_accuracy_mean,window_balanced_accuracy_std,window_balanced_accuracy_best,window_macro_f1_mean,window_macro_f1_std,window_macro_f1_best,file_balanced_accuracy_mean,file_balanced_accuracy_std,file_balanced_accuracy_best,file_macro_f1_mean,file_macro_f1_std,file_macro_f1_best,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_best,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_best,best_val_loss_mean,best_val_loss_std,best_val_loss_best,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_best,duration_sec_mean,duration_sec_std,duration_sec_best
56,inceptiontime,inception_time,0,50,20,5.0,2.5,50.0,0.9,5,0,3,0.797635800731776,0.8101851851851851,0.6968993195615858,0.7101851851851851,results_frailty3/20260527_1320/reports/g0056_r3_inceptiontime_extra-0_ep50_seq5_ov050_mw090_seed20042_report.json,0.6337521979611773,0.021832626917671558,0.6576579848653171,0.6305689987183907,0.024887737491594394,0.663859788908577,0.6807407407407408,0.0400805088282156,0.7194444444444444,0.6786792684049849,0.040069844251626796,0.7193403231440914,0.7268518518518519,0.05391083936299862,0.8101851851851851,0.7234989661181611,0.05252230272373912,0.797635800731776,1.0024090936164605,0.2695099253783794,1.3117471792786997,0.7692566122430026,0.03740502286121401,0.8396902586614701,396.89738159831614,37.857320695103795,470.24653636012226
68,inceptiontime,inception_time,0,50,20,5.0,3.5,30.000000000000004,0.9,5,0,1,0.8007575757575758,0.8101851851851851,0.72261610494091,0.7314814814814815,results_frailty3/20260527_1320/reports/g0068_r1_inceptiontime_extra-0_ep50_seq5_ov030_mw090_seed42_report.json,0.6285303258646374,0.01609073514173832,0.6446903648419912,0.621416879898548,0.015690271923056637,0.6381157366626087,0.7007407407407407,0.036918328279635836,0.7324074074074073,0.6930685360729039,0.04103057288557343,0.7290171436512901,0.737037037037037,0.043469239238168506,0.8101851851851851,0.7232700902393997,0.03977341565370317,0.8007575757575758,0.9949709395873134,0.26076028928277617,1.3697852756409477,0.747287644900075,0.031046716126121275,0.8030915993180144,313.07756336499006,29.608379219192884,349.9569955840707
67,inceptiontime,inception_time,0,50,10,5.0,3.5,30.000000000000004,0.9,5,0,4,0.8009259259259259,0.8009259259259259,0.7469487501745565,0.7444444444444445,results_frailty3/20260527_1320/reports/g0067_r4_inceptiontime_extra-0_ep50_seq5_ov030_mw090_seed30042_report.json,0.6208120909099144,0.019856101120932283,0.6523906502996745,0.619062803640268,0.020100183345469636,0.6531611452087615,0.6798148148148149,0.039628764268848926,0.7444444444444445,0.6789317781015007,0.03882703378159228,0.7469487501745565,0.712962962962963,0.04730385101646222,0.8009259259259259,0.7116415001120883,0.04583129943378766,0.8009259259259259,0.9916014948302516,0.252041055295341,1.1521748049436595,0.7564096559337931,0.023052081268911343,0.8011312623058572,174.3474768517539,25.798302155861244,213.22689281683415
50,cnn,cnn1d,0,50,20,5.0,2.5,50.0,0.9,5,0,4,0.7763285024154589,0.7731481481481483,0.7219665683382498,0.7212962962962962,results_frailty3/20260527_1320/reports/g0050_r4_cnn_extra-0_ep50_seq5_ov050_mw090_seed30042_report.json,0.5845221730923315,0.02644327942108022,0.6347651852802962,0.5849604276754343,0.029513613948417925,0.6352274071145835,0.6507407407407407,0.03675541075105453,0.7212962962962962,0.6544997479782612,0.03911818384780745,0.7219665683382498,0.7027777777777777,0.04050859787819885,0.7731481481481483,0.7075264306743645,0.04325457153665078,0.7763285024154589,1.1435544278353864,0.25660689372536055,1.365238714490256,0.7144452510607381,0.06103826893936878,0.7896359216393628,173.17075051683932,19.941912842559056,205.52134180348366
8,inceptiontime,inception_time,0,50,20,15.0,7.5,50.0,0.9,5,0,4,0.7763285024154589,0.7731481481481483,0.7545100408776099,0.7583333333333333,results_frailty3/20260527_1320/reports/g0008_r4_inceptiontime_extra-0_ep50_seq15_ov050_mw090_seed30042_report.json,0.6278151656130235,0.041690560299486534,0.6875358136031271,0.6275551342798272,0.03986510638690082,0.6837870782495123,0.6703703703703704,0.051646418440419534,0.7583333333333333,0.6701911178175378,0.04908563798425104,0.7545100408776099,0.700925925925926,0.062703714641989,0.7731481481481483,0.7043075872542828,0.058942580498035295,0.7763285024154589,0.9233718464439921,0.2718479838645482,1.244140145897122,0.7815027382180798,0.04110820832217227,0.8551328502415458,393.17449113372714,137.87280085455538,564.684506858699
55,inceptiontime,inception_time,0,50,10,5.0,2.5,50.0,0.9,5,0,4,0.7679219836082581,0.75,0.7132709248866869,0.6999999999999998,results_frailty3/20260527_1320/reports/g0055_r4_inceptiontime_extra-0_ep50_seq5_ov050_mw090_seed30042_report.json,0.6110942264693888,0.008260295790333832,0.6226945133813259,0.6060020172173227,0.01821827914285528,0.6310054429385468,0.6692592592592592,0.018843445699133276,0.6999999999999998,0.6624705225830063,0.03171335143281244,0.7132709248866869,0.711111111111111,0.039890109682477796,0.75,0.7023916335165046,0.05284597963656478,0.7679219836082581,1.052444169751904,0.2860208457694714,1.3786157193553492,0.7441326130168604,0.03299711988988991,0.8080744694634557,233.71049707308413,35.4659279023745,266.8128479477018
28,cnn,cnn1d,PPI,50,20,10.0,5.0,50.0,0.9,5,0,3,0.8316756654352563,0.8379629629629629,0.7505582137161083,0.762962962962963,results_frailty3/20260527_1320/reports/g0028_r3_cnn_extra-PPI_ep50_seq10_ov050_mw090_seed20042_report.json,0.6256623400638947,0.03348885226928293,0.6821016033410152,0.6141651660823819,0.041573044824458304,0.6751657216058794,0.6570370370370371,0.05724169631468101,0.762962962962963,0.6440451118749091,0.06257542568835056,0.7505582137161083,0.7055555555555555,0.08222514175664193,0.8379629629629629,0.6929885640500798,0.08990671355095407,0.8316756654352563,1.1681086270289922,0.3497467296365748,1.6021521990027294,0.7675355762920287,0.04588159124767739,0.8323329076202639,109.27560538519174,5.496566705085752,114.12684339657426
72,inceptiontime,inception_time,HRV,50,20,5.0,3.5,30.000000000000004,0.9,5,0,4,0.7362406015037594,0.7222222222222222,0.6716401414677277,0.6722222222222222,results_frailty3/20260527_1320/reports/g0072_r4_inceptiontime_extra-HRV_ep50_seq5_ov030_mw090_seed30042_report.json,0.5943408791782477,0.04341923211948016,0.6473351666675218,0.5990849412505771,0.039770980979037855,0.6466632603965621,0.6311111111111111,0.04628370199064515,0.6953703703703704,0.6351605109178545,0.04121059905026908,0.692706866542629,0.6777777777777778,0.056670902770738336,0.7314814814814815,0.6898226358531685,0.05353357480087829,0.7362406015037594,1.2715645656982544,0.4378709590156403,1.7044035560251227,0.7700676605077588,0.036719663910933106,0.8298867652574801,344.77606324702504,38.48430874377774,398.59696032013744
44,inceptiontime,inception_time,0,50,20,10.0,7.0,30.000000000000004,0.9,5,0,3,0.734090909090909,0.7546296296296297,0.6847625885571054,0.700925925925926,results_frailty3/20260527_1320/reports/g0044_r3_inceptiontime_extra-0_ep50_seq10_ov030_mw090_seed20042_report.json,0.6363045758731966,0.021911338029929103,0.6632371766035933,0.6262715342535374,0.022512993953347105,0.6552248585383521,0.6814814814814814,0.023468158388801355,0.7064814814814815,0.6686140950648833,0.022184990601633574,0.6970441119887739,0.7083333333333334,0.05624571314254608,0.7546296296296297,0.6883175255170141,0.049060761404492496,0.734090909090909,0.9375746723713905,0.230793027953773,1.1507717211153676,0.7763949443772582,0.02982312651586801,0.8340720697504618,222.0872163206339,11.691623237201059,236.26345911063254
58,inceptiontime,inception_time,PPI,50,20,5.0,2.5,50.0,0.9,5,0,3,0.7633986928104575,0.7824074074074074,0.7289406580329386,0.737037037037037,results_frailty3/20260527_1320/reports/g0058_r3_inceptiontime_extra-PPI_ep50_seq5_ov050_mw090_seed20042_report.json,0.6343689175052191,0.05170853354470047,0.7072760242611921,0.6308847957090721,0.048983728196942425,0.699671604604322,0.6596296296296297,0.05379494165439208,0.737037037037037,0.6554681503316142,0.0499369722313684,0.7289406580329386,0.6925925925925925,0.07000391915346595,0.7824074074074074,0.6870956680507091,0.061849208781257436,0.7633986928104575,0.9437082707427962,0.3350964112743287,1.4987488378035576,0.792609739491331,0.04179871940253701,0.8306880532816416,464.19790873732416,31.496926646286653,508.4806390563026
