rank,repeat,seed,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,n_train_subjects,n_val_subjects,n_test_subjects,n_train_windows,n_val_windows,n_test_windows,validation_window_balanced_accuracy,validation_window_macro_f1,validation_file_balanced_accuracy,validation_file_macro_f1,validation_subject_balanced_accuracy,validation_subject_macro_f1,window_balanced_accuracy,window_macro_f1,file_balanced_accuracy,file_macro_f1,subject_balanced_accuracy,subject_macro_f1,best_epoch,best_window_balanced_accuracy,duration_sec,report_path,learning_curve_csv,learning_curve_png,pre_frail_precision,pre_frail_recall,pre_frail_f1,pre_frail_support,robust_non_frail_precision,robust_non_frail_recall,robust_non_frail_f1,robust_non_frail_support,young_precision,young_recall,young_f1,young_support,worst_class_recall,worst_class_f1,overfit_stage,overfit_config_id,overfit_config_name,stage2_source_config_id,overfit_grid_cnn_patience,overfit_grid_max_windows_fraction,best_epoch_train_balanced_accuracy,best_epoch_val_balanced_accuracy,train_val_balanced_accuracy_gap,best_epoch_train_loss,best_epoch_val_loss,val_train_loss_gap
2,1,42,inceptiontime,inception_time,0,1,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9681,2711,3265,0.41124151571680284,0.40263551302468,0.43333333333333335,0.43047619047619046,0.5,0.48888888888888893,0.4796547183984698,0.441113286644277,0.5,0.44625932647711236,0.3333333333333333,0.2222222222222222,1,0.41124151571680284,4.871224880218506,results_frailty3/_overfitting_sweep/20260608_0718_overfitting_sweep_stage1_rank2_02/reports/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_report.json,results_frailty3/_overfitting_sweep/20260608_0718_overfitting_sweep_stage1_rank2_02/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.csv,results_frailty3/_overfitting_sweep/20260608_0718_overfitting_sweep_stage1_rank2_02/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.png,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.6666666666666666,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,,12,0.9,0.9384985354399688,0.41124151571680284,0.5272570197231659,0.18499833770809393,1.4777436029730755,1.2927452652649816
