true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.8222222222222222,0.17777777777777778,0.0
Robust/Non-Frail,0.3333333333333333,0.5333333333333333,0.13333333333333333
Young,0.075,0.2,0.725
