rank,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,config_key,source_sweep_names,source_sweep_count,n_rows_total,n_repeats_done,n_repeats_expected,failed_count,missing_repeats,is_complete,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_balanced_accuracy_ci95_high,subject_balanced_accuracy_ci95_margin,subject_balanced_accuracy_min,subject_balanced_accuracy_max,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_ci95_low,subject_macro_f1_ci95_high,subject_macro_f1_ci95_margin,subject_macro_f1_min,subject_macro_f1_max,file_balanced_accuracy_mean,file_balanced_accuracy_std,file_balanced_accuracy_ci95_low,file_balanced_accuracy_ci95_high,file_balanced_accuracy_ci95_margin,file_balanced_accuracy_min,file_balanced_accuracy_max,file_macro_f1_mean,file_macro_f1_std,file_macro_f1_ci95_low,file_macro_f1_ci95_high,file_macro_f1_ci95_margin,file_macro_f1_min,file_macro_f1_max,window_balanced_accuracy_mean,window_balanced_accuracy_std,window_balanced_accuracy_ci95_low,window_balanced_accuracy_ci95_high,window_balanced_accuracy_ci95_margin,window_balanced_accuracy_min,window_balanced_accuracy_max,window_macro_f1_mean,window_macro_f1_std,window_macro_f1_ci95_low,window_macro_f1_ci95_high,window_macro_f1_ci95_margin,window_macro_f1_min,window_macro_f1_max,best_val_loss_mean,best_val_loss_std,best_val_loss_ci95_low,best_val_loss_ci95_high,best_val_loss_ci95_margin,best_val_loss_min,best_val_loss_max,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_ci95_low,best_val_accuracy_ci95_high,best_val_accuracy_ci95_margin,best_val_accuracy_min,best_val_accuracy_max,duration_sec_mean,duration_sec_std,duration_sec_ci95_low,duration_sec_ci95_high,duration_sec_ci95_margin,duration_sec_min,duration_sec_max,n_windows_mean,n_windows_std,n_windows_ci95_low,n_windows_ci95_high,n_windows_ci95_margin,n_windows_min,n_windows_max,n_extra_features_mean,n_extra_features_std,n_extra_features_ci95_low,n_extra_features_ci95_high,n_extra_features_ci95_margin,n_extra_features_min,n_extra_features_max,pre_frail_precision_mean,pre_frail_precision_std,pre_frail_precision_ci95_low,pre_frail_precision_ci95_high,pre_frail_recall_mean,pre_frail_recall_std,pre_frail_recall_ci95_low,pre_frail_recall_ci95_high,pre_frail_f1_mean,pre_frail_f1_std,pre_frail_f1_ci95_low,pre_frail_f1_ci95_high,pre_frail_support_mean,pre_frail_support_std,pre_frail_support_ci95_low,pre_frail_support_ci95_high,robust_non_frail_precision_mean,robust_non_frail_precision_std,robust_non_frail_precision_ci95_low,robust_non_frail_precision_ci95_high,robust_non_frail_recall_mean,robust_non_frail_recall_std,robust_non_frail_recall_ci95_low,robust_non_frail_recall_ci95_high,robust_non_frail_f1_mean,robust_non_frail_f1_std,robust_non_frail_f1_ci95_low,robust_non_frail_f1_ci95_high,robust_non_frail_support_mean,robust_non_frail_support_std,robust_non_frail_support_ci95_low,robust_non_frail_support_ci95_high,young_precision_mean,young_precision_std,young_precision_ci95_low,young_precision_ci95_high,young_recall_mean,young_recall_std,young_recall_ci95_low,young_recall_ci95_high,young_f1_mean,young_f1_std,young_f1_ci95_low,young_f1_ci95_high,young_support_mean,young_support_std,young_support_ci95_low,young_support_ci95_high,worst_class_recall_mean,worst_class_f1_mean,worst_class_recall_run_mean,worst_class_f1_run_mean
1,inceptiontime,inception_time,0,50,20,5.0,3.5,30.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=20|window_sec=5|hop_sec=3p5|overlap_pct=30|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.737037037037037,0.04860008693337298,0.6767017329744591,0.797372341099615,0.06033530406257788,0.6990740740740741,0.8101851851851851,0.7232700902393997,0.04446803054951726,0.6680645893120597,0.7784755911667397,0.05520550092733999,0.6936026936026937,0.8007575757575758,0.7007407407407407,0.041275945824459294,0.6494981010886062,0.7519833803928752,0.05124263965213453,0.6546296296296297,0.7324074074074073,0.6930685360729039,0.04587357506395094,0.6361181009077279,0.7500189712380798,0.05695043516517591,0.6318637959980239,0.7290171436512901,0.6285303258646374,0.0179899887924358,0.6061963854879047,0.6508642662413702,0.022333940376732787,0.5991192946071889,0.6446903648419912,0.621416879898548,0.017542257302705495,0.5996387824693454,0.6431949773277505,0.021778097429202607,0.5969632327010815,0.6381157366626087,0.9949709395873134,0.29153886633439874,0.63303565806282,1.3569062211118068,0.36193528152449334,0.5626597858860906,1.3697852756409477,0.747287644900075,0.03471128386807305,0.7041948029170187,0.7903804868831313,0.043092841983056324,0.7195770893802983,0.8030915993180144,313.07756336499006,33.10317431885372,271.98113300875036,354.17399372122975,41.09643035623972,280.2201915998012,349.9569955840707,11295.0,0.0,11295.0,11295.0,0.0,11295.0,11295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615934065934066,0.039819899394928034,0.5664990568768198,0.6653690749913121,0.8444444444444444,0.12668615834434868,0.6871680203362937,1.0017208685525953,0.7077733860342555,0.048751913839260995,0.6472495941909008,0.7682971778776103,9.0,0.0,9.0,9.0,0.7866666666666667,0.13249737942901196,0.6221758153168795,0.951157518016454,0.5666666666666667,0.09128709291752768,0.4533369412338983,0.679996392099435,0.6529292929292929,0.08935141372798915,0.5420026453475688,0.763855940511017,12.0,0.0,12.0,12.0,0.841984126984127,0.11243976019389929,0.7023941067168232,0.9815741472514307,0.8,0.11180339887498948,0.6612,0.9388000000000001,0.8091075917546504,0.04243955938381719,0.7564203666635753,0.8617948168457256,8.0,0.0,8.0,8.0,0.5666666666666667,0.6529292929292929,0.5666666666666667,0.6383838383838384
2,inceptiontime,inception_time,0,50,20,5.0,2.5,50.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=20|window_sec=5|hop_sec=2p5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.7268518518518519,0.06027415076986819,0.6520236068160098,0.8016800968876939,0.07482824503584208,0.6620370370370371,0.8101851851851851,0.7234989661181611,0.058721719612551515,0.6505980099376112,0.796399922298711,0.0729009561805499,0.6651515151515152,0.797635800731776,0.6807407407407408,0.04481137115633526,0.6251089944871775,0.736372486994304,0.05563174625356324,0.612037037037037,0.7194444444444444,0.6786792684049849,0.044799447797233355,0.6230623245837269,0.734296212226243,0.05561694382125799,0.6187710856700402,0.7193403231440914,0.6337521979611773,0.024409618957652653,0.6034485117994492,0.6640558841229054,0.030303686161728117,0.6008711108046433,0.6576579848653171,0.6305689987183907,0.02782533641868758,0.5960248190800577,0.6651131783567237,0.03454417963833301,0.6016839149516918,0.663859788908577,1.0024090936164605,0.30132125687847605,0.6283293171912698,1.376488870041651,0.3740797764251906,0.4995583225555525,1.3117471792786997,0.7692566122430026,0.0418200869088041,0.7173384405116375,0.8211747839743676,0.05191817173136504,0.7275465810213658,0.8396902586614701,396.89738159831614,42.325771260130864,344.35142047351206,449.4433427231202,52.545961124804094,362.9937517931685,470.2465363601223,15657.0,0.0,15657.0,15657.0,0.0,15657.0,15657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872727272727273,0.07430115178800929,0.5950304522439784,0.7795150023014761,0.8222222222222222,0.06085806194501842,0.74666907193371,0.8977753725107344,0.7484210526315789,0.06795387061717646,0.6640587046477732,0.8327834006153846,9.0,0.0,9.0,9.0,0.6951282051282052,0.10434511342461135,0.5655874050356247,0.8246690052207857,0.6333333333333333,0.09501461875826149,0.5153760152522202,0.7512906514144464,0.6606666666666667,0.08894865988591656,0.5502400238597722,0.7710933094735613,12.0,0.0,12.0,12.0,0.8222222222222222,0.1050426133399391,0.6918155004383366,0.9526289440061078,0.725,0.10458250331675945,0.5951644886789442,0.8548355113210557,0.7614091790562378,0.040003313144244414,0.7117464682594983,0.8110718898529774,8.0,0.0,8.0,8.0,0.6333333333333333,0.6606666666666667,0.6083333333333333,0.6552121212121212
3,inceptiontime,inception_time,0,50,10,5.0,3.5,30.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=10|window_sec=5|hop_sec=3p5|overlap_pct=30|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.712962962962963,0.052887313235166024,0.6473052177521135,0.7786207081738126,0.06565774521084955,0.6620370370370371,0.8009259259259259,0.7116415001120883,0.05124095051554841,0.648027656497991,0.7752553437261855,0.06361384361409725,0.673076923076923,0.8009259259259259,0.6798148148148149,0.044306305384730474,0.6248100900096526,0.7348195396199771,0.0550047248051623,0.6342592592592592,0.7444444444444445,0.6789317781015007,0.043409943450160526,0.6250398552126507,0.7328237009903508,0.05389192288885007,0.6338723500704758,0.7469487501745565,0.6208120909099144,0.022199795937257176,0.5932518225540604,0.6483723592657684,0.027560268355854,0.592643752902985,0.6523906502996745,0.619062803640268,0.02247268816033962,0.5911637491567562,0.6469618581237798,0.027899054483511848,0.5914923667120685,0.6531611452087615,0.9916014948302516,0.2817904663805829,0.6417685100803183,1.341434479580185,0.3498329847499333,0.4949025383422565,1.1521748049436595,0.7564096559337931,0.025773010370067687,0.7244133671325441,0.788405944735042,0.03199628880124894,0.738445710667933,0.8011312623058572,174.3474768517539,28.843378662292544,138.53943345941852,210.15552024408927,35.808043392335385,147.1495301220566,213.22689281683412,11295.0,0.0,11295.0,11295.0,0.0,11295.0,11295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548229548229549,0.08722187631249717,0.5465400532833415,0.7631058563625683,0.7555555555555555,0.12171612389003689,0.6044492549785311,0.90666185613258,0.6926767676767677,0.059942176163499436,0.6182606574760705,0.7670928778774648,9.0,0.0,9.0,9.0,0.6784615384615386,0.06115935576965394,0.602534342452769,0.7543887344703081,0.6333333333333334,0.11180339887498948,0.49453333333333344,0.7721333333333333,0.6522251082251083,0.08012351201793931,0.5527545770964005,0.751695639353816,12.0,0.0,12.0,12.0,0.851190476190476,0.11919633568155232,0.7032124043333022,0.9991685480476499,0.75,0.08838834764831845,0.6402689651921573,0.8597310348078427,0.7900226244343893,0.06109856163227822,0.7141709022157967,0.8658743466529819,8.0,0.0,8.0,8.0,0.6333333333333334,0.6522251082251083,0.5944444444444446,0.6332251082251081
4,inceptiontime,inception_time,0,50,10,5.0,2.5,50.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=10|window_sec=5|hop_sec=2p5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.711111111111111,0.044598498439971455,0.6557436388718318,0.7664785833503902,0.05536747223927918,0.6435185185185185,0.75,0.7023916335165046,0.05908360140246424,0.6290414137809527,0.7757418532520565,0.07335021973555192,0.626984126984127,0.7679219836082581,0.6692592592592592,0.021067612756794026,0.6431045566288622,0.6954139618896562,0.02615470263039698,0.6453703703703704,0.6999999999999998,0.6624705225830063,0.035456604799054485,0.6184523907942626,0.70648865437175,0.04401813178874366,0.628864158275923,0.7132709248866869,0.6110942264693888,0.009235291450720901,0.5996289359124055,0.6225595170263721,0.01146529055698336,0.6015843938721694,0.6226945133813259,0.6060020172173227,0.020368655298245504,0.5807150457670396,0.6312889886676059,0.025286971450283125,0.5857359087608374,0.6310054429385468,1.052444169751904,0.3197810270612606,0.6554472358238778,1.4494411036799302,0.39699693392802626,0.5680776801482762,1.3786157193553492,0.7441326130168604,0.03689190156775211,0.6983326106096932,0.7899326154240276,0.045800002407167195,0.7178140972130692,0.8080744694634557,233.71049707308413,39.652112837407955,184.48378914458831,282.9372050015799,49.226707928495806,170.52913539484143,266.8128479477018,15657.0,0.0,15657.0,15657.0,0.0,15657.0,15657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6445454545454545,0.07764024308429981,0.5481578147372026,0.7409330943537065,0.7999999999999999,0.09296222517045283,0.6845906566035059,0.9154093433964939,0.706890756302521,0.03442564495262679,0.6641525250188073,0.7496289875862346,9.0,0.0,9.0,9.0,0.6900793650793651,0.058327934098470494,0.6176672798088629,0.7624914503498672,0.5833333333333333,0.1767766952966369,0.3638712637176478,0.8027954029490187,0.6200779727095516,0.10260431634853404,0.4926983111565042,0.7474576342625989,12.0,0.0,12.0,12.0,0.8494949494949495,0.1550266490383179,0.6570347997764417,1.0419550992134572,0.75,0.125,0.5948168823615146,0.9051831176384854,0.7802061715374409,0.05946125864722,0.7063871035727692,0.8540252395021125,8.0,0.0,8.0,8.0,0.5833333333333333,0.6200779727095516,0.5416666666666667,0.6131062951496388
5,inceptiontime,inception_time,0,50,20,10.0,7.0,30.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=20|window_sec=10|hop_sec=7|overlap_pct=30|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.7083333333333334,0.06288461901484318,0.6302642834914794,0.7864023831751873,0.07806904984185396,0.6018518518518519,0.7546296296296297,0.6883175255170141,0.054851598764171644,0.6202211886875785,0.7564138623464497,0.06809633682943558,0.5980392156862746,0.734090909090909,0.6814814814814814,0.026238198732045883,0.6489076776378251,0.7140552853251376,0.032573803843656275,0.6398148148148147,0.7064814814814815,0.6686140950648833,0.024803573532723312,0.637821328109816,0.6994068620199507,0.030792766955067392,0.6317044362664115,0.6970441119887739,0.6363045758731966,0.024497620656448896,0.6058916386876549,0.6667175130587382,0.03041293718554159,0.5963608294519496,0.6632371766035933,0.6262715342535374,0.025170292428362925,0.5950234986462917,0.6575195698607832,0.03124803560724577,0.5868709996279987,0.6552248585383521,0.9375746723713905,0.25803444961882277,0.6172339495715536,1.2579153951712274,0.32034072279983683,0.5484243494605547,1.1507717211153676,0.7763949443772582,0.03334326909552866,0.7350004447732335,0.817789443981283,0.04139449960402479,0.7521367521367521,0.8340720697504618,222.0872163206339,13.071632162848847,205.85924326739885,238.31518937386895,16.227973053235054,202.2838094495237,236.2634591106325,5653.0,0.0,5653.0,5653.0,0.0,5653.0,5653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433150183150182,0.023485931507751183,0.6141580577388841,0.6724719788911524,0.8,0.18257418583505536,0.5733405491344633,1.0266594508655367,0.7053376291227953,0.07883559945473352,0.6074659962885198,0.8032092619570708,9.0,0.0,9.0,9.0,0.693939393939394,0.1290772150938422,0.5336945567045476,0.8541842311742404,0.5,0.05892556509887897,0.4268459767947715,0.5731540232052286,0.5728502415458937,0.04573121496342353,0.5160765414545352,0.6296239416372522,12.0,0.0,12.0,12.0,0.7527777777777777,0.08806037491192979,0.6434539096238007,0.8621016459317546,0.825,0.06846531968814577,0.7400027059254237,0.9099972940745762,0.7867647058823529,0.07676695962434225,0.6914612168732877,0.8820681948914182,8.0,0.0,8.0,8.0,0.5,0.5728502415458937,0.5,0.5728502415458937
6,cnn,cnn1d,PPI,50,20,10.0,5.0,50.0,0.9,model=cnn|resolved_model=cnn1d|extra_input=PPI|cnn_epochs=50|cnn_patience=20|window_sec=10|hop_sec=5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.7055555555555555,0.09193050321370391,0.5914270587973365,0.8196840523137745,0.11412849675821898,0.5787037037037037,0.8379629629629629,0.6929885640500798,0.10051876156676741,0.5681980456413556,0.817779082458804,0.12479051840872425,0.5477582846003898,0.8316756654352563,0.6570370370370371,0.06399816205351297,0.5775855625522599,0.7364885115218143,0.07945147448477724,0.5888888888888889,0.762962962962963,0.6440451118749091,0.06996145278006921,0.5571904210194785,0.7308998027303397,0.08685469085543057,0.5558987558987559,0.7505582137161083,0.6256623400638947,0.03744167508128236,0.5791798131141299,0.6721448670136594,0.0464825269497647,0.5773095669210884,0.6821016033410152,0.6141651660823819,0.04648007712956729,0.5564617798660338,0.67186855229873,0.057703386216348115,0.5460701667491951,0.6751657216058794,1.1681086270289922,0.39102873118781084,0.6826601662934264,1.653557087764558,0.4854484607355658,0.6531777861114773,1.6021521990027294,0.7675355762920287,0.051297178472833015,0.7038519276402525,0.831219224943805,0.06368364865177621,0.7117830622750673,0.8323329076202639,109.27560538519174,6.145348397716891,101.64637079853271,116.90483997185076,7.629234586659023,98.71544279623777,114.12684339657426,7825.0,0.0,7825.0,7825.0,0.0,7825.0,7825.0,18.0,0.0,18.0,18.0,0.0,18.0,18.0,0.7005050505050504,0.1174663224264619,0.5546747294517232,0.8463353715583776,0.7999999999999999,0.09296222517045283,0.6845906566035059,0.9154093433964939,0.7444444444444445,0.09749960430435692,0.6234021039286941,0.8654867849601948,9.0,0.0,9.0,9.0,0.68988788988789,0.10524559097633386,0.5592291784845913,0.8205466012911886,0.5666666666666667,0.16029486718059455,0.3676662088224139,0.7656671245109195,0.6163513130652719,0.1331277959076093,0.45107782175900946,0.7816248043715344,12.0,0.0,12.0,12.0,0.6936507936507936,0.13487394149998733,0.5262095238095238,0.8610920634920635,0.75,0.08838834764831845,0.6402689651921573,0.8597310348078427,0.7181699346405228,0.10552509728714209,0.5871642259515373,0.8491756433295083,8.0,0.0,8.0,8.0,0.5666666666666667,0.6163513130652719,0.5666666666666667,0.6163513130652719
7,cnn,cnn1d,0,50,20,5.0,2.5,50.0,0.9,model=cnn|resolved_model=cnn1d|extra_input=0|cnn_epochs=50|cnn_patience=20|window_sec=5|hop_sec=2p5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.7027777777777777,0.04528998926442818,0.6465518439228377,0.7590037116327177,0.05622593385493999,0.6620370370370371,0.7731481481481483,0.7075264306743645,0.04836008114678934,0.6474890853814932,0.7675637759672358,0.06003734529287127,0.6604148905939188,0.7763285024154589,0.6507407407407407,0.04109379849014227,0.5997242306182771,0.7017572508632044,0.051016510122463686,0.6194444444444445,0.7212962962962962,0.6544997479782612,0.04373545912001587,0.6002037087975044,0.7087957871590179,0.05429603918075673,0.6105057994499871,0.7219665683382498,0.5845221730923315,0.029564485166778325,0.5478189012558721,0.6212254449287908,0.03670327183645934,0.5605041301221979,0.6347651852802962,0.5849604276754343,0.03299722352517423,0.5439955315150302,0.6259253238358384,0.04096489616040408,0.5504640656547551,0.6352274071145835,1.1435544278353864,0.2868952289324852,0.787384059344586,1.4997247963261868,0.35617036849080036,0.7596677263917059,1.365238714490256,0.7144452510607381,0.06824285928867128,0.6297241337728943,0.7991663683485819,0.08472111728784384,0.6146340893233493,0.7896359216393628,173.17075051683932,22.295736358669068,145.49137549136734,200.8501255423113,27.679375025471984,146.78444846905768,205.5213418034837,15657.0,0.0,15657.0,15657.0,0.0,15657.0,15657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6778787878787877,0.04812365462086138,0.618134957829004,0.7376226179285715,0.7333333333333333,0.060858061945018485,0.657780183044821,0.8088864836218456,0.7018782249742002,0.024926969642280722,0.6709322660752481,0.7328241838731522,9.0,0.0,9.0,9.0,0.641042291042291,0.05350119566236825,0.5746224323201077,0.7074621497644744,0.65,0.06972166887783961,0.5634429924526295,0.7365570075473705,0.6439977703455965,0.049860860404356576,0.5820972602201135,0.7058982804710794,12.0,0.0,12.0,12.0,0.858095238095238,0.16393682760963754,0.6545734140614261,1.06161706212905,0.725,0.10458250331675945,0.5951644886789442,0.8548355113210557,0.7767032967032967,0.10140951381739637,0.6508069406042036,0.9025996528023899,8.0,0.0,8.0,8.0,0.65,0.6439977703455965,0.625,0.6439977703455965
8,inceptiontime,inception_time,0,50,20,15.0,7.5,50.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=0|cnn_epochs=50|cnn_patience=20|window_sec=15|hop_sec=7p5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.700925925925926,0.07010488419061814,0.6138931700028453,0.7879586818490066,0.08703275592308071,0.5879629629629629,0.7731481481481483,0.7043075872542828,0.06589980838143017,0.6224952855230098,0.7861198889855557,0.08181230173127299,0.5977878330819507,0.7763285024154589,0.6703703703703704,0.05774245121358837,0.5986851415750681,0.7420555991656727,0.0716852287953023,0.6037037037037037,0.7583333333333333,0.6701911178175378,0.054879411625865536,0.6020602522953974,0.7383219833396782,0.06813086552214043,0.6024358302977733,0.7545100408776099,0.6278151656130235,0.04661146342485294,0.5699486679173362,0.6856816633087108,0.05786649769568731,0.5637487180885947,0.6875358136031271,0.6275551342798272,0.04457054390568563,0.572222366614809,0.6828879019448455,0.05533276766501832,0.5620681835294504,0.6837870782495123,0.9233718464439921,0.30393528573369794,0.5460468448399991,1.300696848047985,0.37732500160399296,0.4787310946421177,1.244140145897122,0.7815027382180798,0.04596037412079988,0.7244445450669047,0.8385609313692549,0.0570581931511751,0.7331395348837209,0.8551328502415458,393.17449113372714,154.14647747953848,201.80704354760428,584.54193871985,191.36744758612286,269.2858806354925,564.684506858699,5215.0,0.0,5215.0,5215.0,0.0,5215.0,5215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6256060606060606,0.027898955156174646,0.5909704858861288,0.6602416353259924,0.711111111111111,0.12668615834434865,0.5538346870029602,0.8683875352192618,0.6626595901518503,0.06840120407518734,0.5777418933629396,0.747577286940761,9.0,0.0,9.0,9.0,0.6358041958041958,0.08852633133936955,0.5259018590814685,0.7457065325269231,0.6166666666666666,0.0456435464587638,0.5600018039502824,0.6733315293830507,0.6238346001824262,0.057214089632379256,0.5528053137664234,0.694863886598429,12.0,0.0,12.0,12.0,0.8892857142857142,0.11871978670424757,0.7418992612765851,1.0366721672948433,0.775,0.10458250331675945,0.6451644886789443,0.9048355113210558,0.8264285714285714,0.10118487379449193,0.7008110980422839,0.9520460448148589,8.0,0.0,8.0,8.0,0.6166666666666666,0.6238346001824262,0.611111111111111,0.6221503896561105
9,inceptiontime,inception_time,PPI,50,20,5.0,3.5,30.0,0.9,model=inceptiontime|resolved_model=inception_time|extra_input=PPI|cnn_epochs=50|cnn_patience=20|window_sec=5|hop_sec=3p5|overlap_pct=30|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.6962962962962963,0.08824273247917327,0.5867460376158408,0.8058465549767518,0.10955025868045554,0.5740740740740741,0.8101851851851851,0.6833588650771313,0.08832190577092129,0.5737103155306985,0.793007414623564,0.1096485495464328,0.5606909430438842,0.7951447245564892,0.6629629629629629,0.0619298410511445,0.5860792364895832,0.7398466894363426,0.07688372647337967,0.5851851851851851,0.7453703703703702,0.6566159137483806,0.05825153594895272,0.5842986741020703,0.7289331533946909,0.07231723964631032,0.5838110744205957,0.736864752242051,0.6295434684967578,0.05394922743282686,0.5625673940390477,0.6965195429544679,0.06697607445771019,0.56335142851406,0.7021007682660899,0.6231559292972882,0.05084176908965888,0.5600376554285743,0.6862742031660022,0.06311827386871395,0.5610014064754699,0.6942817726843257,0.9154886070057391,0.45902461086969065,0.3456256455053296,1.4853515685061485,0.5698629615004095,0.4465649165271481,1.60850150086442,0.8056650489256405,0.06313880783194971,0.727280432578927,0.884049665272354,0.0783846163467134,0.7117067785865739,0.8678185120385492,346.08511600811033,53.6568718781789,279.4719907218337,412.69824129438695,66.6131252862766,264.176336331293,394.11959961336106,11295.0,0.0,11295.0,11295.0,0.0,11295.0,11295.0,18.0,0.0,18.0,18.0,0.0,18.0,18.0,0.6007226107226107,0.11337715940153331,0.45996884220320705,0.7414763792420143,0.7555555555555555,0.12171612389003689,0.6044492549785311,0.90666185613258,0.6679744816586922,0.11334666898837942,0.527258565918259,0.8086903973991254,9.0,0.0,9.0,9.0,0.7144444444444444,0.13606008113701953,0.5455306238285407,0.8833582650603482,0.5333333333333334,0.09501461875826149,0.41537601525222034,0.6512906514144465,0.61004329004329,0.110065052122512,0.4734013865919796,0.7466851934946005,12.0,0.0,12.0,12.0,0.7472222222222222,0.08695819912499184,0.6392666666666666,0.8551777777777778,0.8,0.06846531968814577,0.7150027059254238,0.8849972940745763,0.7720588235294118,0.0749855810822468,0.6789668535271999,0.8651507935316237,8.0,0.0,8.0,8.0,0.5333333333333334,0.61004329004329,0.5333333333333334,0.61004329004329
10,cnn,cnn1d,PPI,50,20,15.0,7.5,50.0,0.9,model=cnn|resolved_model=cnn1d|extra_input=PPI|cnn_epochs=50|cnn_patience=20|window_sec=15|hop_sec=7p5|overlap_pct=50|max_windows_fraction=0p9,20260527_1320_cnn_inceptionTime,1,5,5,5,0,0,True,0.6935185185185185,0.035621081595687686,0.649296194553129,0.737740842483908,0.04422232396538951,0.6666666666666666,0.7546296296296297,0.6818658729185044,0.025022359194050846,0.6508014912352817,0.7129302546017271,0.03106438168322263,0.6651515151515152,0.7259259259259259,0.6335185185185186,0.04903212742570184,0.5726468513315754,0.6943901857054617,0.060871667186943146,0.5870370370370371,0.7148148148148149,0.6257203575215965,0.048723410241936625,0.5652319518950154,0.6862087631481776,0.060488405626581074,0.5852678236045376,0.702349571919092,0.6056891849131909,0.036586061924888176,0.5602688717002402,0.6511094981261416,0.04542031321295066,0.5657423194301492,0.6640361942410897,0.5978480904587714,0.035128898968357546,0.5542367939698346,0.6414593869477082,0.043611296488936774,0.5655702217196574,0.6499231098243736,1.158240278566945,0.6186469341418981,0.3902117989059011,1.926268758227989,0.7680284796610439,0.3773438875594044,1.9448579333805376,0.7770574235370412,0.06572012896443902,0.6954681875026014,0.858646659571481,0.08158923603443977,0.7072301570150336,0.8798711755233494,79.24939004722982,4.278938515747972,73.93723789477252,84.56154219968712,5.312152152457308,71.80990781169385,82.71522948518395,5215.0,0.0,5215.0,5215.0,0.0,5215.0,5215.0,18.0,0.0,18.0,18.0,0.0,18.0,18.0,0.6204195804195803,0.06932324120197164,0.5343572068633671,0.7064819539757936,0.8222222222222222,0.12668615834434868,0.6649457981140714,0.979498646330373,0.7035885167464115,0.07274379691402635,0.613279643194576,0.7938973902982471,9.0,0.0,9.0,9.0,0.6755555555555556,0.08701142255084092,0.5675339249827627,0.7835771861283485,0.5333333333333334,0.04564354645876387,0.4766684706169492,0.5899981960497176,0.5933766233766233,0.04553682513891712,0.5368442514372976,0.649908995315949,12.0,0.0,12.0,12.0,0.7928571428571429,0.06851187890446742,0.7078020471478179,0.8779122385664679,0.725,0.13693063937629152,0.5550054118508474,0.8949945881491526,0.7486324786324786,0.07727152797112011,0.6527025857104959,0.8445623715544613,8.0,0.0,8.0,8.0,0.5333333333333334,0.5933766233766233,0.5166666666666667,0.5831202131202131
