true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7777777777777778,0.2222222222222222,0.0
Robust/Non-Frail,0.36666666666666664,0.5166666666666667,0.11666666666666667
Young,0.025,0.2,0.775
