true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.2222222222222222,0.022222222222222223
Robust/Non-Frail,0.26666666666666666,0.5666666666666667,0.16666666666666666
Young,0.05,0.25,0.7
