true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.2,0.044444444444444446
Robust/Non-Frail,0.3333333333333333,0.5166666666666667,0.15
Young,0.075,0.125,0.8
