true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.28888888888888886,0.044444444444444446
Robust/Non-Frail,0.31666666666666665,0.5833333333333334,0.1
Young,0.05,0.175,0.775
