true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.24444444444444444,0.044444444444444446
Robust/Non-Frail,0.26666666666666666,0.6,0.13333333333333333
Young,0.025,0.225,0.75
