true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6888888888888889,0.3111111111111111,0.0
Robust/Non-Frail,0.3333333333333333,0.55,0.11666666666666667
Young,0.05,0.175,0.775
