true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.2222222222222222,0.022222222222222223
Robust/Non-Frail,0.36666666666666664,0.55,0.08333333333333333
Young,0.025,0.275,0.7
