true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6888888888888889,0.28888888888888886,0.022222222222222223
Robust/Non-Frail,0.3,0.5833333333333334,0.11666666666666667
Young,0.025,0.225,0.75
