true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.24444444444444444,0.0
Robust/Non-Frail,0.3333333333333333,0.55,0.11666666666666667
Young,0.075,0.225,0.7
