true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.17777777777777778,0.1111111111111111
Robust/Non-Frail,0.36666666666666664,0.5,0.13333333333333333
Young,0.25,0.275,0.475
