true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.17777777777777778,0.1111111111111111
Robust/Non-Frail,0.31666666666666665,0.43333333333333335,0.25
Young,0.175,0.3,0.525
