true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7333333333333333,0.17777777777777778,0.08888888888888889
Robust/Non-Frail,0.31666666666666665,0.4666666666666667,0.21666666666666667
Young,0.175,0.3,0.525
