true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.17777777777777778,0.1111111111111111
Robust/Non-Frail,0.31666666666666665,0.45,0.23333333333333334
Young,0.175,0.325,0.5
