true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.15555555555555556,0.17777777777777778
Robust/Non-Frail,0.3333333333333333,0.4166666666666667,0.25
Young,0.175,0.25,0.575
