true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.2,0.08888888888888889
Robust/Non-Frail,0.3333333333333333,0.4666666666666667,0.2
Young,0.125,0.35,0.525
