true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.17777777777777778,0.15555555555555556
Robust/Non-Frail,0.31666666666666665,0.43333333333333335,0.25
Young,0.175,0.275,0.55
