setup,activity,cv_l1_mean,cv_l1_std,cv_snr_mean,cv_snr_std,cv_ecg_hr_mae_mean,cv_ecg_hr_mae_std,holdout_l1,holdout_snr,holdout_ecg_hr_mae
setup1,walk,0.9334249709653152,0.456576854958589,-3.2285865253648383,4.894778568019773,46.37819215425435,6.633168513675227,1.1159712138928866,-7.391228686434404,35.63713786476537
setup1,run,0.9060139717521123,0.3533447580303691,-2.261345339564815,4.278858496062638,30.778084381510574,4.33713273588906,1.1835722515457554,-5.4293150933678485,33.70100932372244
setup2,walk,1.1808398067393888,0.456789392030829,-5.46968567785571,4.272597273650645,42.44542898465228,7.450848100782091,0.9371157461091092,-6.4028979145558935,33.44290211326197
setup2,run,1.2159001374081675,0.3507615972135822,-4.829074729249839,3.819059757024731,29.75330323639067,4.6547705443819964,1.3906861731880589,-6.678498113461423,37.80175454992997
