candidate_id,model_path,model_sha256,preprocessing_ekf_config_sha256,source_evidence_path,source_evidence_sha256,threshold_derivation,threshold_path,threshold_sha256,training_dataset,training_participant_count
frailty29_trained_legacy_reference,frailty29_trained_legacy_reference/formal_motion_model.pt,4a20624f0414400a471f1a74a1a6fe708790c056a1f7bc7ac82ec33f961b5247,832271ff52c7fcb5e9f461a6dae457209363db8124867b99fa643e48556d2275,/home/trinker/Code/github/PPG-Frailty-pipeline/final_v0/final_pipeline_v2/artifacts/studies/static_line_b_staged_v2/20260820_182324_staged-static-05-pre-motion-ptt-v1/motion_internal/motion_internal_evidence.json,c716bc34972561c8eca69a500da232224260a2353239b3e0e85532b554c195d0,strict_training_dataset_outer_oof_only,frailty29_trained_legacy_reference/deployment_threshold.json,1602e5612c90710dcf838fbc6ea6f900f0337ac15d47a1864781ea17140de70f,frailty29,29
ptt22_trained_reverse_ablation,ptt22_trained_reverse_ablation/formal_motion_model.pt,f3687dc3984bdfc33c3b977df35e1d902be72173c87b75945aac02e412ff70b6,cd160a20a38011ee31f57f455862c03a62492d900f1a4000a68ad6822bd2c292,/home/trinker/Code/github/PPG-Frailty-pipeline/final_v0/final_pipeline_v2/artifacts/studies/static_line_b_staged_v2/20260820_225546_staged-static-05-pre-motion-ptt-v1/motion_ptt_training/motion_ptt_training_evidence.json,2cf9ebc2ded1b26d744299f161465d39a84d164e69403f212ad3d30c046ef7f8,strict_training_dataset_outer_oof_only,ptt22_trained_reverse_ablation/deployment_threshold.json,f04b7d5e4bdcff9504f65d3628f0279878aff4370af5aba52705c5a2b52bc268,ptt_ppg_1_1_0_local,22
