stage1_regularization_factor,cnn_epochs,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
sqi_aggregation,10,2,s1_079,quality_combo_sqi_aggregation-top70_quality_quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop70_quality_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5666666666666667,0.5578343479406879,0.4550255656069934,0.5317786561264822,0.5583333333333333,0.5666666666666667,0.55,0.5478019398129776,0.5578343479406879,0.5377695316852673,0.5102005012531328,0.5317786561264822,0.4886223463797834,0.07970110389249885,0.08992690599868632,0.0694753017863114,0.4837209307597773,0.48896436956828193,0.4784774919512726,0.6374265575101181,0.6374366205860224,0.637416494434214
max_windows_fraction,10,3,s1_057,main_effect_max_windows_fraction-0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5657407407407409,0.5529212967576139,0.4550804004237726,0.49747899159663866,0.5410493827160494,0.5657407407407409,0.5194444444444444,0.5285343580605392,0.5529212967576139,0.5063854869548772,0.4946089810539938,0.5221155655938265,0.46423238597151634,0.07172176365277055,0.10166228149484938,0.024366106235075517,0.46807328676489934,0.47656363189658607,0.4597267933431152,0.6261402248731883,0.6390471506720072,0.6080072796740795
dropout,10,4,s1_051,main_effect_dropout-0p7_lr0.001_wd0.005_do0.7_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5648148148148148,0.5525769470056723,0.4827237683012304,0.4732964094728801,0.5537037037037038,0.5648148148148148,0.5416666666666667,0.5419823289698441,0.5525769470056723,0.529467751240399,0.4870072580759753,0.5100241909120627,0.47180161943319837,0.05778974344672204,0.0744636745017447,0.04017387620354936,0.47521958578349416,0.48303293748878906,0.46653253310778153,0.636876569651976,0.6677594940937779,0.6098926680714063
label_smoothing,15,4,s1_096,main_effect_label_smoothing-0p15_lr0.001_wd0.005_do0.5_ls0.15_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.562037037037037,0.5561030921138608,0.49642962356621073,0.5383942007649101,0.537962962962963,0.562037037037037,0.5277777777777779,0.5289700500513531,0.5561030921138608,0.516269015828849,0.4901677256128057,0.5383942007649101,0.46284729762990623,0.05296001791333197,0.06724925484413863,0.04268307619117082,0.4784799144901971,0.48966802545597077,0.46983380793460805,0.8463752427939453,1.220683310841105,0.4724680866711674
sqi_aggregation,9,2,s1_037,quality_combo_sqi_aggregation-top70_quality_quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop70_quality_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.562037037037037,0.5525338606642954,0.4444864937239746,0.5262820512820513,0.5412037037037036,0.562037037037037,0.5203703703703704,0.5343501180231784,0.5525338606642954,0.5161663753820616,0.4867867916397328,0.5262820512820513,0.44729153199741434,0.07471316835009029,0.09468696168589369,0.05473937501428688,0.4885568478285667,0.49204030043871383,0.4850733952184195,0.6555056664919512,0.6655982761106285,0.6454130568732739
loss_type,9,2,s1_022,main_effect_loss_type-balanced_softmax_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossbalanced_softmax_cwinverse_subject_count_ep9,0.5583333333333333,0.5430028383495876,0.4767873459038857,0.4733155080213904,0.5412037037037036,0.5583333333333333,0.524074074074074,0.5281546608394772,0.5430028383495876,0.5133064833293666,0.4496421380477108,0.4733155080213904,0.42596876807403117,0.057741705013261715,0.06568529221346837,0.04979811781305505,0.48622750378478125,0.5027775148925931,0.46967749267696934,1.0731865599270578,1.515606682272483,0.6307664375816329
aggregation,9,1,s1_019,main_effect_aggregation-quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5583333333333333,0.5512995132176718,0.47458894679255137,0.5236006022962545,0.5583333333333333,0.5583333333333333,0.5583333333333333,0.5512995132176718,0.5512995132176718,0.5512995132176718,0.5236006022962545,0.5236006022962545,0.5236006022962545,0.06745610267982959,0.06745610267982959,0.06745610267982959,0.4888911691270512,0.4888911691270512,0.4888911691270512,0.6652106328385805,0.6652106328385805,0.6652106328385805
baseline,10,1,s1_043,main_effect_baseline-wd0p005_do0p5_ls0p2_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5574074074074074,0.5469441359389761,0.48362389729245414,0.48258212375859444,0.5574074074074074,0.5574074074074074,0.5574074074074074,0.5469441359389761,0.5469441359389761,0.5469441359389761,0.48258212375859444,0.48258212375859444,0.48258212375859444,0.05943261679956006,0.05943261679956006,0.05943261679956006,0.4782073681452542,0.4782073681452542,0.4782073681452542,0.6518382985719523,0.6518382985719523,0.6518382985719523
class_weight_mode,9,1,s1_024,main_effect_class_weight_mode-effective_number_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cweffective_number_ep9,0.5555555555555556,0.5478400924840554,0.4739690685023401,0.47714390872285606,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5478400924840554,0.5478400924840554,0.5478400924840554,0.47714390872285606,0.47714390872285606,0.47714390872285606,0.06571791466008516,0.06571791466008516,0.06571791466008516,0.48671278791433015,0.48671278791433015,0.48671278791433015,0.6671378076924009,0.6671378076924009,0.6671378076924009
weight_decay,10,4,s1_045,main_effect_weight_decay-0p002_lr0.001_wd0.002_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5537037037037037,0.549417676024173,0.45028022755645103,0.48690476190476184,0.5458333333333333,0.5537037037037037,0.5361111111111111,0.5402169317510884,0.549417676024173,0.5300939165363269,0.4779166666666666,0.5142857142857142,0.439047619047619,0.0745469838109793,0.08330760919833756,0.05813826879981707,0.47555400051781405,0.47900066444415385,0.4730163935381394,0.6558297297964759,0.6622815123498779,0.6503488274089131
sqi_mode,10,2,s1_060,main_effect_sqi_mode-top50_quality_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop50_quality_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,0.5527777777777778,0.5379637674361055,0.46844377316098595,0.48478468899521526,0.5504629629629629,0.5527777777777778,0.548148148148148,0.5376252524216584,0.5379637674361055,0.5372867374072112,0.4919460707103728,0.49910745242553023,0.48478468899521526,0.07892897301698147,0.08992690599868636,0.06793104003527659,0.4819949356068701,0.4879351339280128,0.47605473728572745,0.6381625230630468,0.6405630537620912,0.6357619923640023
class_weight_mode,10,1,s1_066,main_effect_class_weight_mode-effective_number_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cweffective_number_ep10,0.5527777777777778,0.5453800852084606,0.4635892593215494,0.47261904761904755,0.5527777777777778,0.5527777777777778,0.5527777777777778,0.5453800852084606,0.5453800852084606,0.5453800852084606,0.47261904761904755,0.47261904761904755,0.47261904761904755,0.07184135089359564,0.07184135089359564,0.07184135089359564,0.4809387862313751,0.4809387862313751,0.4809387862313751,0.6567342526216067,0.6567342526216067,0.6567342526216067
weight_decay,15,4,s1_086,main_effect_weight_decay-0p001_lr0.001_wd0.001_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.5527777777777778,0.5416167334557428,0.44729859657106574,0.5103494029190624,0.537962962962963,0.5527777777777778,0.5194444444444445,0.5263212187991319,0.5416167334557428,0.5121779987958478,0.4789605093049365,0.5103494029190624,0.4638095238095238,0.0773730461182652,0.12600759878669632,0.048401222365500464,0.4785482531755481,0.48625439635034723,0.47186543903823663,0.648851182752161,0.6572896938221356,0.6419659708588936
label_smoothing,9,4,s1_013,main_effect_label_smoothing-0p3_lr0.001_wd0.005_do0.5_ls0.3_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5499999999999999,0.5350179518910169,0.4609226661103152,0.47804511278195483,0.5377314814814814,0.5499999999999999,0.5129629629629628,0.5258918260837091,0.5371382243487506,0.5061829232074218,0.4723754545248353,0.47804511278195483,0.46502801120448184,0.058023063326742036,0.07469358990645622,0.03680482761916998,0.47946307511445696,0.4853659984915549,0.47375449364102823,0.8315894516640934,1.194519073201286,0.4617338466364992
dropout,9,4,s1_008,main_effect_dropout-0p6_lr0.001_wd0.005_do0.6_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5481481481481482,0.5390975778980895,0.4792257863082401,0.47901298701298706,0.5199074074074074,0.5481481481481482,0.4722222222222222,0.5154043612408596,0.5390975778980895,0.4646188485343671,0.4777819582378406,0.5199999999999999,0.442016806722689,0.07079384592850872,0.09714503108482636,0.04536092116265146,0.4823588958949565,0.49668881724319014,0.46695121729061795,0.6433124417466853,0.6594291407171814,0.6222416822711002
aggregation,15,1,s1_103,main_effect_aggregation-quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.5407407407407407,0.5315718305764072,0.4894298127566373,0.4997985347985348,0.5407407407407407,0.5407407407407407,0.5407407407407407,0.5315718305764072,0.5315718305764072,0.5315718305764072,0.4997985347985348,0.4997985347985348,0.4997985347985348,0.0413309520753068,0.0413309520753068,0.0413309520753068,0.47265087609105316,0.47265087609105316,0.47265087609105316,0.6437679447768272,0.6437679447768272,0.6437679447768272
combined_regularization,15,12,s1_119,focused_combo_combined_regularization-wd0p01_do0p6_ls0p2_mw0p9_lr0.001_wd0.01_do0.6_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.5398148148148147,0.5323689697030658,0.45287700029222433,0.46770895770895776,0.523070987654321,0.5398148148148147,0.5083333333333333,0.5098361478266654,0.5323689697030658,0.49443800231416335,0.4584004293908499,0.4934952766531714,0.4162637362637362,0.05556959484505663,0.07961078588408067,0.03531894652363086,0.47876505008767717,0.48726051278105154,0.4691065664184908,0.6339112022224538,0.8033985850329032,0.46525090458918195
loss_type,15,2,s1_107,main_effect_loss_type-focal_loss_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossfocal_loss_cwinverse_subject_count_ep15,0.537037037037037,0.5261514542252191,0.4293572304773076,0.48790890269151144,0.5314814814814814,0.537037037037037,0.5259259259259259,0.5186561637113527,0.5261514542252191,0.5111608731974864,0.47173095782935603,0.48790890269151144,0.4555530129672006,0.08761068730543192,0.088485291299775,0.08673608331108885,0.48690690080629007,0.488498495081182,0.4853153065313981,1.0830959439359242,1.5088695256308078,0.6573223622410406
reference,15,1,ref_rank2_fixed_epoch_ep15,original_rank_parameters_no_early_stopping_static_only_ep15,0.5314814814814814,0.5212910471171341,0.4650236123640708,0.4558136645962733,0.5314814814814814,0.5314814814814814,0.5314814814814814,0.5212910471171341,0.5212910471171341,0.5212910471171341,0.4558136645962733,0.4558136645962733,0.4558136645962733,0.05353181303541577,0.05353181303541577,0.05353181303541577,0.4815658672881996,0.4815658672881996,0.4815658672881996,3.354911912845062,3.354911912845062,3.354911912845062
sqi_mode,9,2,s1_018,main_effect_sqi_mode-top50_quality_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop50_quality_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5305555555555556,0.5283278045961224,0.46296410006030025,0.41784098254686486,0.5277777777777777,0.5305555555555556,0.5249999999999999,0.5234318268474503,0.5283278045961224,0.5185358490987781,0.45256850992145103,0.48729603729603727,0.41784098254686486,0.09412421086077419,0.13380350486796674,0.054444916853581625,0.48880272220654,0.49140805548051397,0.48619738893256603,0.654114492059144,0.6642660619800618,0.6439629221382261
max_windows_fraction,9,3,s1_015,main_effect_max_windows_fraction-0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5305555555555556,0.5206434826895185,0.41817715219513163,0.47600225861095413,0.5228395061728396,0.5305555555555556,0.5148148148148148,0.5123490907753482,0.5206434826895185,0.4987247828424298,0.47385188648615756,0.4845449974861739,0.4610084033613446,0.07212585593322142,0.09052080299596496,0.04421235698634561,0.47942187282164256,0.49453424237720134,0.4696610759843569,0.6459653382246092,0.6599499165086546,0.6333710672888522
baseline,9,1,s1_001,main_effect_baseline-wd0p005_do0p5_ls0p2_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,0.5296296296296297,0.5247856818154302,0.4435509998337008,0.48732279314888016,0.5296296296296297,0.5296296296296297,0.5296296296296297,0.5247856818154302,0.5247856818154302,0.5247856818154302,0.48732279314888016,0.48732279314888016,0.48732279314888016,0.06933633560293082,0.06933633560293082,0.06933633560293082,0.48722357410726264,0.48722357410726264,0.48722357410726264,0.6559206255430932,0.6559206255430932,0.6559206255430932
class_weight_mode,15,1,s1_108,main_effect_class_weight_mode-effective_number_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cweffective_number_ep15,0.5212962962962963,0.5127226107226106,0.44056456778125663,0.44526315789473675,0.5212962962962963,0.5212962962962963,0.5212962962962963,0.5127226107226106,0.5127226107226106,0.5127226107226106,0.44526315789473675,0.44526315789473675,0.44526315789473675,0.06502940666451251,0.06502940666451251,0.06502940666451251,0.4808146664913215,0.4808146664913215,0.4808146664913215,0.6537647990209553,0.6537647990209553,0.6537647990209553
reference,10,1,ref_rank2_fixed_epoch_ep10,original_rank_parameters_no_early_stopping_static_only_ep10,0.5185185185185185,0.5082926675882659,0.48355770172939844,0.45558592132505177,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5082926675882659,0.5082926675882659,0.5082926675882659,0.45558592132505177,0.45558592132505177,0.45558592132505177,0.028160937640269584,0.028160937640269584,0.028160937640269584,0.5000007249916301,0.5000007249916301,0.5000007249916301,3.1269275136787873,3.1269275136787873,3.1269275136787873
reference,9,1,ref_rank2_fixed_epoch_ep9,original_rank_parameters_no_early_stopping_static_only_ep9,0.5037037037037038,0.4838985072798507,0.4555478302493872,0.409638225999782,0.5037037037037038,0.5037037037037038,0.5037037037037038,0.4838985072798507,0.4838985072798507,0.4838985072798507,0.409638225999782,0.409638225999782,0.409638225999782,0.038789555677135976,0.038789555677135976,0.038789555677135976,0.5021837969698921,0.5021837969698921,0.5021837969698921,3.08815346674905,3.08815346674905,3.08815346674905
baseline,15,1,s1_085,main_effect_baseline-wd0p005_do0p5_ls0p2_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.4888888888888888,0.48057234411772926,0.42129743339363357,0.40498168498168496,0.4888888888888888,0.4888888888888888,0.4888888888888888,0.48057234411772926,0.48057234411772926,0.48057234411772926,0.40498168498168496,0.40498168498168496,0.40498168498168496,0.05444491685358161,0.05444491685358161,0.05444491685358161,0.4721298267563664,0.4721298267563664,0.4721298267563664,0.6462342003858187,0.6462342003858187,0.6462342003858187
manual_loss,10,4,s1_082,manual_loss_combo_manual_loss-morphology_focal_loss_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_lossfocal_loss_cwinverse_subject_count_ep10,0.46296296296296297,0.4610616119695403,0.3782966640751969,0.41660687138948005,0.43912037037037044,0.46296296296296297,0.42592592592592593,0.42510189091256523,0.4610616119695403,0.40561023706803756,0.31646300058805105,0.41660687138948005,0.2549019607843137,0.051396884856016525,0.06819870306785296,0.04476638797642063,0.5679005598168712,0.5785121527521664,0.5533162134976152,1.7208679087479815,2.575033246604882,0.879910546570686
manual_loss,9,4,s1_040,manual_loss_combo_manual_loss-morphology_focal_loss_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_lossfocal_loss_cwinverse_subject_count_ep9,0.4564814814814815,0.44757132127679977,0.3528187280587215,0.3805882352941176,0.43425925925925923,0.4564814814814815,0.41666666666666663,0.4219885643289869,0.44757132127679977,0.39858102915714977,0.3290063612297426,0.3805882352941176,0.27982456140350875,0.06348675084976683,0.08350034704181927,0.04210163905329502,0.5721021369609433,0.5803189754493133,0.561014548840164,1.6981817339270193,2.511308876090209,0.867577345860983
manual_features,15,2,s1_104,main_effect_manual_features-morphology_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_lossweighted_ce_cwinverse_subject_count_ep15,0.41759259259259257,0.4033599806563866,0.3576693259299919,0.263235294117647,0.41527777777777775,0.41759259259259257,0.41296296296296287,0.3982106644520832,0.4033599806563866,0.39306134824777983,0.28821895424836597,0.3132026143790849,0.263235294117647,0.03943640455462516,0.04826819081103101,0.030604618298219304,0.5740499542256456,0.583951067669022,0.5641488407822692,0.9365913121203011,0.9481933730464338,0.9249892511941684
manual_loss,15,4,s1_125,manual_loss_combo_manual_loss-morphology_ppi_hrv_filelevel_balanced_softmax_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_ppi_hrv_filelevel_lossbalanced_softmax_cwinverse_subject_count_ep15,0.4148148148148148,0.3908303367113436,0.3309718706471981,0.3050724637681159,0.4043981481481481,0.4148148148148148,0.3851851851851852,0.3876240605288929,0.4039747321871429,0.376538072557456,0.27154360267094146,0.3050724637681159,0.2176470588235294,0.05881040450976351,0.08829129755300899,0.03190752025946814,0.5743488548877038,0.5875737933190889,0.5557805132594431,1.9252802405304636,2.9922540893950123,0.9242247779717516
manual_features,10,2,s1_063,main_effect_manual_features-morphology_ppi_hrv_filelevel_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_ppi_hrv_filelevel_lossweighted_ce_cwinverse_subject_count_ep10,0.4,0.3731709644308917,0.32029779242076095,0.2791847265221878,0.3976851851851852,0.4,0.39537037037037037,0.37951725088250865,0.38586353733412554,0.3731709644308917,0.27006621947024423,0.2791847265221878,0.26094771241830067,0.054218358567666824,0.06420012755906972,0.04423658957626393,0.56468383122549,0.5834782016449201,0.54588946080606,0.8903829819274123,0.9042885199653454,0.876477443889479
manual_features,9,2,s1_020,main_effect_manual_features-morphology_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_manmorphology_lossweighted_ce_cwinverse_subject_count_ep9,0.39814814814814814,0.38491032730499686,0.36318733135902814,0.2617647058823529,0.3972222222222222,0.39814814814814814,0.39629629629629626,0.38163747885951416,0.38491032730499686,0.37836463041403146,0.285389222882829,0.30901373988330505,0.2617647058823529,0.03637971804012052,0.044598498439971476,0.028160937640269564,0.5791638488195235,0.5829950682792947,0.5753326293597524,0.9079678782035879,0.9288573004162632,0.8870784559909126
