overfit_stage,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
stage1,126,s1_122,quality_combo_sqi_aggregation-top50_quality_quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop50_quality_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep15,0.6101851851851852,0.6039883573216906,0.5338923664942137,0.5091575091575091,0.52554379776602,0.6101851851851852,0.3851851851851852,0.5145219006543506,0.6039883573216906,0.3731709644308917,0.4546060365390041,0.5586726998491705,0.2176470588235294,0.061152941962308784,0.13380350486796674,0.020807597272448363,0.49204732526364714,0.5875737933190889,0.4597267933431152,0.7994865700892398,2.9922540893950123,0.45095963352107277
reference,3,ref_rank2_fixed_epoch_ep15,original_rank_parameters_no_early_stopping_static_only_ep15,0.5314814814814814,0.5212910471171341,0.4650236123640708,0.4558136645962733,0.5179012345679012,0.5314814814814814,0.5037037037037038,0.5044940739950835,0.5212910471171341,0.4838985072798507,0.4403459373070357,0.4558136645962733,0.409638225999782,0.04016076878427378,0.05353181303541577,0.028160937640269584,0.49458346308324064,0.5021837969698921,0.4815658672881996,3.1899976310909666,3.354911912845062,3.08815346674905
