rank,repeat,seed,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,n_train_subjects,n_val_subjects,n_test_subjects,n_train_windows,n_val_windows,n_test_windows,validation_window_balanced_accuracy,validation_window_macro_f1,validation_file_balanced_accuracy,validation_file_macro_f1,validation_subject_balanced_accuracy,validation_subject_macro_f1,window_balanced_accuracy,window_macro_f1,file_balanced_accuracy,file_macro_f1,subject_balanced_accuracy,subject_macro_f1,best_epoch,best_window_balanced_accuracy,duration_sec,report_path,learning_curve_csv,learning_curve_png,pre_frail_precision,pre_frail_recall,pre_frail_f1,pre_frail_support,robust_non_frail_precision,robust_non_frail_recall,robust_non_frail_f1,robust_non_frail_support,young_precision,young_recall,young_f1,young_support,worst_class_recall,worst_class_f1,overfit_stage,overfit_config_id,overfit_config_name,dynamic_data_mode,stage2_source_config_id,is_reference,overfit_grid_cnn_patience,overfit_grid_max_windows_fraction,train_role_mode,validation_role_mode,test_role_mode,n_static_train_files,n_all_role_train_files,n_dynamic_added_train_files,best_epoch_train_balanced_accuracy,best_epoch_val_balanced_accuracy,train_val_balanced_accuracy_gap,best_epoch_train_loss,best_epoch_val_loss,val_train_loss_gap
2,1,42,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9681,2711,3265,0.6224985590344506,0.5979094694498243,0.7333333333333334,0.6898550724637681,0.8333333333333334,0.7777777777777777,0.48095119748015597,0.46837065051231425,0.6,0.5826210826210826,0.6666666666666666,0.6666666666666666,4,0.6224985590344506,35.15714815817773,results_frailty3/overfitting_20260608_0746/reports/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_report.json,results_frailty3/overfitting_20260608_0746/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.csv,results_frailty3/overfitting_20260608_0746/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.png,1.0,0.5,0.6666666666666666,2.0,1.0,0.5,0.6666666666666666,2.0,0.5,1.0,0.6666666666666666,2.0,0.5,0.6666666666666666,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9896943235832149,0.6224985590344506,0.36719576454876424,0.030798594256987482,1.1198277025370527,1.0890291082800652
