model,fold,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
cnn,1,1,0.1571696094951184,0.9406038665192246,2.2231387206463107,0.5281746763950746
cnn,1,2,0.029635760782041207,0.9897968258290732,2.7751528559329746,0.5374499756239143
cnn,1,3,0.01648547755007497,0.9948536553825207,2.872943589122894,0.5677776741624255
cnn,1,4,0.024673148413476672,0.9916259147827783,3.5589523233371483,0.5121581657592896
cnn,1,5,0.010940846554941038,0.9961380783967723,3.3229871436385054,0.5358027883642197
cnn,1,6,0.015156494875985287,0.9951126355022306,4.062534933528938,0.4908211764071728
cnn,1,7,0.006236203078535867,0.998231224384193,3.6843081940423015,0.4945355623455157
cnn,1,8,0.001962329509375878,0.9993392777897799,3.721765942892023,0.5457987154058639
cnn,1,9,0.010461087824164578,0.9962103732016626,5.0761823895362586,0.5108609337150706
cnn,1,10,0.006064807660665049,0.9980694967619201,3.9796369915463043,0.5090352007995093
cnn,1,11,0.022016298804670896,0.9943658916277966,2.7196633756188437,0.5946589696987896
cnn,1,12,0.004553130951067764,0.9980867170210616,2.635899107948997,0.6848063006557465
cnn,1,13,0.007027482347871013,0.9976608501184234,3.7510565852458893,0.5833941202137208
cnn,1,14,0.00796888972428447,0.9981813089990995,3.754613552516892,0.539824959890009
cnn,1,15,0.022649773556399605,0.9987078395523433,4.463576724035981,0.5124448388654157
cnn,1,16,0.009966207492681447,0.9963110368522683,4.88249538190902,0.5158204233910295
cnn,1,17,0.006676979538928903,0.9980471173421233,5.499980536115904,0.4852674985049467
cnn,1,18,0.0012701550459166201,0.9997401869998713,6.075638605919975,0.47752560616372214
cnn,1,19,0.007809417726312437,0.9974767430763537,4.896612287797954,0.5137059767116252
cnn,1,20,0.005328952598421181,0.9981262344533507,5.852599931826216,0.44823794646526754
cnn,1,21,0.0045032057495891864,0.9989280528735335,5.010331619644446,0.5427667060667716
cnn,1,22,0.0165384024217765,0.994660978026627,5.628447426609077,0.4358319343967909
cnn,1,23,0.0033552524229707244,0.9989280528735335,5.754690325744326,0.45376381794965875
cnn,1,24,0.001519902945019373,0.9995956796367401,5.231984911631358,0.5004612207070488
cnn,1,25,0.0015696923559881388,0.9995130691256947,4.718129669897493,0.600472265702298
cnn,1,26,0.005465860434122706,0.997931811705126,6.0948865325480615,0.5114796015596053
cnn,1,27,0.0037448272658351057,0.9987258926919035,5.220015659551567,0.5270718151883728
cnn,1,28,0.004707571709782917,0.9984592573854378,5.308997946172017,0.5287361716919089
cnn,1,29,0.0038241373548138138,0.9987327972448901,5.490981056921985,0.50493278839891
cnn,1,30,0.0049039024343496464,0.998220908678038,6.135739425935404,0.5275852278109704
cnn,1,31,0.001672498411348811,0.9994476788737908,4.536637884749428,0.5940325384600215
cnn,1,32,0.0048860671470423315,0.998357678607764,5.690298472337715,0.4526951245724933
cnn,2,1,0.14436947788806662,0.9485862929236019,2.932517225237798,0.39749908380860766
cnn,2,2,0.015871529336667634,0.9947585408607685,4.55094123861516,0.3255803499851119
cnn,2,3,0.015163728486449044,0.994975554772653,4.3970543727439795,0.3448226597036121
cnn,2,4,0.013136852950542345,0.9963309526212574,3.501863113444718,0.30551461325270846
cnn,2,5,0.008302050845414338,0.9978324101867223,3.390912745998771,0.3705873932064408
cnn,2,6,0.002896231527050813,0.999225608045168,5.541839041740551,0.330237465356513
cnn,2,7,0.005968248771895315,0.9978558261098988,5.094916718448121,0.4027846492132206
cnn,2,8,0.010331086648228746,0.996624414263418,4.005607179476015,0.4249152522962047
cnn,2,9,0.0009825537345820507,0.9998064020112919,7.318797422446605,0.3616719920291349
cnn,2,10,0.006369820266418029,0.9978323395441729,4.344850342240071,0.38878810783572687
cnn,2,11,0.005745893253707537,0.9981492877520592,7.277520058692164,0.4192285668476145
cnn,2,12,0.00923667091883833,0.9969409386160076,5.6160659446102095,0.38967452300785627
cnn,2,13,0.004327919471883693,0.9984043136014336,5.232787379241603,0.4263688472021805
cnn,2,14,0.004123650857566226,0.9986685125724183,4.47634352849229,0.32738839643601547
cnn,2,15,0.002969512841049155,0.9990320100564599,5.059347017509914,0.3943499622071051
cnn,2,16,0.004902912510132886,0.9982341315359019,4.2962376625741125,0.3956163104972628
cnn,2,17,0.00047397816603728685,0.9998064020112919,5.3599414839871224,0.4190928559976179
cnn,2,18,0.004410041606713517,0.9989235384217924,4.778910436675431,0.39051770539865777
cnn,2,19,0.005825276898807325,0.9981962608835112,4.947145041627032,0.37212144116906015
cnn,2,20,0.005497418433730947,0.9982344847486493,4.419274381228757,0.4579244829244829
cnn,2,21,0.0028515870276867154,0.999225608045168,5.657193008944789,0.3839171190361667
cnn,2,22,0.003532352270975292,0.9989470249875184,6.221091911970889,0.4443654229368515
cnn,2,23,0.008901084359300758,0.9965771585617683,5.443633531055497,0.4516995350328683
cnn,2,24,0.0029086293106968604,0.9994427632421514,4.751230548011031,0.3705275544561259
