group_id,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,n_completed,best_single_repeat,best_single_subject_macro_f1,best_single_subject_balanced_accuracy,best_single_file_macro_f1,best_single_file_balanced_accuracy,best_single_report_path,window_balanced_accuracy_mean,window_balanced_accuracy_std,window_balanced_accuracy_best,window_macro_f1_mean,window_macro_f1_std,window_macro_f1_best,file_balanced_accuracy_mean,file_balanced_accuracy_std,file_balanced_accuracy_best,file_macro_f1_mean,file_macro_f1_std,file_macro_f1_best,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_best,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_best,best_val_loss_mean,best_val_loss_std,best_val_loss_best,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_best,duration_sec_mean,duration_sec_std,duration_sec_best
1,cnn,cnn1d,PPI,1,10,2.0,2.0,0.0,0.1,1,1,0.4704184704184704,0.46759259259259256,0.4455409595596511,0.43796296296296294,results_frailty3/20260525_0652_02/reports/g0001_r1_cnn_extra-PPI_ep1_seq2_ov000_mw010_seed42_report.json,0.431089908047204,0.0,0.431089908047204,0.4343900621967827,0.0,0.4343900621967827,0.43796296296296294,0.0,0.43796296296296294,0.4455409595596511,0.0,0.4455409595596511,0.46759259259259256,0.0,0.46759259259259256,0.4704184704184704,0.0,0.4704184704184704,0.6480287166051967,0.0,0.6480287166051967,0.6810579183509647,0.0,0.6810579183509647,2.788538136985153,0.0,2.788538136985153
