overfit_rank,rank,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,overfit_stage,overfit_config_id,overfit_config_name,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,sqi_mode,aggregation,manual_features,loss_type,class_weight_mode,window_sampler,windows_per_subject_per_epoch,train_overlap_pct,dynamic_data_mode,stage2_fixed_epoch,reference_source,reference_source_config_id,n_repeats,validation_subject_balanced_accuracy_mean,validation_subject_balanced_accuracy_std,validation_subject_balanced_accuracy_ci95_low,validation_subject_balanced_accuracy_ci95_high,validation_subject_balanced_accuracy_min,validation_subject_balanced_accuracy_max,validation_subject_macro_f1_mean,validation_subject_macro_f1_std,validation_subject_macro_f1_ci95_low,validation_subject_macro_f1_ci95_high,validation_subject_macro_f1_min,validation_subject_macro_f1_max,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_balanced_accuracy_ci95_high,subject_balanced_accuracy_min,subject_balanced_accuracy_max,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_ci95_low,subject_macro_f1_ci95_high,subject_macro_f1_min,subject_macro_f1_max,worst_class_recall_mean,worst_class_recall_std,worst_class_recall_ci95_low,worst_class_recall_ci95_high,worst_class_recall_min,worst_class_recall_max,worst_class_f1_mean,worst_class_f1_std,worst_class_f1_ci95_low,worst_class_f1_ci95_high,worst_class_f1_min,worst_class_f1_max,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,best_epoch_min,best_epoch_max,duration_sec_mean,duration_sec_std,duration_sec_ci95_low,duration_sec_ci95_high,duration_sec_min,duration_sec_max,best_epoch_train_balanced_accuracy_mean,best_epoch_train_balanced_accuracy_std,best_epoch_train_balanced_accuracy_ci95_low,best_epoch_train_balanced_accuracy_ci95_high,best_epoch_train_balanced_accuracy_min,best_epoch_train_balanced_accuracy_max,best_epoch_val_balanced_accuracy_mean,best_epoch_val_balanced_accuracy_std,best_epoch_val_balanced_accuracy_ci95_low,best_epoch_val_balanced_accuracy_ci95_high,best_epoch_val_balanced_accuracy_min,best_epoch_val_balanced_accuracy_max,train_val_balanced_accuracy_gap_mean,train_val_balanced_accuracy_gap_std,train_val_balanced_accuracy_gap_ci95_low,train_val_balanced_accuracy_gap_ci95_high,train_val_balanced_accuracy_gap_min,train_val_balanced_accuracy_gap_max,best_epoch_train_loss_mean,best_epoch_train_loss_std,best_epoch_train_loss_ci95_low,best_epoch_train_loss_ci95_high,best_epoch_train_loss_min,best_epoch_train_loss_max,best_epoch_val_loss_mean,best_epoch_val_loss_std,best_epoch_val_loss_ci95_low,best_epoch_val_loss_ci95_high,best_epoch_val_loss_min,best_epoch_val_loss_max,val_train_loss_gap_mean,val_train_loss_gap_std,val_train_loss_gap_ci95_low,val_train_loss_gap_ci95_high,val_train_loss_gap_min,val_train_loss_gap_max,mean_window_sqi_mean,mean_window_sqi_std,mean_window_sqi_ci95_low,mean_window_sqi_ci95_high,mean_window_sqi_min,mean_window_sqi_max,n_file_aggregation_windows_mean,n_file_aggregation_windows_std,n_file_aggregation_windows_ci95_low,n_file_aggregation_windows_ci95_high,n_file_aggregation_windows_min,n_file_aggregation_windows_max,n_subject_aggregation_windows_mean,n_subject_aggregation_windows_std,n_subject_aggregation_windows_ci95_low,n_subject_aggregation_windows_ci95_high,n_subject_aggregation_windows_min,n_subject_aggregation_windows_max,n_train_samples_per_epoch_mean,n_train_samples_per_epoch_std,n_train_samples_per_epoch_ci95_low,n_train_samples_per_epoch_ci95_high,n_train_samples_per_epoch_min,n_train_samples_per_epoch_max
53,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,5,0.5361111111111111,0.054719793767008834,0.46817840556471596,0.6040438166575062,0.4583333333333333,0.5972222222222222,0.5208698096519588,0.06705888959421798,0.437618549231113,0.6041210700728047,0.43779904306220097,0.5920645446507516,0.5361111111111111,0.054719793767008834,0.46817840556471596,0.6040438166575062,0.4583333333333333,0.5972222222222222,0.5208698096519588,0.06705888959421798,0.437618549231113,0.6041210700728047,0.43779904306220097,0.5920645446507516,0.3083333333333333,0.13693063937629155,0.13833874518418074,0.4783279214824858,0.125,0.5,0.37533799533799533,0.12529331597130933,0.2197907362044624,0.5308852544715282,0.18181818181818182,0.5,10.0,0.0,10.0,10.0,10.0,10.0,370.62754974099806,0.3014180720718291,370.25334977190454,371.0017497100916,370.301467068959,371.06115596811287,0.9897298550808002,0.0005246989820935093,0.9890784596898962,0.9903812504717043,0.9890147351148691,0.9903142247693383,0.5034959699626489,0.03179456216374907,0.4640241357184792,0.5429678042068186,0.467100646395025,0.5423069380045968,0.48623388511815147,0.03143678864512904,0.44720621415420536,0.5252615560820976,0.44800728676474144,0.5219140887198441,0.5487622255919308,0.0007991654128856659,0.5477700897496872,0.5497543614341743,0.547801172064234,0.550003740385751,1.1866965521885526,0.07082225138990249,1.0987732100376597,1.2746198943394456,1.0911775541375817,1.2571152574654865,0.637934326596622,0.0704521985012838,0.5504703921333047,0.7253982610599392,0.542700571934038,0.7084150742558859,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,45180.0,0.0,45180.0,45180.0,45180.0,45180.0
54,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_058,generalization_inceptiontime_ep15_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,5,0.5351851851851852,0.03283448745647618,0.4944223201487235,0.575948050221647,0.5,0.5694444444444444,0.5269863170287185,0.03599779463476973,0.4822963170324504,0.5716763170249866,0.4838468720821662,0.5637871853546911,0.5351851851851852,0.03283448745647618,0.4944223201487235,0.575948050221647,0.5,0.5694444444444444,0.5269863170287185,0.03599779463476973,0.4822963170324504,0.5716763170249866,0.4838468720821662,0.5637871853546911,0.39166666666666666,0.06972166887783963,0.30510965911929616,0.47822367421403716,0.3333333333333333,0.5,0.4068298623797345,0.0475505592044764,0.3477975101973023,0.4658622145621667,0.34782608695652173,0.47058823529411764,15.0,0.0,15.0,15.0,15.0,15.0,550.652325313026,0.4509587628890966,550.0924758190139,551.2121748070382,550.2781060619745,551.366857395973,0.9940706138989469,0.00043904665070715,0.9935255528745831,0.9946156749233107,0.9937036721606998,0.9947323951722741,0.5203298975444535,0.025662705384047284,0.48847054851617827,0.5521892465727287,0.4832894292684273,0.5513485163798741,0.4737407163544936,0.025386731939489766,0.44222397868231333,0.5052574540266739,0.44338387879239993,0.5105539750082575,0.5386021943618621,0.000832386096067395,0.5375688162061287,0.5396355725175954,0.53730487763129,0.5392329993409983,1.1703163335785995,0.016507011998927994,1.1498234568994832,1.190809210257716,1.1496657434101605,1.192964225181702,0.6317141392167372,0.016341111718343442,0.6114272219196867,0.6520010565137878,0.6104327440691621,0.6537412048165414,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,45180.0,0.0,45180.0,45180.0,45180.0,45180.0
55,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,generalization,gen_038,generalization_inceptiontime_ep10_wd0.01_do0.5_ls0.3_sqinone_samplerclass_subject_balanced_wps50pct_trainov30,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,none,mean_prob,none,weighted_ce,inverse_subject_count,class_subject_balanced,50%,30.0,static_only,0,,,5,0.5351851851851851,0.10125032811679464,0.4094864525525148,0.6608839178178554,0.40277777777777773,0.6481481481481481,0.533844766974798,0.10169186397397281,0.40759788305519895,0.660091650894397,0.4026470588235294,0.6494235588972431,0.5351851851851851,0.10125032811679464,0.4094864525525148,0.6608839178178554,0.40277777777777773,0.6481481481481481,0.533844766974798,0.10169186397397281,0.40759788305519895,0.660091650894397,0.4026470588235294,0.6494235588972431,0.4333333333333333,0.09128709291752769,0.3200036079005649,0.5466630587661017,0.3333333333333333,0.5,0.4626517273576097,0.11249229815657803,0.32299648305156314,0.6023069716636562,0.3333333333333333,0.5714285714285714,10.0,0.0,10.0,10.0,10.0,10.0,248.25606029154733,0.17654023796993354,248.0368917754128,248.47522880768184,247.9798216309864,248.44409216591157,0.9815790304221228,0.0013839730721310153,0.9798608763736347,0.9832971844706109,0.980015070246694,0.9831524146125151,0.5134667429695813,0.05647933191853254,0.4433496324955277,0.5835838534436348,0.4509516337893789,0.6014282273545308,0.4681122874525416,0.05661516018433207,0.3978265509484864,0.5383980239565967,0.37926862601005673,0.529063436457315,0.6803803288284687,0.0015828847991998132,0.6784152328444495,0.6823454248124878,0.678279512400247,0.6822156099371837,1.133806205079218,0.03246186063276601,1.0935059431805088,1.174106466977927,1.07935364101135,1.1610093291926016,0.45342587625074937,0.03242227681619695,0.41317475627254596,0.4936769962289528,0.39877295762183707,0.4787937192554179,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,28078.4,4.9295030175464944,28072.28019482663,28084.51980517337,28070.0,28082.0
56,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_101,generalization_inceptiontime_ep15_wd0.01_do0.5_ls0.3_sqitop50_quality_samplersubject_balanced_wps50pct_trainov00,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,subject_balanced,50%,0.0,static_only,0,,,5,0.5351851851851851,0.051926203306703514,0.47072062425507244,0.5996497461152978,0.4861111111111111,0.6203703703703703,0.5114266995474426,0.04834508909928083,0.45140796635594854,0.5714454327389367,0.4583333333333333,0.579510273008725,0.5351851851851851,0.051926203306703514,0.47072062425507244,0.5996497461152978,0.4861111111111111,0.6203703703703703,0.5114266995474426,0.04834508909928083,0.45140796635594854,0.5714454327389367,0.4583333333333333,0.579510273008725,0.3416666666666667,0.054326686710022075,0.2742219897496227,0.40911134358371065,0.25,0.375,0.4072128851540616,0.053443119076215594,0.34086512647748607,0.4735606438306372,0.3333333333333333,0.47058823529411764,15.0,0.0,15.0,15.0,15.0,15.0,150.21111262836493,0.05687231982650002,150.14050763718086,150.281717619549,150.15572838601656,150.30555760697462,0.9739968950954955,0.0020719222856751063,0.9714246762171297,0.9765691139738613,0.9715650303588124,0.9769147838260622,0.5030780837691676,0.04805678340064263,0.44341727199485453,0.5627388955434808,0.46341426438353645,0.5767968960992703,0.4709188113263279,0.04983472303556869,0.40905074982784795,0.5327868728248079,0.39476813425954205,0.5117127748429144,0.7230883530558323,0.001750742519136027,0.7209148675974181,0.7252618385142465,0.721064662520702,0.7248954819410274,1.1639752650147999,0.042319987318487934,1.111436484450767,1.2165140455788328,1.105186994996664,1.2071092244908999,0.44088691195896745,0.042929734978823096,0.38759115105170583,0.4941826728662291,0.3820762575261838,0.48604456197019785,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,8040.0,0.0,8040.0,8040.0,8040.0,8040.0
57,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,generalization,gen_029,generalization_inceptiontime_ep10_wd0.01_do0.5_ls0.3_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,5,0.5333333333333333,0.050651618135584664,0.4704511252076207,0.596215541459046,0.47222222222222215,0.6064814814814815,0.5198868651128713,0.05415587414920259,0.45265424600158555,0.587119484224157,0.4697855750487329,0.5940740740740741,0.5333333333333333,0.050651618135584664,0.4704511252076207,0.596215541459046,0.47222222222222215,0.6064814814814815,0.5198868651128713,0.05415587414920259,0.45265424600158555,0.587119484224157,0.4697855750487329,0.5940740740740741,0.35833333333333334,0.10865337342004415,0.22344397949924538,0.4932226871674213,0.25,0.5,0.4209356725146199,0.10433345117078607,0.29140935070129775,0.5504619943279421,0.3157894736842105,0.5555555555555556,10.0,0.0,10.0,10.0,10.0,10.0,274.0234238462057,0.13286552392734205,273.85847595636795,274.1883717360434,273.8432254958898,274.20025499304757,0.9841405908745819,0.0014389443067825175,0.9823541919655047,0.9859269897836592,0.9828460283530296,0.986614904210616,0.5079392013379953,0.03332192041418421,0.4665712053733985,0.549307197302592,0.4653371289167101,0.5527357949569985,0.4762013895365868,0.03326035395577574,0.4349098261716523,0.5174929529015213,0.43011023339603105,0.5185167700745705,0.7041421589064505,0.0016243213067843217,0.7021256209509832,0.7061586968619178,0.7016546110665328,0.7058293043334514,1.161780721925421,0.04525826531540162,1.105594172240991,1.217967271609851,1.1293932555075448,1.2403371796538625,0.45763856301897043,0.04472240539616937,0.40211726463761216,0.5131598614003288,0.4258237957347524,0.5351558819307446,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,31704.0,0.0,31704.0,31704.0,31704.0,31704.0
58,2,small_inceptiontime,small_inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_222,generalization_small_inceptiontime_ep15_wd0.01_do0.5_ls0.3_sqitop50_quality_samplerclass_subject_balanced_wps16_trainov30,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,class_subject_balanced,16,30.0,static_only,0,,,5,0.5324074074074074,0.08025433251555425,0.4327744672173324,0.6320403475974825,0.41203703703703703,0.625,0.5189004733021425,0.07994666178949125,0.4196494955318799,0.6181514510724051,0.4102784134248665,0.6204545454545455,0.5324074074074074,0.08025433251555425,0.4327744672173324,0.6320403475974825,0.41203703703703703,0.625,0.5189004733021425,0.07994666178949125,0.4196494955318799,0.6181514510724051,0.4102784134248665,0.6204545454545455,0.3833333333333333,0.1228990100312719,0.2307585210826432,0.5359081455840234,0.25,0.5833333333333334,0.43578431372549026,0.10446238301699878,0.30609792754530274,0.5654706999056778,0.3333333333333333,0.6,15.0,0.0,15.0,15.0,15.0,15.0,27.735011442564428,0.10695923115702533,27.602225306955127,27.86779757817373,27.569009856088087,27.842784869018942,0.8189629629629629,0.01274265502953156,0.8031434034871674,0.8347825224387584,0.805925925925926,0.8400462962962963,0.4573369232068495,0.04536218396471608,0.4010213621625683,0.5136524842511307,0.38974810798273263,0.5117732355828204,0.36162603975611357,0.04523400975834745,0.30546960249539334,0.4177824770168338,0.30188417182458704,0.4265944846098598,0.8168975365161897,0.009069133965692328,0.8056385246515719,0.8281565483808074,0.8013467545168741,0.8242989722320011,1.1741492077035565,0.026649985961014724,1.1410641844519394,1.2072342309551736,1.1431158574541993,1.2002197461890431,0.3572516711873669,0.02177065974859357,0.3302241603646994,0.38427918201003436,0.3291374405130383,0.3827729404961888,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,2304.0,0.0,2304.0,2304.0,2304.0,2304.0
59,2,small_inceptiontime,small_inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_213,generalization_small_inceptiontime_ep15_wd0.01_do0.5_ls0.3_sqitop50_quality_samplersubject_balanced_wps50pct_trainov00,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,subject_balanced,50%,0.0,static_only,0,,,5,0.5305555555555556,0.07597390083233688,0.43623662123300233,0.6248744898781088,0.4351851851851852,0.6064814814814815,0.5118534187196635,0.09554275480311344,0.3932404382547314,0.6304663991845957,0.3712003319846457,0.6005128205128205,0.5305555555555556,0.07597390083233688,0.43623662123300233,0.6248744898781088,0.4351851851851852,0.6064814814814815,0.5118534187196635,0.09554275480311344,0.3932404382547314,0.6304663991845957,0.3712003319846457,0.6005128205128205,0.32222222222222224,0.11171709751216781,0.1835293623385352,0.46091508210590926,0.16666666666666666,0.4444444444444444,0.3983408748114631,0.11082945585582221,0.260749990924396,0.5359317586985302,0.23529411764705882,0.5,15.0,0.0,15.0,15.0,15.0,15.0,46.784192386223005,0.09953138271268455,46.660627664045215,46.907757108400794,46.617539272876456,46.88256988208741,0.9225589257523866,0.0018984375880156449,0.9202020820439838,0.9249157694607895,0.9206935946450958,0.925242301756534,0.48426633616859316,0.04676037194046248,0.4262149737713442,0.5423176985658421,0.4050087438872505,0.5264111752980998,0.43829258958379336,0.047631176607680285,0.37916015372164036,0.49742502544594636,0.3944175216730985,0.5184103547572565,0.7745741227022933,0.0020915346484552864,0.7719775557631237,0.777170689641463,0.7725313395995361,0.7771178646876982,1.176966161733389,0.027374589022888085,1.1429815691842369,1.2109507542825413,1.1434833050034885,1.2173604828226392,0.40239203903109566,0.027527389050913387,0.3682177506041497,0.43656632745804164,0.3708119760187144,0.44314640647844006,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,8040.0,0.0,8040.0,8040.0,8040.0,8040.0
60,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,generalization,gen_046,generalization_inceptiontime_ep10_wd0.01_do0.5_ls0.3_sqitop50_quality_samplersubject_balanced_wps50pct_trainov30,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,subject_balanced,50%,30.0,static_only,0,,,5,0.5305555555555556,0.07751001085837071,0.434329594489997,0.6267815166211141,0.4212962962962963,0.625,0.5026487882383464,0.10995067555995866,0.3661488792795303,0.6391486971971624,0.36385836385836384,0.6211992043194089,0.5305555555555556,0.07751001085837071,0.434329594489997,0.6267815166211141,0.4212962962962963,0.625,0.5026487882383464,0.10995067555995866,0.3661488792795303,0.6391486971971624,0.36385836385836384,0.6211992043194089,0.32222222222222224,0.2132295030891699,0.057505269727162744,0.5869391747172817,0.08333333333333333,0.5833333333333334,0.35859943977591036,0.20911263749384562,0.0989934315846992,0.6182054479671215,0.13333333333333333,0.5882352941176471,10.0,0.0,10.0,10.0,10.0,10.0,128.04985364875756,0.0722060394656539,127.9602123822247,128.1394949152904,127.96200968697667,128.1479469628539,0.9693242969602359,0.0015758428640788248,0.967367943291787,0.9712806506286848,0.9675237609979348,0.9715613288751722,0.4814320590233413,0.046917755681868935,0.4231853102288358,0.5396788078178467,0.4198496752963874,0.547185232589877,0.4878922379368946,0.0475014430065816,0.42892086179218936,0.5468636140815999,0.42293982640896954,0.5517116535787848,0.7251181853715094,0.0023831727054479694,0.7221595600090905,0.7280768107339283,0.7220869902262864,0.7282810185157077,1.211311923266442,0.03276722145088831,1.170632566617646,1.251991279915238,1.1777716111405447,1.255707966040817,0.48619373789493264,0.03397262741273997,0.44401791200469537,0.52836956378517,0.45316741866570975,0.5316613590831994,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,11364.0,0.0,11364.0,11364.0,11364.0,11364.0
61,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,generalization,gen_027,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqitop50_quality_samplerclass_subject_balanced_wps32_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,class_subject_balanced,32,0.0,static_only,0,,,5,0.5296296296296297,0.09502589712719649,0.41165830984889096,0.6476009494103684,0.4166666666666667,0.6157407407407408,0.5211069956257501,0.1152183074736302,0.3780675063234499,0.6641464849280504,0.3924410343847684,0.6217948717948718,0.5296296296296297,0.09502589712719649,0.41165830984889096,0.6476009494103684,0.4166666666666667,0.6157407407407408,0.5211069956257501,0.1152183074736302,0.3780675063234499,0.6641464849280504,0.3924410343847684,0.6217948717948718,0.3833333333333333,0.16712898840545917,0.17584855358512985,0.5908181130815368,0.16666666666666666,0.5555555555555556,0.40604747162022703,0.15637027550534693,0.21191925674895806,0.600175686491496,0.23529411764705882,0.5333333333333333,10.0,0.0,10.0,10.0,10.0,10.0,79.27959523675963,0.04492712840310325,79.22381978194252,79.33537069157674,79.21740848990157,79.3190208429005,0.9341574074074075,0.005817940633360422,0.9269346380816436,0.9413801767331714,0.9253009259259258,0.9397685185185184,0.4711443028011054,0.04848753819050392,0.41094872405696525,0.5313398815452456,0.40631160455357956,0.5425261351687385,0.4630131046063021,0.051446203468301976,0.39914444664730236,0.5268817625653017,0.3890942352016318,0.5318133954464206,0.606670363576324,0.004794344376075847,0.6007183531178281,0.6126223740348199,0.6008036414782205,0.6126462735070122,1.2737944693395145,0.1117526665992631,1.1350574516812113,1.4125314869978176,1.1498339532062243,1.3825942096857056,0.6671241057631907,0.11597487530547847,0.5231453640220808,0.8111028475043006,0.5395308054840506,0.7768962981494535,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,4608.0,0.0,4608.0,4608.0,4608.0,4608.0
62,2,small_inceptiontime,small_inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_169,generalization_small_inceptiontime_ep15_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,5,0.5296296296296297,0.045901090955353496,0.47264503444995415,0.5866142248093051,0.47222222222222215,0.5787037037037037,0.5210643886440989,0.03956296227550461,0.47194835801268614,0.5701804192755117,0.4625641025641026,0.5706349206349206,0.5296296296296297,0.045901090955353496,0.47264503444995415,0.5866142248093051,0.47222222222222215,0.5787037037037037,0.5210643886440989,0.03956296227550461,0.47194835801268614,0.5701804192755117,0.4625641025641026,0.5706349206349206,0.36666666666666664,0.09033118078616166,0.2545236726317689,0.4788096607015644,0.25,0.5,0.4161416361416362,0.0707276168570564,0.32833577944548975,0.5039474928377826,0.3076923076923077,0.5,15.0,0.0,15.0,15.0,15.0,15.0,122.64848067527637,0.21946837136584266,122.37601838654363,122.92094296400911,122.41489438898861,122.98503734520636,0.9746367197882602,0.0009498185031465038,0.9734575534161882,0.9758158861603321,0.9733314877008279,0.975934636039707,0.5020550015253571,0.027662838673268696,0.4677125571409707,0.5363974459097435,0.4582382024329136,0.5234827167222387,0.4725817182629032,0.02696498045483488,0.4391056403905664,0.5060577961352399,0.45093685844043563,0.5150932852679143,0.5865277906896879,0.0006208206202575765,0.5857570636549212,0.5872985177244545,0.5855950911703081,0.5871063449714168,1.1899908244006627,0.033517551410023584,1.1483799594133373,1.2316016893879882,1.1454750269805545,1.2325501144463011,0.603463033710975,0.03309879941792371,0.5623720346408607,0.6445540327810892,0.5598799358102464,0.645645725207971,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,31704.0,0.0,31704.0,31704.0,31704.0,31704.0
63,2,small_inceptiontime,small_inception_time,0,15,0,5.0,2.5,50.0,0.9,generalization,gen_219,generalization_small_inceptiontime_ep15_wd0.01_do0.5_ls0.3_sqitop50_quality_samplerclass_subject_balanced_wps50pct_trainov00,generalization,generalization_grid,wd0.01_do0.5_ls0.3,0.001,0.01,0.5,0.3,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,class_subject_balanced,50%,0.0,static_only,0,,,5,0.5296296296296296,0.08683487159289281,0.42182718088144827,0.6374320783778108,0.41203703703703703,0.6296296296296297,0.5155034026998045,0.08452155412018553,0.41057285649164166,0.6204339489079674,0.39266225473122024,0.6096618357487923,0.5296296296296296,0.08683487159289281,0.42182718088144827,0.6374320783778108,0.41203703703703703,0.6296296296296297,0.5155034026998045,0.08452155412018553,0.41057285649164166,0.6204339489079674,0.39266225473122024,0.6096618357487923,0.35,0.13693063937629152,0.18000541185084745,0.5199945881491526,0.125,0.5,0.3944588744588745,0.12928671264172284,0.23395395336308628,0.5549637955546627,0.18181818181818182,0.5333333333333333,15.0,0.0,15.0,15.0,15.0,15.0,53.19631203119643,0.08055833863311838,53.096301678069516,53.29632238432334,53.101606579031795,53.28680059895851,0.9251417939787322,0.0026582424765491893,0.9218416791391326,0.9284419088183318,0.92281465318607,0.9293277922800206,0.4767903806644293,0.06564958411671265,0.3952887235852176,0.558292037743641,0.36673171056846565,0.5387840017384377,0.44835141331430284,0.06793539868039453,0.3640119975924063,0.5326908290361994,0.3859557753369264,0.562596081711555,0.741689186276463,0.0018663593204575177,0.7393721666126051,0.7440062059403209,0.7394475320714063,0.7438558538137799,1.1726012118670226,0.02668418713192058,1.139473729060781,1.2057286946732642,1.1481672261225497,1.2172550474904777,0.43091202559055974,0.02801131701251219,0.39613695756526707,0.4656870936158524,0.40477895072716275,0.4778075154190714,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0,9976.2,3.96232255123179,9971.280915467285,9981.119084532716,9973.0,9983.0
