rank,repeat,seed,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,n_train_subjects,n_val_subjects,n_test_subjects,n_train_windows,n_val_windows,n_test_windows,validation_window_balanced_accuracy,validation_window_macro_f1,validation_file_balanced_accuracy,validation_file_macro_f1,validation_subject_balanced_accuracy,validation_subject_macro_f1,window_balanced_accuracy,window_macro_f1,file_balanced_accuracy,file_macro_f1,subject_balanced_accuracy,subject_macro_f1,best_epoch,best_window_balanced_accuracy,duration_sec,report_path,learning_curve_csv,learning_curve_png,pre_frail_precision,pre_frail_recall,pre_frail_f1,pre_frail_support,robust_non_frail_precision,robust_non_frail_recall,robust_non_frail_f1,robust_non_frail_support,young_precision,young_recall,young_f1,young_support,worst_class_recall,worst_class_f1,overfit_stage,overfit_config_id,overfit_config_name,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,sqi_mode,aggregation,manual_features,loss_type,class_weight_mode,window_sampler,windows_per_subject_per_epoch,train_overlap_pct,dynamic_data_mode,stage2_fixed_epoch,reference_source,reference_source_config_id,stage2_source_config_id,is_reference,overfit_grid_cnn_patience,overfit_grid_max_windows_fraction,train_role_mode,validation_role_mode,test_role_mode,eval_protocol,requested_cv_folds,n_splits,early_stopping_source,n_static_train_files,n_all_role_train_files,n_dynamic_added_train_files,mean_window_sqi,n_file_aggregation_windows,n_subject_aggregation_windows,n_train_samples_per_epoch,best_epoch_train_balanced_accuracy,best_epoch_val_balanced_accuracy,train_val_balanced_accuracy_gap,best_epoch_train_loss,best_epoch_val_loss,val_train_loss_gap
2,1,42,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,31704,15657,15657,0.49464705855218644,0.490758223365415,0.4944444444444444,0.49067953402318726,0.5185185185185185,0.522962962962963,0.49464705855218644,0.490758223365415,0.4944444444444444,0.49067953402318726,0.5185185185185185,0.522962962962963,10.0,0.5066786957630482,276.4970109630376,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_learning_curve.png,0.5555555555555556,0.5555555555555556,0.5555555555555556,9.0,0.46153846153846156,0.5,0.48,12.0,0.5714285714285714,0.5,0.5333333333333333,8.0,0.5,0.48,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,31704,0.9841596556233583,0.5066786957630482,0.47748095986031003,0.5602944161885205,1.248669783776864,0.6883753675883436
2,2,10042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,31704,15657,15657,0.49332184556604025,0.483536263240749,0.5027777777777778,0.4897827092001849,0.5092592592592592,0.4891774891774891,0.49332184556604025,0.483536263240749,0.5027777777777778,0.4897827092001849,0.5092592592592592,0.4891774891774891,10.0,0.48319907744328605,274.19376722187735,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_learning_curve.png,0.5384615384615384,0.7777777777777778,0.6363636363636364,9.0,0.6,0.5,0.5454545454545454,12.0,0.3333333333333333,0.25,0.2857142857142857,8.0,0.25,0.2857142857142857,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,31704,0.9851834234860014,0.48319907744328605,0.5019843460427154,0.5576008727069591,1.175722707846536,0.6181218351395769
2,3,20042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,31704,15657,15657,0.519425788958865,0.5218987291381673,0.5416666666666666,0.5422088130577518,0.5833333333333334,0.5866666666666666,0.519425788958865,0.5218987291381673,0.5416666666666666,0.5422088130577518,0.5833333333333334,0.5866666666666666,10.0,0.547506051656305,274.1040064380504,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_learning_curve.png,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.0,0.5384615384615384,0.5833333333333334,0.56,12.0,0.5714285714285714,0.5,0.5333333333333333,8.0,0.5,0.5333333333333333,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,31704,0.9852319100961175,0.547506051656305,0.4377258584398126,0.5585971854635584,1.1755259635621833,0.6169287780986249
2,4,30042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,31704,15657,15657,0.5522597796976138,0.532497123338025,0.5472222222222222,0.5259822145068047,0.6435185185185185,0.6207407407407407,0.5522597796976138,0.532497123338025,0.5472222222222222,0.5259822145068047,0.6435185185185185,0.6207407407407407,10.0,0.5664912364399736,274.46886083786376,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_learning_curve.png,0.5,0.8888888888888888,0.64,9.0,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0,0.7142857142857143,0.625,0.6666666666666666,8.0,0.4166666666666667,0.5555555555555556,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,31704,0.9876665859607463,0.5664912364399736,0.42117534952077273,0.5544794800291474,1.1654237014304945,0.6109442214013471
2,5,40042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,31704,15657,15657,0.4966527212619966,0.48213918560842206,0.5314814814814816,0.5092605777322716,0.5416666666666666,0.5234848484848484,0.4966527212619966,0.48213918560842206,0.5314814814814816,0.5092605777322716,0.5416666666666666,0.5234848484848484,10.0,0.48895338859484944,273.63412574213,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_learning_curve.png,0.46153846153846156,0.6666666666666666,0.5454545454545454,9.0,0.5,0.3333333333333333,0.4,12.0,0.625,0.625,0.625,8.0,0.3333333333333333,0.4,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,31704,0.9858970916299677,0.48895338859484944,0.4969437030351183,0.5582598989248787,1.290426197374208,0.7321662984493292
2,1,42,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,45180,15657,15657,0.5337799917194804,0.5375439131618972,0.5342592592592593,0.5383090663802527,0.5740740740740741,0.5801282051282052,0.5337799917194804,0.5375439131618972,0.5342592592592593,0.5383090663802527,0.5740740740740741,0.5801282051282052,10.0,0.5423069380045968,371.06115596811287,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_002/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r1_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed42_learning_curve.png,0.7142857142857143,0.5555555555555556,0.625,9.0,0.5714285714285714,0.6666666666666666,0.6153846153846154,12.0,0.5,0.5,0.5,8.0,0.5,0.5,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,45180,0.9903142247693383,0.5423069380045968,0.44800728676474144,0.5484769822035437,1.0911775541375817,0.542700571934038
2,2,10042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,45180,15657,15657,0.47615014259437977,0.4493558335880922,0.5009259259259259,0.46304071304071304,0.5092592592592592,0.47087240693378796,0.47615014259437977,0.4493558335880922,0.5009259259259259,0.46304071304071304,0.5092592592592592,0.47087240693378796,10.0,0.467100646395025,370.5333349420689,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_002/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r2_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed10042_learning_curve.png,0.5,0.7777777777777778,0.6086956521739131,9.0,0.5,0.25,0.3333333333333333,12.0,0.4444444444444444,0.5,0.47058823529411764,8.0,0.25,0.3333333333333333,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,45180,0.9890147351148691,0.467100646395025,0.5219140887198441,0.5488290500965249,1.2391148660622564,0.6902858159657315
2,3,20042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,45180,15657,15657,0.46612420119309844,0.4603587884416294,0.45555555555555555,0.4416865565864824,0.4583333333333333,0.43779904306220097,0.46612420119309844,0.4603587884416294,0.45555555555555555,0.4416865565864824,0.4583333333333333,0.43779904306220097,10.0,0.4781899586984094,370.4475428930018,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_002/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r3_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed20042_learning_curve.png,0.6,0.6666666666666666,0.631578947368421,9.0,0.4375,0.5833333333333334,0.5,12.0,0.3333333333333333,0.125,0.18181818181818182,8.0,0.125,0.18181818181818182,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,45180,0.9896293570056635,0.4781899586984094,0.511439398307254,0.550003740385751,1.210850736150914,0.660846995765163
2,4,30042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,45180,15657,15657,0.5157228999301964,0.5191056582450981,0.563888888888889,0.5686437141366719,0.5972222222222222,0.5920645446507516,0.5157228999301964,0.5191056582450981,0.563888888888889,0.5686437141366719,0.5972222222222222,0.5920645446507516,10.0,0.5273968199957,370.301467068959,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_002/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r4_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed30042_learning_curve.png,0.75,0.3333333333333333,0.46153846153846156,9.0,0.5882352941176471,0.8333333333333334,0.6896551724137931,12.0,0.625,0.625,0.625,8.0,0.3333333333333333,0.46153846153846156,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,45180,0.9895202763778463,0.5273968199957,0.46212345638214636,0.547801172064234,1.1352243471265253,0.5874231750622914
2,5,40042,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,0.001,0.005,0.5,0.2,23,6,29,45180,15657,15657,0.5155428332514803,0.5002093646477667,0.5555555555555556,0.5378156682097606,0.5416666666666666,0.5234848484848484,0.5155428332514803,0.5002093646477667,0.5555555555555556,0.5378156682097606,0.5416666666666666,0.5234848484848484,10.0,0.5024854867195125,370.79424783284776,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/reports/gen_002/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_report.json,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_learning_curve.csv,results_frailty3/_overfitting_sweep/20260630_0630_overfitting_sweep_generalization_rank2/learning_curves/gen_002/rank02_r5_inceptiontime_extra-0_seq5_ov50_cv5_static_only_seed40042_learning_curve.png,0.46153846153846156,0.6666666666666666,0.5454545454545454,9.0,0.5,0.3333333333333333,0.4,12.0,0.625,0.625,0.625,8.0,0.3333333333333333,0.4,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,,False,0,0.9,static_only,static_only,static_only,stratified_group_kfold,5,5,none_final_epoch_fixed,116,116,0,0.6416292190551758,15657,15657,45180,0.990170682136284,0.5024854867195125,0.48768519541677147,0.5487001832096006,1.2571152574654865,0.7084150742558859
