model,fold,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
cnn,1,1,0.27048327345401046,0.905206713600058,6.181729704651647,0.27675695085667384
cnn,1,2,0.05182135058925129,0.9842428205091184,5.436973768511268,0.24126397866010052
cnn,1,3,0.021792947892054843,0.9937559883853092,5.4046077479147545,0.352046783625731
cnn,1,4,0.013540796993318229,0.9959337984466851,5.998533397689195,0.31428131732840875
cnn,1,5,0.011297321416294345,0.9956023477987547,7.044907275792151,0.27610033856571253
cnn,1,6,0.021838916350791875,0.9941084168930591,7.071116128468916,0.3084077151944188
cnn,1,7,0.019893004778266634,0.9934665698158724,8.42700196787033,0.33411819021237305
cnn,1,8,0.010373165216543174,0.997924867144849,5.694724811403431,0.3633143531342977
cnn,1,9,0.012392725338521324,0.997287043947899,5.135957837555382,0.35029496255258025
cnn,1,10,0.025245504851605243,0.9931788103160905,5.892194065113296,0.34472658253821686
cnn,1,11,0.009576422161122677,0.996307281173109,6.827179323524434,0.304075613009131
cnn,1,12,0.005201372350347811,0.9988690628908184,7.720519748256196,0.34012773160972604
cnn,1,13,0.001046266390200729,0.999813258636788,7.918780417177028,0.31981122396634865
cnn,1,14,0.0029929122724262503,0.999097836332524,8.978723760670142,0.2294321329639889
cnn,1,15,0.005734522624376181,0.998195672665048,9.157986521429901,0.3178285626346568
cnn,1,16,0.00404064513085569,0.9982732717723621,7.984096892381381,0.29132553606237815
cnn,1,17,0.0015623638949154367,0.999813258636788,8.048724874874623,0.3594977941930851
cnn,1,18,0.003094086553822378,0.9987243536061001,8.402027011255386,0.3015055914640402
cnn,2,1,0.3186101258517458,0.8885002223425528,2.1144073248693815,0.678336160588069
cnn,2,2,0.07340787961505926,0.9753051958111286,2.2996794478337566,0.5158326265196495
cnn,2,3,0.03962257274139959,0.9857732908215758,3.4702964044155036,0.4010178117048346
cnn,2,4,0.03606520170489183,0.9872684027623214,3.609384627694166,0.389327113372915
cnn,2,5,0.029970687989799235,0.9892669200858587,4.671012319135813,0.4318631608707945
cnn,2,6,0.019566451737549728,0.992930566345934,3.2943316899351944,0.49317217981340117
cnn,2,7,0.026062660769989286,0.9905224931076523,3.355553072127969,0.45550607859768166
cnn,2,8,0.014873190157679626,0.9943705788652216,4.4947959197837974,0.4178187729714447
cnn,2,9,0.01626178068814065,0.9939007307909143,4.419778493515748,0.3862100650268589
cnn,2,10,0.006898756681207137,0.9981823591551519,5.07622440288997,0.40192960135708233
cnn,2,11,0.003128734705345638,0.9993246443219114,4.921939212305334,0.40719536330223355
cnn,3,1,0.31208166044491986,0.8898926237161531,1.4402176631423482,0.5131758489791731
cnn,3,2,0.06369432708463417,0.9790752412075941,3.588288988291446,0.349240792038576
cnn,3,3,0.038380647310987115,0.9863746887643946,2.2549304783399355,0.4836488150200062
cnn,3,4,0.023868522540522883,0.9923523576097105,5.103486955389279,0.36878013747819843
cnn,3,5,0.028581771355507393,0.991134648303766,2.2118017979565203,0.5335949522930132
cnn,3,6,0.013088747078794628,0.9955123716153128,3.612023710304193,0.48444136657433057
cnn,3,7,0.013453916006815584,0.9950552443199502,3.00195215146665,0.48363599056119827
cnn,3,8,0.016676135625032028,0.9936702458761282,2.4266240517607445,0.5280855647891659
cnn,3,9,0.015712313301628457,0.994578664799253,8.170253062663715,0.3305837693649328
cnn,3,10,0.013681228011577892,0.9952633831310301,3.5417259145315474,0.42912691084436233
cnn,3,11,0.021406770764140395,0.992698607220666,4.141258969660115,0.5012721863137376
cnn,3,12,0.01758878934544135,0.9968409586056645,3.068282434554786,0.5123448240484252
