true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.3333333333333333,0.0
Robust/Non-Frail,0.21666666666666667,0.6666666666666666,0.11666666666666667
Young,0.025,0.475,0.5
