true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6,0.37777777777777777,0.022222222222222223
Robust/Non-Frail,0.21666666666666667,0.5833333333333334,0.2
Young,0.075,0.375,0.55
