true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6888888888888889,0.28888888888888886,0.022222222222222223
Robust/Non-Frail,0.21666666666666667,0.6333333333333333,0.15
Young,0.05,0.35,0.6
