true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.28888888888888886,0.044444444444444446
Robust/Non-Frail,0.2833333333333333,0.5833333333333334,0.13333333333333333
Young,0.125,0.325,0.55
