true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6444444444444445,0.35555555555555557,0.0
Robust/Non-Frail,0.2833333333333333,0.5666666666666667,0.15
Young,0.1,0.375,0.525
