true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.13333333333333333,0.1111111111111111
Robust/Non-Frail,0.25,0.5166666666666667,0.23333333333333334
Young,0.175,0.25,0.575
