true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6,0.37777777777777777,0.022222222222222223
Robust/Non-Frail,0.2,0.6833333333333333,0.11666666666666667
Young,0.075,0.4,0.525
