true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6444444444444445,0.3111111111111111,0.044444444444444446
Robust/Non-Frail,0.25,0.5833333333333334,0.16666666666666666
Young,0.1,0.35,0.55
