group_id,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,n_completed,n_failed,best_single_repeat,best_single_subject_macro_f1,best_single_subject_balanced_accuracy,best_single_file_macro_f1,best_single_file_balanced_accuracy,best_single_report_path,window_balanced_accuracy_mean,window_balanced_accuracy_std,window_balanced_accuracy_best,window_macro_f1_mean,window_macro_f1_std,window_macro_f1_best,file_balanced_accuracy_mean,file_balanced_accuracy_std,file_balanced_accuracy_best,file_macro_f1_mean,file_macro_f1_std,file_macro_f1_best,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_best,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_best,best_val_loss_mean,best_val_loss_std,best_val_loss_best,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_best,duration_sec_mean,duration_sec_std,duration_sec_best
1,cnn,cnn1d,0,1,10,2.0,2.0,0.0,0.1,1,0,1,0.4184257435031429,0.4259259259259259,0.3888082335738034,0.3962962962962963,results_frailty3/20260525_0729_02/reports/g0001_r1_cnn_extra-0_ep1_seq2_ov000_mw010_seed42_report.json,0.43298373750010843,0.0,0.43298373750010843,0.4222340058186635,0.0,0.4222340058186635,0.3962962962962963,0.0,0.3962962962962963,0.3888082335738034,0.0,0.3888082335738034,0.4259259259259259,0.0,0.4259259259259259,0.4184257435031429,0.0,0.4184257435031429,0.8549445680392685,0.0,0.8549445680392685,0.5782308061695479,0.0,0.5782308061695479,1.949603522196412,0.0,1.949603522196412
