overfit_rank,rank,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,overfit_stage,overfit_config_id,overfit_config_name,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,sqi_mode,aggregation,manual_features,loss_type,class_weight_mode,dynamic_data_mode,stage2_fixed_epoch,n_repeats,validation_subject_balanced_accuracy_mean,validation_subject_balanced_accuracy_std,validation_subject_balanced_accuracy_ci95_low,validation_subject_balanced_accuracy_ci95_high,validation_subject_balanced_accuracy_min,validation_subject_balanced_accuracy_max,validation_subject_macro_f1_mean,validation_subject_macro_f1_std,validation_subject_macro_f1_ci95_low,validation_subject_macro_f1_ci95_high,validation_subject_macro_f1_min,validation_subject_macro_f1_max,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_balanced_accuracy_ci95_high,subject_balanced_accuracy_min,subject_balanced_accuracy_max,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_ci95_low,subject_macro_f1_ci95_high,subject_macro_f1_min,subject_macro_f1_max,worst_class_recall_mean,worst_class_recall_std,worst_class_recall_ci95_low,worst_class_recall_ci95_high,worst_class_recall_min,worst_class_recall_max,worst_class_f1_mean,worst_class_f1_std,worst_class_f1_ci95_low,worst_class_f1_ci95_high,worst_class_f1_min,worst_class_f1_max,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,best_epoch_min,best_epoch_max,duration_sec_mean,duration_sec_std,duration_sec_ci95_low,duration_sec_ci95_high,duration_sec_min,duration_sec_max,best_epoch_train_balanced_accuracy_mean,best_epoch_train_balanced_accuracy_std,best_epoch_train_balanced_accuracy_ci95_low,best_epoch_train_balanced_accuracy_ci95_high,best_epoch_train_balanced_accuracy_min,best_epoch_train_balanced_accuracy_max,best_epoch_val_balanced_accuracy_mean,best_epoch_val_balanced_accuracy_std,best_epoch_val_balanced_accuracy_ci95_low,best_epoch_val_balanced_accuracy_ci95_high,best_epoch_val_balanced_accuracy_min,best_epoch_val_balanced_accuracy_max,train_val_balanced_accuracy_gap_mean,train_val_balanced_accuracy_gap_std,train_val_balanced_accuracy_gap_ci95_low,train_val_balanced_accuracy_gap_ci95_high,train_val_balanced_accuracy_gap_min,train_val_balanced_accuracy_gap_max,best_epoch_train_loss_mean,best_epoch_train_loss_std,best_epoch_train_loss_ci95_low,best_epoch_train_loss_ci95_high,best_epoch_train_loss_min,best_epoch_train_loss_max,best_epoch_val_loss_mean,best_epoch_val_loss_std,best_epoch_val_loss_ci95_low,best_epoch_val_loss_ci95_high,best_epoch_val_loss_min,best_epoch_val_loss_max,val_train_loss_gap_mean,val_train_loss_gap_std,val_train_loss_gap_ci95_low,val_train_loss_gap_ci95_high,val_train_loss_gap_min,val_train_loss_gap_max,mean_window_sqi_mean,mean_window_sqi_std,mean_window_sqi_ci95_low,mean_window_sqi_ci95_high,mean_window_sqi_min,mean_window_sqi_max,n_file_aggregation_windows_mean,n_file_aggregation_windows_std,n_file_aggregation_windows_ci95_low,n_file_aggregation_windows_ci95_high,n_file_aggregation_windows_min,n_file_aggregation_windows_max,n_subject_aggregation_windows_mean,n_subject_aggregation_windows_std,n_subject_aggregation_windows_ci95_low,n_subject_aggregation_windows_ci95_high,n_subject_aggregation_windows_min,n_subject_aggregation_windows_max
30,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_072,focused_combo_combined_regularization-wd0p01_do0p4_ls0p2_mw0p9_lr0.001_wd0.01_do0.4_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,focused_combo,combined_regularization,wd0.01_do0.4_ls0.2_mw0.9,0.001,0.01,0.4,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5564814814814815,0.0408090756871093,0.5058184447369172,0.6071445182260458,0.4861111111111111,0.5833333333333334,0.541115751480538,0.03975934284453247,0.4917559212575624,0.5904755817035137,0.47391304347826085,0.5803751803751803,0.5564814814814815,0.0408090756871093,0.5058184447369172,0.6071445182260458,0.4861111111111111,0.5833333333333334,0.541115751480538,0.03975934284453247,0.4917559212575624,0.5904755817035137,0.47391304347826085,0.5803751803751803,0.4083333333333333,0.08539125638299666,0.30232308225668825,0.5143435844099784,0.3333333333333333,0.5,0.45087719298245615,0.06180321036424047,0.37415067406733626,0.527603711897576,0.4,0.5333333333333333,10.0,0.0,10.0,10.0,10.0,10.0,488.77354103485123,0.2895126699422588,488.41412120511137,489.1329608645911,488.44361131009646,489.23401660309173,0.993551757215943,0.00033425929298520863,0.9931367860224624,0.9939667284094237,0.993307115457721,0.9941378005012786,0.5228916233306053,0.02468641972995987,0.49224429871438624,0.5535389479468245,0.4869255908671737,0.5525577092393481,0.4706601338853377,0.024930286514352532,0.4397100572059944,0.501610210564681,0.44093171511076523,0.507212209634105,0.5370853355690333,0.0009650415780640499,0.5358872702831553,0.5382834008549112,0.53584681431961,0.538552180199307,1.189887315547168,0.025897359566492723,1.1577366515781025,1.2220379795162337,1.1549509641281817,1.2127502759524573,0.6528019799781346,0.025292857902458787,0.6214017836318085,0.6842021763244607,0.6180616887764281,0.6742747194552594,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
31,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_053,main_effect_label_smoothing-0p1_lr0.001_wd0.005_do0.5_ls0.1_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,main_effect,label_smoothing,0.1,0.001,0.005,0.5,0.1,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5564814814814815,0.026474034176844047,0.5236148962012377,0.5893480667617252,0.5370370370370371,0.5972222222222222,0.5406190687910972,0.03362985922112253,0.4988687775936799,0.5823693599885145,0.5093348344122338,0.5884229289802044,0.5564814814814815,0.026474034176844047,0.5236148962012377,0.5893480667617252,0.5370370370370371,0.5972222222222222,0.5406190687910972,0.03362985922112253,0.4988687775936799,0.5823693599885145,0.5093348344122338,0.5884229289802044,0.39166666666666666,0.06972166887783965,0.3051096591192961,0.4782236742140372,0.3333333333333333,0.5,0.4541353383458647,0.05287203948984397,0.3884965549543519,0.5197741217373775,0.42105263157894735,0.5454545454545454,10.0,0.0,10.0,10.0,10.0,10.0,489.0410434943624,0.23683502678613208,488.74702111178107,489.3350658769437,488.78507524495944,489.30638462794013,0.9927720074799936,0.00039376063487329976,0.99228316745661,0.9932608475033772,0.992170635684268,0.9931027536426109,0.5215911725629047,0.02657790742003139,0.48859563229292463,0.5545867128328847,0.4913048885103447,0.5576610973628093,0.4711808349170889,0.02661542205142193,0.4381387215474589,0.5042229482867189,0.4349128441178378,0.5017978651322662,0.34883075273959985,0.0006282360460234098,0.34805081971372154,0.34961068576547816,0.3479960970823671,0.3496104351613234,1.280463087204387,0.02470082640279256,1.249797877208928,1.311128297199846,1.246325908695909,1.3046399091524568,0.931632334464787,0.024999991138451316,0.9005957219383919,0.9626689469911821,0.8974209129359851,0.9561851720394924,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
32,2,inceptiontime,inception_time,0,9,0,5.0,2.5,50.0,0.9,stage1,s1_024,main_effect_class_weight_mode-effective_number_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cweffective_number_ep9,main_effect,class_weight_mode,effective_number,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,effective_number,static_only,0,5,0.5555555555555556,0.06571791466008513,0.4739690685023401,0.637142042608771,0.46296296296296297,0.611111111111111,0.5478400924840554,0.07557358897708653,0.4540181312953053,0.6416620536728055,0.45772005772005775,0.6182001005530418,0.5555555555555556,0.06571791466008513,0.4739690685023401,0.637142042608771,0.46296296296296297,0.611111111111111,0.5478400924840554,0.07557358897708653,0.4540181312953053,0.6416620536728055,0.45772005772005775,0.6182001005530418,0.41666666666666663,0.11785113019775792,0.2703586202562096,0.5629747130771237,0.25,0.5,0.46073365231259966,0.11187344584438365,0.321846691455866,0.5996206131693333,0.3157894736842105,0.5454545454545454,9.0,0.0,9.0,9.0,9.0,9.0,476.50021682800724,11.128071953271881,462.6851056358943,490.3153280201202,459.9989658680279,486.65612251195125,0.9916065322536133,0.0004404584113962708,0.9910597185778487,0.9921533459293779,0.9910642466068464,0.9921952998567576,0.5048937443392831,0.03896177988438055,0.4565240605696623,0.5532634281089039,0.4403160547720287,0.5422587232387379,0.48671278791433015,0.039068675686791635,0.43821039675366436,0.5352151790749959,0.4488055233681085,0.5514367711677208,0.5435542707139873,0.0006068260345121611,0.5428009174667889,0.5443076239611857,0.5427080834312301,0.5443173602860636,1.2106920784063884,0.07238027625349493,1.120834503009971,1.3005496538028058,1.107054479569229,1.2705028310924888,0.6671378076924009,0.07248419922735595,0.5771512155673594,0.7571243998174425,0.5627371192831654,0.7265821044665984,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
33,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_064,main_effect_loss_type-balanced_softmax_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossbalanced_softmax_cwinverse_subject_count_ep10,main_effect,loss_type,balanced_softmax,0.001,0.005,0.5,0.2,none,mean_prob,none,balanced_softmax,inverse_subject_count,static_only,0,5,0.5555555555555556,0.032407407407407406,0.5153228954270593,0.5957882156840518,0.5185185185185185,0.5879629629629629,0.5444877872559929,0.030899856862007923,0.5061266982765582,0.5828488762354276,0.5044858523119393,0.5836382399849892,0.5555555555555556,0.032407407407407406,0.5153228954270593,0.5957882156840518,0.5185185185185185,0.5879629629629629,0.5444877872559929,0.030899856862007923,0.5061266982765582,0.5828488762354276,0.5044858523119393,0.5836382399849892,0.43611111111111106,0.09086348463220072,0.32330728051333896,0.5489149417088832,0.3333333333333333,0.5555555555555556,0.46609706083390295,0.045679092193634294,0.4093880693338712,0.5228060523339347,0.42105263157894735,0.5263157894736842,10.0,0.0,10.0,10.0,10.0,10.0,478.1003671193961,0.4924855838971952,477.48896353298665,478.7117707058055,477.6030653929338,478.7282792830374,0.9923394138008715,0.0003510515701018389,0.9919035955840693,0.9927752320176738,0.9921057658538388,0.9929551096044869,0.5174193783390464,0.027223988371964988,0.4836217512181232,0.5512170054599695,0.48472434008315846,0.5456173871081387,0.4749200354618253,0.027456127608040903,0.4408342156178583,0.5090058553057923,0.44648837874570013,0.5082307695213284,0.5299248232974373,0.0009060479675819165,0.5287999965107223,0.5310496500841523,0.5284446775554821,0.5307666175024548,1.1796826493306072,0.022138501190750018,1.152198476253616,1.2071668224075984,1.1560850891489256,1.203979873982402,0.6497578260331698,0.02198782185888597,0.6224607160640373,0.6770549360023023,0.6262566333700932,0.6732132564799471,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
34,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_048,main_effect_dropout-0p3_lr0.001_wd0.005_do0.3_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,main_effect,dropout,0.3,0.001,0.005,0.3,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5546296296296297,0.0744636745017447,0.4621855883496446,0.6470736709096148,0.4444444444444444,0.6342592592592592,0.5459739854378433,0.07546446640012275,0.45228749610267704,0.6396604747730095,0.4293098206141684,0.6198879551820728,0.5546296296296297,0.0744636745017447,0.4621855883496446,0.6470736709096148,0.4444444444444444,0.6342592592592592,0.5459739854378433,0.07546446640012275,0.45228749610267704,0.6396604747730095,0.4293098206141684,0.6198879551820728,0.39166666666666666,0.10865337342004415,0.2567773128325787,0.5265560205007547,0.25,0.5,0.4560347021399653,0.09880819707650541,0.33336778957540536,0.5787016147045252,0.3076923076923077,0.5714285714285714,10.0,0.0,10.0,10.0,10.0,10.0,489.1985784211662,0.6836466218435263,488.34985510804063,490.04730173429175,488.3414424669463,490.18210419197567,0.9947203425221998,0.00034968270907258627,0.9942862236983745,0.995154461346025,0.9943439287515161,0.9952041142253009,0.5116874050334108,0.03208301070770783,0.4718574720346027,0.5515173380322189,0.46039380198446933,0.5460216821960301,0.48303293748878906,0.03226583401735612,0.4429760357606353,0.5230898392169429,0.4485163220598498,0.5345606665763014,0.5329712480314684,0.0005823737796723586,0.5322482514013848,0.5336942446615521,0.5320625336193732,0.5334572589006624,1.2007307421252462,0.013675551479243991,1.1837530244134487,1.2177084598370438,1.184957782720335,1.2171076090384187,0.6677594940937779,0.01376611710116276,0.6506693423374986,0.6848496458500571,0.6515759163380135,0.6838793323821473,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
35,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_045,main_effect_weight_decay-0p002_lr0.001_wd0.002_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,main_effect,weight_decay,0.002,0.001,0.002,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5537037037037037,0.08330760919833756,0.45028022755645103,0.6571271798509564,0.4212962962962963,0.625,0.549417676024173,0.09214241861771194,0.43502609372139733,0.6638092583269487,0.40383365821962314,0.6352882205513785,0.5537037037037037,0.08330760919833756,0.45028022755645103,0.6571271798509564,0.4212962962962963,0.625,0.549417676024173,0.09214241861771194,0.43502609372139733,0.6638092583269487,0.40383365821962314,0.6352882205513785,0.4333333333333334,0.19229967932023878,0.19460002327096837,0.6720666433956984,0.125,0.5833333333333334,0.4527867494824017,0.17355290375470708,0.23732690404346218,0.6682465949213412,0.16666666666666666,0.6086956521739131,10.0,0.0,10.0,10.0,10.0,10.0,488.46543460860846,0.2938926509168608,488.10057718604594,488.830292031171,488.0131793760229,488.81525239814073,0.9926142088468612,0.00032963104913870427,0.992204983455855,0.9930234342378675,0.9923324455377196,0.9930837211325347,0.5136135444027075,0.024934600837512182,0.48265811164241684,0.5445689771629981,0.48310272445278357,0.5439748740224873,0.47900066444415385,0.024809016543008915,0.4482011401826428,0.5098001887056649,0.44847481701367453,0.509229721084936,0.5415180785292051,0.0006867721588633283,0.5406654749714472,0.5423706820869629,0.5406963529116339,0.5425286695310397,1.191866905938118,0.04130239892950913,1.1405914256834806,1.2431423861927553,1.1487979976389622,1.2605783071278365,0.6503488274089131,0.04065880584357061,0.5998723454068079,0.7008253094110183,0.6081016447273283,0.7180496375967967,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
36,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_049,main_effect_dropout-0p4_lr0.001_wd0.005_do0.4_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,main_effect,dropout,0.4,0.001,0.005,0.4,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5537037037037037,0.04017387620354936,0.5038292448485889,0.6035781625588185,0.5092592592592592,0.6064814814814815,0.5399106321954619,0.04640933615705991,0.48229506841638153,0.5975261959745422,0.4742471151139882,0.5881419234360411,0.5537037037037037,0.04017387620354936,0.5038292448485889,0.6035781625588185,0.5092592592592592,0.6064814814814815,0.5399106321954619,0.04640933615705991,0.48229506841638153,0.5975261959745422,0.4742471151139882,0.5881419234360411,0.3916666666666667,0.09128709291752769,0.27833694123389835,0.5049963920994351,0.25,0.5,0.4393483709273183,0.07378388225772689,0.34774826788551844,0.5309484739691183,0.3157894736842105,0.5,10.0,0.0,10.0,10.0,10.0,10.0,488.8554368509911,0.43322505379519877,488.31760313509477,489.39327056688745,488.23400875693187,489.27217603707686,0.9935580079581504,0.00020344538415053347,0.9933054376462973,0.9938105782700035,0.9934022518579863,0.9938860112591945,0.527025474850369,0.02495427646968738,0.4960456154825387,0.5580053342181993,0.49056812449958764,0.5536971931213434,0.46653253310778153,0.025066216722899562,0.4354137038400896,0.49765136237547347,0.4399233640476369,0.5033178867596069,0.5369819848452624,0.0007886849766680574,0.5360028600971505,0.5379611095933743,0.5359305030864424,0.5381494645249123,1.1760638342530054,0.018540958704291018,1.1530458840470992,1.1990817844589117,1.1459738934096682,1.1896702035015392,0.6390818494077429,0.018200578095116507,0.6164864697947597,0.6616772290207261,0.6091282642925788,0.6519446473311661,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
37,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_066,main_effect_class_weight_mode-effective_number_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cweffective_number_ep10,main_effect,class_weight_mode,effective_number,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,effective_number,static_only,0,5,0.5527777777777778,0.07184135089359564,0.4635892593215494,0.6419662962340063,0.4583333333333333,0.625,0.5453800852084606,0.08329977018783018,0.4419663409179258,0.6487938294989954,0.43504273504273505,0.6352882205513785,0.5527777777777778,0.07184135089359564,0.4635892593215494,0.6419662962340063,0.4583333333333333,0.625,0.5453800852084606,0.08329977018783018,0.4419663409179258,0.6487938294989954,0.43504273504273505,0.6352882205513785,0.4083333333333334,0.18957188610128878,0.17298648291888657,0.6436801837477801,0.125,0.5833333333333334,0.4367619047619048,0.16949919564488514,0.22633459582279392,0.6471892137010157,0.16666666666666666,0.6,10.0,0.0,10.0,10.0,10.0,10.0,489.04336052946746,1.0504934711800482,487.7392097141347,490.34751134480024,488.48076207516715,490.9163034481462,0.9924201591918884,0.00033242599366939684,0.9920074639752349,0.992832854408542,0.9921321231420117,0.992940780147544,0.5114813729605135,0.01797314835545119,0.4891683393958901,0.533794406525137,0.48960466686152,0.5291530864678535,0.4809387862313751,0.01781693050075512,0.4588196916565319,0.5030578808062183,0.4633683297972251,0.5025435975554897,0.5416216372320145,0.0007501382986796055,0.5406903668332215,0.5425529076308075,0.5407738881406056,0.5426964552753899,1.198355889853621,0.025505694242984368,1.1666914646523387,1.2300203150549034,1.1610978794500888,1.2248392243568886,0.6567342526216067,0.02481054620180093,0.6259328293423335,0.6875356759008798,0.6203239913094832,0.6821427690814987,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
38,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.9,stage1,s1_086,main_effect_weight_decay-0p001_lr0.001_wd0.001_do0.5_ls0.2_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep15,main_effect,weight_decay,0.001,0.001,0.001,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5527777777777778,0.0849634796070701,0.44729859657106574,0.6582569589844899,0.4444444444444444,0.6759259259259259,0.5416167334557428,0.08280015326240087,0.4388232460621126,0.6444102208493729,0.42857142857142855,0.6579416455577447,0.5527777777777778,0.0849634796070701,0.44729859657106574,0.6582569589844899,0.4444444444444444,0.6759259259259259,0.5416167334557428,0.08280015326240087,0.4388232460621126,0.6444102208493729,0.42857142857142855,0.6579416455577447,0.4083333333333334,0.10374916331657277,0.2795323844065322,0.5371342822601346,0.25,0.5,0.46917293233082713,0.12607724521939734,0.31265245251948387,0.6256934121421704,0.2857142857142857,0.631578947368421,15.0,0.0,15.0,15.0,15.0,15.0,727.6998488740064,0.12929254158962503,727.5393367164762,727.8603610315366,727.5915605709888,727.9149350058287,0.9958263834768404,0.0005531119618982584,0.9951397143676363,0.9965130525860445,0.9951104942881747,0.9965565414764732,0.5239609444386037,0.040736882048687556,0.4733875335651111,0.5745343553120964,0.46888307723131745,0.5590924826331449,0.47186543903823674,0.04081890162660589,0.421190203734274,0.5225406743421995,0.43640191537355244,0.5270088451115509,0.5321060137649051,0.0007968821167528253,0.5311167125547606,0.5330953149750496,0.5309807023561575,0.5329544295716173,1.1741113794205709,0.07320142003935447,1.0832343828024003,1.2649883760387415,1.1130062140417418,1.2906238286674145,0.6420053656556657,0.07339902804557381,0.5508830456256916,0.7331276856856398,0.5802148755406185,0.7587011475232405,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
39,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_060,main_effect_sqi_mode-top50_quality_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop50_quality_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep10,main_effect,sqi_mode,top50_quality,0.001,0.005,0.5,0.2,top50_quality,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5527777777777778,0.06793104003527657,0.46844377316098595,0.6371117823945697,0.47685185185185186,0.625,0.5379637674361055,0.06469148616046845,0.45765155537971813,0.6182759794924929,0.4781144781144781,0.6187259592832349,0.5527777777777778,0.06793104003527657,0.46844377316098595,0.6371117823945697,0.47685185185185186,0.625,0.5379637674361055,0.06469148616046845,0.45765155537971813,0.6182759794924929,0.4781144781144781,0.6187259592832349,0.3916666666666666,0.10865337342004418,0.25677731283257865,0.5265560205007546,0.3333333333333333,0.5833333333333334,0.4327347781217751,0.09408183737495528,0.3159354754257548,0.5495340808177953,0.3333333333333333,0.5882352941176471,10.0,0.0,10.0,10.0,10.0,10.0,267.05022731260397,0.18333934713701933,266.82261794080773,267.2778366844002,266.75065634492785,267.2406867099926,0.9924163386202853,0.0005420191280903565,0.9917434408753513,0.9930892363652194,0.9918118428726486,0.9932344380589676,0.5044812046922724,0.04080556736209529,0.453822523410215,0.5551398859743298,0.44856084268247354,0.5629260846984525,0.4879351339280128,0.04064883890590555,0.43747102552958894,0.5383992423264367,0.4292825120232866,0.543251000190175,0.5468998504122805,0.0005396888724251237,0.5462298455980586,0.5475698552265024,0.5460344019413588,0.547414156523477,1.1874629041743718,0.02065752121253329,1.1618173158188194,1.2131084925299243,1.1639619499898088,1.2122549121994561,0.6405630537620912,0.02060736878213122,0.6149797278905943,0.6661463796335881,0.6166773725149347,0.665333346961241,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0
40,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_080,quality_combo_sqi_aggregation-top50_quality_quality_weighted_mean_lr0.001_wd0.005_do0.5_ls0.2_mw90_sqitop50_quality_aggquality_weighted_mean_mannone_lossweighted_ce_cwinverse_subject_count_ep10,quality_combo,sqi_aggregation,top50_quality_quality_weighted_mean,0.001,0.005,0.5,0.2,top50_quality,quality_weighted_mean,none,weighted_ce,inverse_subject_count,static_only,0,5,0.55,0.06947530178631138,0.46374884855940457,0.6362511514405955,0.47685185185185186,0.6527777777777778,0.5377695316852673,0.07055585203497933,0.4501769149938452,0.6253621483766895,0.4781144781144781,0.6501847115657857,0.55,0.06947530178631138,0.46374884855940457,0.6362511514405955,0.47685185185185186,0.6527777777777778,0.5377695316852673,0.07055585203497933,0.4501769149938452,0.6253621483766895,0.4781144781144781,0.6501847115657857,0.39999999999999997,0.1270662556831409,0.24225169837153024,0.5577483016284697,0.3333333333333333,0.625,0.42471472799646176,0.09699085856936236,0.3043039774746453,0.5451254785182782,0.3333333333333333,0.5882352941176471,10.0,0.0,10.0,10.0,10.0,10.0,267.1928674421273,0.19886679960680276,266.94598128246514,267.43975360178945,267.0193991449196,267.4583049658686,0.9924205598100999,0.0005759785462169733,0.9917055026381413,0.9931356169820585,0.9918426725488075,0.9932124302949052,0.5034561902418179,0.039040780939451555,0.4549884294320159,0.5519239510516198,0.45052846771590815,0.5601122587164934,0.48896436956828204,0.03889060339045476,0.4406830489205011,0.5372456902160629,0.43208120156424523,0.5413142048328994,0.5468912893732842,0.0005729048727200497,0.5461800480592124,0.5476025306873561,0.5459378442137839,0.5473596261603981,1.1843077838074982,0.018319167365732997,1.1615651797726532,1.2070503878423433,1.1654401728934427,1.2096081980890314,0.637416494434214,0.018378362579880757,0.614600401616323,0.660232587252105,0.6181236355891376,0.6627174376098657,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,7832.0,0.0,7832.0,7832.0,7832.0,7832.0,7831.0,0.0,7831.0,7831.0,7831.0,7831.0
41,2,inceptiontime,inception_time,0,9,0,5.0,2.5,50.0,0.9,stage1,s1_036,focused_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.001_wd0.01_do0.6_ls0.3_mw90_sqinone_aggmean_prob_mannone_lossweighted_ce_cwinverse_subject_count_ep9,focused_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,0.001,0.01,0.6,0.3,none,mean_prob,none,weighted_ce,inverse_subject_count,static_only,0,5,0.5499999999999999,0.09191884504319058,0.4358859764517507,0.6641140235482491,0.4398148148148148,0.6898148148148149,0.5362901259960082,0.09604142380338627,0.41705806545002,0.6555221865419965,0.4440422322775264,0.6898148148148149,0.5499999999999999,0.09191884504319058,0.4358859764517507,0.6641140235482491,0.4398148148148148,0.6898148148148149,0.5362901259960082,0.09604142380338627,0.41705806545002,0.6555221865419965,0.4440422322775264,0.6898148148148149,0.4,0.14006446928309677,0.2261148718901534,0.5738851281098467,0.25,0.625,0.44678628389154706,0.10902188146252043,0.3114394402422085,0.5821331275408856,0.3333333333333333,0.625,9.0,0.0,9.0,9.0,9.0,9.0,440.86631695195103,0.4845369915361923,440.26478126428896,441.4678526396131,440.2917280870024,441.31575353303924,0.9892422485988492,0.0001842527134825824,0.9890135053147566,0.9894709918829419,0.9890183296523762,0.9894554049009002,0.5187096372577469,0.047043027050327334,0.4603073684511757,0.5771119060643181,0.47717883741703826,0.570875337558053,0.4705326113411023,0.04707829407485078,0.4120865597600081,0.5289786629221965,0.41853030075555486,0.5120177345183853,0.6980010800956035,0.0002291087570012893,0.6977166496060856,0.6982855105851213,0.6977330792508607,0.6983225693918297,1.1719995009154844,0.06581166346556198,1.0902966280069988,1.25370237382397,1.0785416164962782,1.2263800320635352,0.4739984208198809,0.06602015628405199,0.3920367113867671,0.5559601302529947,0.38021904710444854,0.5285395347988591,0.6416292190551758,0.0,0.6416292190551758,0.6416292190551758,0.6416292190551758,0.6416292190551758,15657.0,0.0,15657.0,15657.0,15657.0,15657.0,15657.0,0.0,15657.0,15657.0,15657.0,15657.0
