overfit_rank,rank,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,overfit_stage,overfit_config_id,overfit_config_name,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,sqi_mode,aggregation,manual_features,loss_type,class_weight_mode,window_sampler,windows_per_subject_per_epoch,train_overlap_pct,dynamic_data_mode,stage2_fixed_epoch,reference_source,reference_source_config_id,n_repeats,validation_subject_balanced_accuracy_mean,validation_subject_balanced_accuracy_std,validation_subject_balanced_accuracy_ci95_low,validation_subject_balanced_accuracy_ci95_high,validation_subject_balanced_accuracy_min,validation_subject_balanced_accuracy_max,validation_subject_macro_f1_mean,validation_subject_macro_f1_std,validation_subject_macro_f1_ci95_low,validation_subject_macro_f1_ci95_high,validation_subject_macro_f1_min,validation_subject_macro_f1_max,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_balanced_accuracy_ci95_high,subject_balanced_accuracy_min,subject_balanced_accuracy_max,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_ci95_low,subject_macro_f1_ci95_high,subject_macro_f1_min,subject_macro_f1_max,worst_class_recall_mean,worst_class_recall_std,worst_class_recall_ci95_low,worst_class_recall_ci95_high,worst_class_recall_min,worst_class_recall_max,worst_class_f1_mean,worst_class_f1_std,worst_class_f1_ci95_low,worst_class_f1_ci95_high,worst_class_f1_min,worst_class_f1_max,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,best_epoch_min,best_epoch_max,duration_sec_mean,duration_sec_std,duration_sec_ci95_low,duration_sec_ci95_high,duration_sec_min,duration_sec_max,best_epoch_train_balanced_accuracy_mean,best_epoch_train_balanced_accuracy_std,best_epoch_train_balanced_accuracy_ci95_low,best_epoch_train_balanced_accuracy_ci95_high,best_epoch_train_balanced_accuracy_min,best_epoch_train_balanced_accuracy_max,best_epoch_val_balanced_accuracy_mean,best_epoch_val_balanced_accuracy_std,best_epoch_val_balanced_accuracy_ci95_low,best_epoch_val_balanced_accuracy_ci95_high,best_epoch_val_balanced_accuracy_min,best_epoch_val_balanced_accuracy_max,train_val_balanced_accuracy_gap_mean,train_val_balanced_accuracy_gap_std,train_val_balanced_accuracy_gap_ci95_low,train_val_balanced_accuracy_gap_ci95_high,train_val_balanced_accuracy_gap_min,train_val_balanced_accuracy_gap_max,best_epoch_train_loss_mean,best_epoch_train_loss_std,best_epoch_train_loss_ci95_low,best_epoch_train_loss_ci95_high,best_epoch_train_loss_min,best_epoch_train_loss_max,best_epoch_val_loss_mean,best_epoch_val_loss_std,best_epoch_val_loss_ci95_low,best_epoch_val_loss_ci95_high,best_epoch_val_loss_min,best_epoch_val_loss_max,val_train_loss_gap_mean,val_train_loss_gap_std,val_train_loss_gap_ci95_low,val_train_loss_gap_ci95_high,val_train_loss_gap_min,val_train_loss_gap_max,mean_window_sqi_mean,mean_window_sqi_std,mean_window_sqi_ci95_low,mean_window_sqi_ci95_high,mean_window_sqi_min,mean_window_sqi_max,n_file_aggregation_windows_mean,n_file_aggregation_windows_std,n_file_aggregation_windows_ci95_low,n_file_aggregation_windows_ci95_high,n_file_aggregation_windows_min,n_file_aggregation_windows_max,n_subject_aggregation_windows_mean,n_subject_aggregation_windows_std,n_subject_aggregation_windows_ci95_low,n_subject_aggregation_windows_ci95_high,n_subject_aggregation_windows_min,n_subject_aggregation_windows_max,n_train_samples_per_epoch_mean,n_train_samples_per_epoch_std,n_train_samples_per_epoch_ci95_low,n_train_samples_per_epoch_ci95_high,n_train_samples_per_epoch_min,n_train_samples_per_epoch_max
1,2,inceptiontime,inception_time,0,1,0,5.0,2.5,50.0,0.9,generalization,gen_002,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov30,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,30.0,static_only,0,,,1,0.46296296296296297,0.0,,,0.46296296296296297,0.46296296296296297,0.4649029982363316,0.0,,,0.4649029982363316,0.4649029982363316,0.46296296296296297,0.0,,,0.46296296296296297,0.46296296296296297,0.4649029982363316,0.0,,,0.4649029982363316,0.4649029982363316,0.25,0.0,,,0.25,0.25,0.4,0.0,,,0.4,0.4,1.0,0.0,,,1.0,1.0,36.17695147008635,0.0,,,36.17695147008635,36.17695147008635,0.9052868938627701,0.0,,,0.9052868938627701,0.9052868938627701,0.368435682970767,0.0,,,0.368435682970767,0.368435682970767,0.536851210892003,0.0,,,0.536851210892003,0.536851210892003,0.6627491162037211,0.0,,,0.6627491162037211,0.6627491162037211,1.4229681217107606,0.0,,,1.4229681217107606,1.4229681217107606,0.7602190055070395,0.0,,,0.7602190055070395,0.7602190055070395,0.6416292190551758,0.0,,,0.6416292190551758,0.6416292190551758,15657.0,0.0,,,15657.0,15657.0,15657.0,0.0,,,15657.0,15657.0,11295.0,0.0,,,11295.0,11295.0
2,2,inceptiontime,inception_time,0,1,0,5.0,2.5,50.0,0.9,generalization,gen_001,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplernone_wpsall_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,none,all,0.0,static_only,0,,,1,0.3796296296296296,0.0,,,0.3796296296296296,0.3796296296296296,0.3686117467581998,0.0,,,0.3686117467581998,0.3686117467581998,0.3796296296296296,0.0,,,0.3796296296296296,0.3796296296296296,0.3686117467581998,0.0,,,0.3686117467581998,0.3686117467581998,0.2222222222222222,0.0,,,0.2222222222222222,0.2222222222222222,0.25,0.0,,,0.25,0.25,1.0,0.0,,,1.0,1.0,22.236406290903687,0.0,,,22.236406290903687,22.236406290903687,0.8844585462263204,0.0,,,0.8844585462263204,0.8844585462263204,0.38514732609836466,0.0,,,0.38514732609836466,0.38514732609836466,0.4993112201279557,0.0,,,0.4993112201279557,0.4993112201279557,0.6845184765120809,0.0,,,0.6845184765120809,0.6845184765120809,1.6283213013719626,0.0,,,1.6283213013719626,1.6283213013719626,0.9438028248598818,0.0,,,0.9438028248598818,0.9438028248598818,0.6416292190551758,0.0,,,0.6416292190551758,0.6416292190551758,15657.0,0.0,,,15657.0,15657.0,15657.0,0.0,,,15657.0,15657.0,7926.0,0.0,,,7926.0,7926.0
3,2,inceptiontime,inception_time,0,1,0,5.0,2.5,50.0,0.9,generalization,gen_003,generalization_inceptiontime_ep10_wd0.005_do0.5_ls0.2_sqinone_samplersubject_balanced_wps50pct_trainov00,generalization,generalization_grid,wd0.005_do0.5_ls0.2,0.001,0.005,0.5,0.2,none,mean_prob,none,weighted_ce,inverse_subject_count,subject_balanced,50%,0.0,static_only,0,,,1,0.25,0.0,,,0.25,0.25,0.15789473684210525,0.0,,,0.15789473684210525,0.15789473684210525,0.25,0.0,,,0.25,0.25,0.15789473684210525,0.0,,,0.15789473684210525,0.15789473684210525,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,1.0,1.0,18.216783322161064,0.0,,,18.216783322161064,18.216783322161064,0.836266064946057,0.0,,,0.836266064946057,0.836266064946057,0.2855405242701666,0.0,,,0.2855405242701666,0.2855405242701666,0.5507255406758904,0.0,,,0.5507255406758904,0.5507255406758904,0.7356176089017818,0.0,,,0.7356176089017818,0.7356176089017818,1.5287081703008467,0.0,,,1.5287081703008467,1.5287081703008467,0.7930905613990649,0.0,,,0.7930905613990649,0.7930905613990649,0.6416292190551758,0.0,,,0.6416292190551758,0.6416292190551758,15657.0,0.0,,,15657.0,15657.0,15657.0,0.0,,,15657.0,15657.0,3973.0,0.0,,,3973.0,3973.0
