cnn_epochs,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
50,7,ref_original,original_rank_parameters_static_only,0.6333333333333333,0.5955555555555556,0.4602193182385923,0.3666666666666666,0.5738095238095238,0.6333333333333333,0.4666666666666667,0.5316326530612245,0.5988888888888889,0.4223809523809524,0.3371428571428571,0.4333333333333333,0.22333333333333333,0.166257498545723,0.21942686286812776,0.13944333775567927,0.32632428810165154,0.3325552389743339,0.31937455635756995,1.1560384260405292,2.1020940011939055,0.6971649545456401
