case_id,repeat,balanced_accuracy,macro_f1,macro_roc_auc_ovr,macro_pr_auc_ovr,worst_class_recall,worst_class_f1,n_predictions,class_order,aggregation_view,declared_source_line,evidence_role,quality_weighting,quality_weight_source,expected_calibration_error,metric_source
b16_lr1e-4,0,0.5601851851851852,0.5601851851851852,0.7545129162776222,0.6862838170507253,0.5,0.5,29,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.20203355374253343,same_fitted_oof_report_reaggregation
b16_lr1e-4,1,0.5,0.49117549117549125,0.7564192343604109,0.6665036359903322,0.25,0.36363636363636365,29,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.22356039922349255,same_fitted_oof_report_reaggregation
b16_lr1e-4,2,0.4351851851851852,0.41818181818181815,0.7138110799875506,0.6343794336038227,0.25,0.3,29,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3453490308311745,same_fitted_oof_report_reaggregation
b16_lr1e-4,3,0.4861111111111111,0.4937154348919055,0.7335045129162777,0.6913936525115313,0.3333333333333333,0.35294117647058826,29,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.24849166199963887,same_fitted_oof_report_reaggregation
b16_lr1e-4,4,0.5231481481481481,0.5329311211664153,0.717802676626206,0.6396747345139158,0.4444444444444444,0.46153846153846156,29,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2620563720098215,same_fitted_oof_report_reaggregation
b16_lr1e-4,0,0.5601851851851852,0.5601851851851852,0.7545129162776222,0.6862838170507253,0.5,0.5,29,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.20276613224296042,same_fitted_oof_report_reaggregation
b16_lr1e-4,1,0.5,0.49117549117549125,0.7564192343604109,0.6665036359903322,0.25,0.36363636363636365,29,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.22424389924039587,same_fitted_oof_report_reaggregation
b16_lr1e-4,2,0.4351851851851852,0.41818181818181815,0.7154450669156551,0.6351104277558695,0.25,0.3,29,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3451607694897882,same_fitted_oof_report_reaggregation
b16_lr1e-4,3,0.4861111111111111,0.4937154348919055,0.7335045129162777,0.6913936525115313,0.3333333333333333,0.35294117647058826,29,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2489438804462101,same_fitted_oof_report_reaggregation
b16_lr1e-4,4,0.5231481481481481,0.5329311211664153,0.717802676626206,0.6396747345139158,0.4444444444444444,0.46153846153846156,29,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2625644090764844,same_fitted_oof_report_reaggregation
