case_id,balance_line,declared_source_line,resolved_config_balance_line,source_line_provenance,selected_cell_validation,view_role,case_status,quality_weighting,quality_weight_source,resolved_config_path,primary_ranking_eligible,participant_balanced_accuracy_mean_sd,participant_balanced_accuracy_repeat_ci95,participant_macro_f1_mean_sd,participant_macro_f1_repeat_ci95,worst_class_recall,worst_class_f1,expected_calibration_error,repeat_worst_class_recall_population_sd,repeat_worst_class_f1_population_sd,repeat_expected_calibration_error_population_sd,repeat_count,participant_oof_prediction_count,participant_oof_total_count,dropped_participant_oof_count,file_oof_prediction_count,retained_file_oof_prediction_count,dropped_file_oof_prediction_count,source_replay_validation,metric_source,line_a_minus_line_b_balanced_accuracy,line_a_minus_line_b_macro_f1
b16_lr1e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b16_lr1e-4/resolved_config.yaml,False,50.1 ± 4.1,"[44.4, 55.8]",49.9 ± 4.8,"[43.3, 56.6]",0.3555555555555555,0.3956232003290827,0.2567358180991678,0.10153148268053926,0.07379437281159465,0.04874856013493064,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.04814814814814816,-0.04628274254872716
b16_lr1e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b16_lr1e-4/resolved_config.yaml,True,54.9 ± 3.7,"[49.8, 60.1]",54.6 ± 4.0,"[49.0, 60.1]",0.41666666666666663,0.45473404117905397,0.23903473443699177,0.07453559924999299,0.05832047270998925,0.03010682657410146,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.04814814814814816,-0.04628274254872716
b32_lr1e-3,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b32_lr1e-3/resolved_config.yaml,False,55.9 ± 5.1,"[48.8, 63.0]",55.4 ± 6.6,"[46.2, 64.6]",0.425,0.46806060606060607,0.24602218222391975,0.11303883305208783,0.09384973238180225,0.061004093100444474,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.0018518518518518823,0.00024836502029490504
b32_lr1e-3,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b32_lr1e-3/resolved_config.yaml,True,56.1 ± 5.7,"[48.2, 64.0]",55.4 ± 7.2,"[45.4, 65.4]",0.4083333333333333,0.4565618591934381,0.22836863930101625,0.11902380714238084,0.08493765075155052,0.050413653269503846,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.0018518518518518823,0.00024836502029490504
b32_lr1e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b32_lr1e-4/resolved_config.yaml,False,55.2 ± 1.9,"[52.6, 57.8]",54.9 ± 1.7,"[52.5, 57.3]",0.4111111111111111,0.471,0.24484288331737636,0.03118047822311617,0.04862098312457287,0.024147515980756734,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.033333333333333326,0.03655369713467893
b32_lr1e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b32_lr1e-4/resolved_config.yaml,True,51.9 ± 6.4,"[42.9, 60.8]",51.3 ± 6.1,"[42.8, 59.7]",0.35,0.4008305076416532,0.2230883802056048,0.07317744373510827,0.07441885592432634,0.042035100094108754,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.033333333333333326,0.03655369713467893
