case_id,changed_values,config_sha256,is_reference,config_id,output_group,catalog_entry,screen_profile_id,rationale,case_directory,resolved_config_path
b16_lr1e-4,"{""aggregation.balance_line"": ""line_b_equal_role_families"", ""signal.dl_resampling.enabled"": true, ""signal.dl_resampling.target_fs_hz"": 64.0, ""signal.normalization.raw_imu"": ""none"", ""signal.normalization.raw_ppg"": ""per_window_median_iqr_over_1p349_sd_finite"", ""study.catalog_entry"": ""inception_full"", ""study.screen_profile_id"": ""v2_core_b0_b2_b7_selected"", ""training.batch_size"": 16, ""training.class_count_basis"": ""row"", ""training.class_weighting"": ""outer_train_window_inverse_frequency"", ""training.fixed_epochs"": 10, ""training.learning_rate"": 0.0001, ""training.optimizer"": ""adamw"", ""training.sampler"": ""exhaustive_shuffle_without_replacement"", ""windows.raw_dl.hop_s"": 2.5, ""windows.raw_dl.length_s"": 5.0}",ec451d5ff1e482940630f3da53633c4458e616fb15d0eabf2eb77c7478624c44,False,formal_inception_full_line_b_v2__v2_core_b0_b2_b7_selected,raw,inception_full,v2_core_b0_b2_b7_selected,Small batch and conservative learning rate.,raw/b16_lr1e-4,raw/b16_lr1e-4/resolved_config.yaml
b32_lr1e-4,"{""aggregation.balance_line"": ""line_b_equal_role_families"", ""signal.dl_resampling.enabled"": true, ""signal.dl_resampling.target_fs_hz"": 64.0, ""signal.normalization.raw_imu"": ""none"", ""signal.normalization.raw_ppg"": ""per_window_median_iqr_over_1p349_sd_finite"", ""study.catalog_entry"": ""inception_full"", ""study.screen_profile_id"": ""v2_core_b0_b2_b7_selected"", ""training.batch_size"": 32, ""training.class_count_basis"": ""row"", ""training.class_weighting"": ""outer_train_window_inverse_frequency"", ""training.fixed_epochs"": 10, ""training.learning_rate"": 0.0001, ""training.optimizer"": ""adamw"", ""training.sampler"": ""exhaustive_shuffle_without_replacement"", ""windows.raw_dl.hop_s"": 2.5, ""windows.raw_dl.length_s"": 5.0}",b4acbe9ee406ee066d8f11131fbe3a085b15be608e56bc98e97769f1624b37a1,False,formal_inception_full_line_b_v2__v2_core_b0_b2_b7_selected,raw,inception_full,v2_core_b0_b2_b7_selected,B0 batch size and conservative learning rate.,raw/b32_lr1e-4,raw/b32_lr1e-4/resolved_config.yaml
b32_lr1e-3,"{""aggregation.balance_line"": ""line_b_equal_role_families"", ""signal.dl_resampling.enabled"": true, ""signal.dl_resampling.target_fs_hz"": 64.0, ""signal.normalization.raw_imu"": ""none"", ""signal.normalization.raw_ppg"": ""per_window_median_iqr_over_1p349_sd_finite"", ""study.catalog_entry"": ""inception_full"", ""study.screen_profile_id"": ""v2_core_b0_b2_b7_selected"", ""training.batch_size"": 32, ""training.class_count_basis"": ""row"", ""training.class_weighting"": ""outer_train_window_inverse_frequency"", ""training.fixed_epochs"": 10, ""training.learning_rate"": 0.001, ""training.optimizer"": ""adamw"", ""training.sampler"": ""exhaustive_shuffle_without_replacement"", ""windows.raw_dl.hop_s"": 2.5, ""windows.raw_dl.length_s"": 5.0}",7cd4bea0165b360923e0a52ac3e11fffaf28bcda5b8deb925d7ce84f038ca4dc,False,formal_inception_full_line_b_v2__v2_core_b0_b2_b7_selected,raw,inception_full,v2_core_b0_b2_b7_selected,Exact B0 optimizer/batch/LR reference within the selected V2-core state.,raw/b32_lr1e-3,raw/b32_lr1e-3/resolved_config.yaml
