case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,metric_source
b16_lr1e-4,3,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8214285714285714,0.8059782608695651,8,participant_oof_per_repeat
b16_lr1e-4,4,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.75,0.5762128384935403,9,participant_oof_per_repeat
b16_lr1e-4,4,1,Robust/Non-Frail,0.5,0.5,0.6470588235294118,0.5735294117647058,0.5,0.5735294117647058,0.5183376808376808,12,participant_oof_per_repeat
b16_lr1e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8630952380952381,0.7952651515151515,8,participant_oof_per_repeat
b32_lr1e-4,0,0,Pre-Frail,0.46153846153846156,0.6666666666666666,0.65,0.6583333333333333,0.5454545454545454,0.8055555555555556,0.6362674362674363,9,participant_oof_per_repeat
b32_lr1e-4,0,1,Robust/Non-Frail,0.5714285714285714,0.3333333333333333,0.8235294117647058,0.5784313725490196,0.42105263157894735,0.573529411764706,0.5840594165306809,12,participant_oof_per_repeat
b32_lr1e-4,0,2,Young,0.5555555555555556,0.625,0.8095238095238095,0.7172619047619048,0.5882352941176471,0.8035714285714286,0.6325655338813233,8,participant_oof_per_repeat
b32_lr1e-4,1,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.7777777777777779,0.6150152316818984,9,participant_oof_per_repeat
b32_lr1e-4,1,1,Robust/Non-Frail,0.6153846153846154,0.6666666666666666,0.7058823529411765,0.6862745098039216,0.64,0.696078431372549,0.6026637616769196,12,participant_oof_per_repeat
b32_lr1e-4,1,2,Young,0.75,0.375,0.9523809523809523,0.6636904761904762,0.5,0.6964285714285714,0.6415776353276353,8,participant_oof_per_repeat
b32_lr1e-4,2,0,Pre-Frail,0.6,0.6666666666666666,0.8,0.7333333333333334,0.631578947368421,0.8222222222222222,0.6626875666091352,9,participant_oof_per_repeat
b32_lr1e-4,2,1,Robust/Non-Frail,0.6,0.5,0.7647058823529411,0.6323529411764706,0.5454545454545454,0.6127450980392157,0.6492414992414993,12,participant_oof_per_repeat
b32_lr1e-4,2,2,Young,0.3333333333333333,0.375,0.7142857142857143,0.5446428571428572,0.35294117647058826,0.7083333333333334,0.5333005536130535,8,participant_oof_per_repeat
b32_lr1e-4,3,0,Pre-Frail,0.4444444444444444,0.4444444444444444,0.75,0.5972222222222222,0.4444444444444444,0.7166666666666667,0.5721476054809389,9,participant_oof_per_repeat
b32_lr1e-4,3,1,Robust/Non-Frail,0.5,0.5,0.6470588235294118,0.5735294117647058,0.5,0.6029411764705883,0.528056012614836,12,participant_oof_per_repeat
b32_lr1e-4,3,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.7916666666666667,0.777695988222304,8,participant_oof_per_repeat
b32_lr1e-4,4,0,Pre-Frail,0.4,0.2222222222222222,0.85,0.5361111111111111,0.2857142857142857,0.7944444444444444,0.5840574548907882,9,participant_oof_per_repeat
b32_lr1e-4,4,1,Robust/Non-Frail,0.35294117647058826,0.5,0.35294117647058826,0.42647058823529416,0.41379310344827586,0.5294117647058824,0.4983989451094714,12,participant_oof_per_repeat
b32_lr1e-4,4,2,Young,0.5714285714285714,0.5,0.8571428571428571,0.6785714285714286,0.5333333333333333,0.7857142857142857,0.7124514751552795,8,participant_oof_per_repeat
b32_lr1e-3,0,0,Pre-Frail,0.5384615384615384,0.7777777777777778,0.7,0.7388888888888889,0.6363636363636364,0.7777777777777779,0.6219743219743221,9,participant_oof_per_repeat
b32_lr1e-3,0,1,Robust/Non-Frail,0.4444444444444444,0.3333333333333333,0.7058823529411765,0.5196078431372549,0.38095238095238093,0.5735294117647058,0.62492615635998,12,participant_oof_per_repeat
b32_lr1e-3,0,2,Young,0.5714285714285714,0.5,0.8571428571428571,0.6785714285714286,0.5333333333333333,0.8333333333333333,0.7794653263403264,8,participant_oof_per_repeat
b32_lr1e-3,1,0,Pre-Frail,0.47058823529411764,0.8888888888888888,0.55,0.7194444444444444,0.6153846153846154,0.7944444444444445,0.6538159371492704,9,participant_oof_per_repeat
b32_lr1e-3,1,1,Robust/Non-Frail,0.4444444444444444,0.3333333333333333,0.7058823529411765,0.5196078431372549,0.38095238095238093,0.6323529411764706,0.5128612128612129,12,participant_oof_per_repeat
b32_lr1e-3,1,2,Young,0.6666666666666666,0.25,0.9523809523809523,0.6011904761904762,0.36363636363636365,0.75,0.7005434782608696,8,participant_oof_per_repeat
b32_lr1e-3,2,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.7722222222222223,0.5340153673487007,9,participant_oof_per_repeat
b32_lr1e-3,2,1,Robust/Non-Frail,0.5833333333333334,0.5833333333333334,0.7058823529411765,0.6446078431372549,0.5833333333333334,0.6176470588235294,0.6465688096122879,12,participant_oof_per_repeat
b32_lr1e-3,2,2,Young,0.5,0.375,0.8571428571428571,0.6160714285714286,0.42857142857142855,0.7023809523809523,0.49268162393162396,8,participant_oof_per_repeat
b32_lr1e-3,3,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7222222222222222,0.6075973409306743,9,participant_oof_per_repeat
b32_lr1e-3,3,1,Robust/Non-Frail,0.5333333333333333,0.6666666666666666,0.5882352941176471,0.6274509803921569,0.5925925925925926,0.6666666666666667,0.6121765010351967,12,participant_oof_per_repeat
b32_lr1e-3,3,2,Young,1.0,0.5,1.0,0.75,0.6666666666666666,0.8452380952380952,0.8284970238095237,8,participant_oof_per_repeat
b32_lr1e-3,4,0,Pre-Frail,0.6363636363636364,0.7777777777777778,0.8,0.788888888888889,0.7,0.8333333333333333,0.7026672200585244,9,participant_oof_per_repeat
b32_lr1e-3,4,1,Robust/Non-Frail,0.5833333333333334,0.5833333333333334,0.7058823529411765,0.6446078431372549,0.5833333333333334,0.6519607843137255,0.5336525443510737,12,participant_oof_per_repeat
b32_lr1e-3,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8214285714285714,0.7844251336898396,8,participant_oof_per_repeat
