case_id,predictive_rank,true_class,predicted_class,metric_source,count
b16_lr1e-4,2,0,0,participant_oof_pooled_repeats,28.0
b16_lr1e-4,2,0,1,participant_oof_pooled_repeats,15.0
b16_lr1e-4,2,0,2,participant_oof_pooled_repeats,2.0
b16_lr1e-4,2,1,0,participant_oof_pooled_repeats,22.0
b16_lr1e-4,2,1,1,participant_oof_pooled_repeats,27.0
b16_lr1e-4,2,1,2,participant_oof_pooled_repeats,11.0
b16_lr1e-4,2,2,0,participant_oof_pooled_repeats,6.0
b16_lr1e-4,2,2,1,participant_oof_pooled_repeats,11.0
b16_lr1e-4,2,2,2,participant_oof_pooled_repeats,23.0
b32_lr1e-4,3,0,0,participant_oof_pooled_repeats,25.0
b32_lr1e-4,3,0,1,participant_oof_pooled_repeats,16.0
b32_lr1e-4,3,0,2,participant_oof_pooled_repeats,4.0
b32_lr1e-4,3,1,0,participant_oof_pooled_repeats,17.0
b32_lr1e-4,3,1,1,participant_oof_pooled_repeats,30.0
b32_lr1e-4,3,1,2,participant_oof_pooled_repeats,13.0
b32_lr1e-4,3,2,0,participant_oof_pooled_repeats,7.0
b32_lr1e-4,3,2,1,participant_oof_pooled_repeats,13.0
b32_lr1e-4,3,2,2,participant_oof_pooled_repeats,20.0
b32_lr1e-3,1,0,0,participant_oof_pooled_repeats,33.0
b32_lr1e-3,1,0,1,participant_oof_pooled_repeats,11.0
b32_lr1e-3,1,0,2,participant_oof_pooled_repeats,1.0
b32_lr1e-3,1,1,0,participant_oof_pooled_repeats,23.0
b32_lr1e-3,1,1,1,participant_oof_pooled_repeats,30.0
b32_lr1e-3,1,1,2,participant_oof_pooled_repeats,7.0
b32_lr1e-3,1,2,0,participant_oof_pooled_repeats,6.0
b32_lr1e-3,1,2,1,participant_oof_pooled_repeats,16.0
b32_lr1e-3,1,2,2,participant_oof_pooled_repeats,18.0
