case_id,aggregation_view,declared_source_line,evidence_role,quality_weighting,quality_weight_source,class_order,class_names,confusion_matrix,metric_source
b16_lr1e-4,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[23, 21, 1], [21, 28, 11], [6, 13, 21]]",pooled_same_fitted_oof_report_reaggregation
b16_lr1e-4,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[23, 21, 1], [21, 28, 11], [6, 13, 21]]",pooled_same_fitted_oof_report_reaggregation
b16_lr1e-4,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[28, 15, 2], [22, 27, 11], [6, 11, 23]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-3,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[32, 12, 1], [21, 31, 8], [6, 16, 18]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-3,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[32, 12, 1], [21, 31, 8], [6, 16, 18]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-3,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[33, 11, 1], [23, 30, 7], [6, 16, 18]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-4,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[25, 15, 5], [16, 32, 12], [5, 13, 22]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-4,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[25, 15, 5], [15, 33, 12], [5, 13, 22]]",pooled_same_fitted_oof_report_reaggregation
b32_lr1e-4,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,"[0, 1, 2]","[""Pre-Frail"", ""Robust/Non-Frail"", ""Young""]","[[25, 16, 4], [17, 30, 13], [7, 13, 20]]",pooled_same_fitted_oof_report_reaggregation
