table,table_status,figure,figure_status,figure_path
static_peak_detector_summary,available,static_peak_detector_f1,generated,figures/static_peak_detector_f1.png
static_peak_detector_summary,available,static_peak_detector_sensitivity,generated,figures/static_peak_detector_sensitivity.png
static_peak_detector_summary,available,static_peak_detector_ppv,generated,figures/static_peak_detector_ppv.png
static_peak_detector_summary,available,static_peak_detector_interval_rmse,generated,figures/static_peak_detector_interval_rmse.png
static_peak_detector_summary,available,static_peak_detector_runtime,generated,figures/static_peak_detector_runtime.png
