case_id,status,repeat,fold,split_seed,training_seed,model_id,representation_mode,elapsed_seconds,retained_train_record_count,retained_oof_record_count,selected_record_count,oof_window_prediction_count,balanced_accuracy,macro_f1,abstention_aware_balanced_accuracy,abstention_aware_macro_precision,abstention_aware_macro_recall,abstention_aware_macro_f1,abstention_count,multiclass_log_loss,multiclass_brier,expected_calibration_error,worst_class_precision,worst_class_recall,worst_class_f1,coverage_rate,n_total,n_retained,n_dropped,confusion_matrix,class_order,per_class,abstention_counts_by_class,abstention_aware_per_class,abstention_probability_metrics_scope,operational_status,parameter_count,model_latency_p50_ms,model_latency_p95_ms
inception_full__l0_legacy64_w15_fixed10,passed,0,0,42,42,inception_full,raw,74.87030646699714,115,30,145,2634,0.5,0.41269841269841273,,,,,,1.51005393814419,0.7893249344919292,0.355656019870219,0.0,0.0,0.0,1.0,6,6,0,"[[1, 1, 0], [0, 2, 0], [0, 2, 0]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 1.0, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.5714285714285714, ""label"": 1, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
inception_full__l0_legacy64_w15_fixed10,passed,0,1,42,42,inception_full,raw,73.67081553000025,115,30,145,2595,0.5555555555555555,0.43333333333333335,,,,,,1.796061192732001,0.7094334519477637,0.17040713559387563,0.0,0.0,0.0,1.0,6,6,0,"[[0, 0, 2], [1, 2, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.8, ""label"": 1, ""precision"": 1.0, ""recall"": 0.6666666666666666, ""support"": 3}, {""f1"": 0.5, ""label"": 2, ""precision"": 0.3333333333333333, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
inception_full__l0_legacy64_w15_fixed10,passed,0,2,42,42,inception_full,raw,73.75326843099901,115,30,145,2642,0.5,0.4000000000000001,,,,,,1.1277788563887599,0.700289326780279,0.4817316292885959,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 1, 1], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.4, ""label"": 1, ""precision"": 0.3333333333333333, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.8, ""label"": 2, ""precision"": 0.6666666666666666, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
inception_full__l0_legacy64_w15_fixed10,passed,0,3,42,42,inception_full,raw,73.82856756498222,115,30,145,2640,1.0,1.0,,,,,,0.32372314189634216,0.16587123790751637,0.2548915336379704,1.0,1.0,1.0,1.0,6,6,0,"[[2, 0, 0], [0, 2, 0], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 1.0, ""label"": 0, ""precision"": 1.0, ""recall"": 1.0, ""support"": 2}, {""f1"": 1.0, ""label"": 1, ""precision"": 1.0, ""recall"": 1.0, ""support"": 2}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
inception_full__l0_legacy64_w15_fixed10,passed,0,4,42,42,inception_full,raw,77.44605050998507,120,25,145,2195,0.4444444444444444,0.3,,,,,,1.7736993175791653,0.9567044640468844,0.42885127764429676,0.0,0.0,0.0,1.0,5,5,0,"[[1, 0, 0], [2, 1, 0], [0, 1, 0]]","[0, 1, 2]","[{""f1"": 0.5, ""label"": 0, ""precision"": 0.3333333333333333, ""recall"": 1.0, ""support"": 1}, {""f1"": 0.4, ""label"": 1, ""precision"": 0.5, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l7_v2_training_bundle_fixed10,passed,0,0,42,42,compact_cnn,raw,762.3008992669929,115,30,145,3596,0.5,0.41269841269841273,,,,,,1.8684795298214876,0.8630473484551214,0.3681416053591827,0.0,0.0,0.0,1.0,6,6,0,"[[2, 0, 0], [1, 1, 0], [2, 0, 0]]","[0, 1, 2]","[{""f1"": 0.5714285714285714, ""label"": 0, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.6666666666666666, ""label"": 1, ""precision"": 1.0, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l7_v2_training_bundle_fixed10,passed,0,1,42,42,compact_cnn,raw,761.3982606370118,115,30,145,3544,0.7777777777777777,0.7222222222222222,,,,,,0.7526898125328474,0.48576569839309364,0.3896623874759998,1.0,0.3333333333333333,0.5,1.0,6,6,0,"[[2, 0, 0], [2, 1, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 0.5, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.5, ""label"": 1, ""precision"": 1.0, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l7_v2_training_bundle_fixed10,passed,0,2,42,42,compact_cnn,raw,759.81230813,115,30,145,3607,0.3333333333333333,0.16666666666666666,,,,,,1.506713732091541,0.9447603301892027,0.5838495674316562,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 2, 0], [0, 2, 0]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.5, ""label"": 1, ""precision"": 0.3333333333333333, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l7_v2_training_bundle_fixed10,passed,0,3,42,42,compact_cnn,raw,756.4589697420015,115,30,145,3591,0.5,0.41269841269841273,,,,,,1.8889696364181514,0.813602233919049,0.24984700017567807,0.0,0.0,0.0,1.0,6,6,0,"[[1, 0, 1], [0, 0, 2], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 1.0, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.0, ""label"": 1, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.5714285714285714, ""label"": 2, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l7_v2_training_bundle_fixed10,passed,0,4,42,42,compact_cnn,raw,759.819478238991,120,25,145,2995,0.6666666666666666,0.4666666666666666,,,,,,2.535088310679178,1.1625900301757217,0.6388154260497498,0.0,0.0,0.0,1.0,5,5,0,"[[1, 0, 0], [3, 0, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.4, ""label"": 0, ""precision"": 0.25, ""recall"": 1.0, ""support"": 1}, {""f1"": 0.0, ""label"": 1, ""precision"": 0.0, ""recall"": 0.0, ""support"": 3}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l5_uniform_replacement_fixed10,passed,0,0,42,42,compact_cnn,raw,770.8167282739887,115,30,145,3596,0.3333333333333333,0.19047619047619047,,,,,,2.30288328051004,0.9801115665740557,0.4737032391659896,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 2, 0], [1, 1, 0]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.5714285714285714, ""label"": 1, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l5_uniform_replacement_fixed10,passed,0,1,42,42,compact_cnn,raw,772.6825189870142,115,30,145,3544,0.7777777777777777,0.7222222222222222,,,,,,1.049159648049081,0.5374934919223885,0.39494223191632516,1.0,0.3333333333333333,0.5,1.0,6,6,0,"[[2, 0, 0], [2, 1, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 0.5, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.5, ""label"": 1, ""precision"": 1.0, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l5_uniform_replacement_fixed10,passed,0,2,42,42,compact_cnn,raw,768.2595242200186,115,30,145,3607,0.3333333333333333,0.27777777777777773,,,,,,1.1843956495353147,0.7811200732418974,0.31179203034738673,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 1, 1], [0, 1, 1]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.3333333333333333, ""label"": 1, ""precision"": 0.25, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.5, ""label"": 2, ""precision"": 0.5, ""recall"": 0.5, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l5_uniform_replacement_fixed10,passed,0,3,42,42,compact_cnn,raw,760.1044515420217,115,30,145,3591,0.3333333333333333,0.19047619047619047,,,,,,1.1487037558615976,0.728672171600187,0.32281992640617524,0.0,0.0,0.0,1.0,6,6,0,"[[0, 0, 2], [1, 0, 1], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.0, ""label"": 1, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.5714285714285714, ""label"": 2, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l5_uniform_replacement_fixed10,passed,0,4,42,42,compact_cnn,raw,775.5611983749841,120,25,145,2995,0.1111111111111111,0.13333333333333333,,,,,,1.274686797659068,0.8474970036689868,0.36534445807130045,0.0,0.0,0.0,1.0,5,5,0,"[[0, 0, 1], [0, 1, 2], [0, 1, 0]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1}, {""f1"": 0.4, ""label"": 1, ""precision"": 0.5, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l6_v2_line_b_balance_fixed10,passed,0,0,42,42,compact_cnn,raw,778.382302478014,115,30,145,3596,0.3333333333333333,0.26666666666666666,,,,,,2.186598426371016,0.9703328673428793,0.38775482735315936,0.0,0.0,0.0,1.0,6,6,0,"[[1, 1, 0], [1, 1, 0], [1, 1, 0]]","[0, 1, 2]","[{""f1"": 0.4, ""label"": 0, ""precision"": 0.3333333333333333, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.4, ""label"": 1, ""precision"": 0.3333333333333333, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l6_v2_line_b_balance_fixed10,passed,0,1,42,42,compact_cnn,raw,770.5908610619954,115,30,145,3544,0.7777777777777777,0.7222222222222222,,,,,,1.259448891070434,0.6042612981003466,0.2629276813900573,1.0,0.3333333333333333,0.5,1.0,6,6,0,"[[2, 0, 0], [2, 1, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 0.5, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.5, ""label"": 1, ""precision"": 1.0, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l6_v2_line_b_balance_fixed10,passed,0,2,42,42,compact_cnn,raw,758.711740985018,115,30,145,3607,0.5,0.4000000000000001,,,,,,0.909895603608791,0.5656809263979247,0.34555169053209683,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 1, 1], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.4, ""label"": 1, ""precision"": 0.3333333333333333, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.8, ""label"": 2, ""precision"": 0.6666666666666666, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l6_v2_line_b_balance_fixed10,passed,0,3,42,42,compact_cnn,raw,750.6444742299791,115,30,145,3591,0.5,0.38888888888888884,,,,,,1.6110356792406275,0.774098855998336,0.40901815563216615,0.0,0.0,0.0,1.0,6,6,0,"[[1, 0, 1], [1, 0, 1], [0, 0, 2]]","[0, 1, 2]","[{""f1"": 0.5, ""label"": 0, ""precision"": 0.5, ""recall"": 0.5, ""support"": 2}, {""f1"": 0.0, ""label"": 1, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.6666666666666666, ""label"": 2, ""precision"": 0.5, ""recall"": 1.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l6_v2_line_b_balance_fixed10,passed,0,4,42,42,compact_cnn,raw,753.4818646310014,120,25,145,2995,0.2222222222222222,0.19047619047619047,,,,,,1.0328195814887444,0.7178633142692965,0.38042407604880657,0.0,0.0,0.0,1.0,5,5,0,"[[0, 1, 0], [1, 2, 0], [0, 1, 0]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1}, {""f1"": 0.5714285714285714, ""label"": 1, ""precision"": 0.5, ""recall"": 0.6666666666666666, ""support"": 3}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 1}]",,,,not_requested,,,
compact_cnn__l4_v2_imu_fold_scaled_fixed10,passed,0,0,42,42,compact_cnn,raw,750.4790102879924,115,30,145,3596,0.3333333333333333,0.19047619047619047,,,,,,1.6868612162383343,0.9507781198767175,0.6394798585492929,0.0,0.0,0.0,1.0,6,6,0,"[[0, 2, 0], [0, 2, 0], [1, 1, 0]]","[0, 1, 2]","[{""f1"": 0.0, ""label"": 0, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}, {""f1"": 0.5714285714285714, ""label"": 1, ""precision"": 0.4, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.0, ""label"": 2, ""precision"": 0.0, ""recall"": 0.0, ""support"": 2}]",,,,not_requested,,,
compact_cnn__l4_v2_imu_fold_scaled_fixed10,passed,0,1,42,42,compact_cnn,raw,751.6663981589954,115,30,145,3544,0.7777777777777777,0.7222222222222222,,,,,,0.7679623171972493,0.4736755614858512,0.219893529928549,1.0,0.3333333333333333,0.5,1.0,6,6,0,"[[2, 0, 0], [2, 1, 0], [0, 0, 1]]","[0, 1, 2]","[{""f1"": 0.6666666666666666, ""label"": 0, ""precision"": 0.5, ""recall"": 1.0, ""support"": 2}, {""f1"": 0.5, ""label"": 1, ""precision"": 1.0, ""recall"": 0.3333333333333333, ""support"": 3}, {""f1"": 1.0, ""label"": 2, ""precision"": 1.0, ""recall"": 1.0, ""support"": 1}]",,,,not_requested,,,
