artifact_root,attempt,attempt_directory,case_id,config_sha256,elapsed_seconds,finished_utc,schema_version,started_utc,status,output_group,case_directory,resolved_config_path
attempts/attempt_002/experiment,2,attempts/attempt_002,inception_full__l0_legacy64_w15_fixed10,0105d87ad4d98b7685fe8b8ada3c73fbd3949c24768ff40d2ff7849bd2620bf1,374.8594186039991,2026-08-20T03:42:56+00:00,ppg_frailty.study_case_result.v2,2026-08-20T03:36:41+00:00,passed,raw,raw/inception_full__l0_legacy64_w15_fixed10,raw/inception_full__l0_legacy64_w15_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l7_v2_training_bundle_fixed10,979beca1ee4c81f0be2213a4f6e61c60527bb0cfa6bb978748488f9f1c811ba9,3801.350931916997,2026-08-20T04:46:17+00:00,ppg_frailty.study_case_result.v2,2026-08-20T03:42:56+00:00,passed,raw,raw/compact_cnn__l7_v2_training_bundle_fixed10,raw/compact_cnn__l7_v2_training_bundle_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l5_uniform_replacement_fixed10,07c6a13c82631a2b88de7266a32f07e8d68b4b16cf7928e4248f51aa8e1b63c8,3848.995919819019,2026-08-20T05:50:26+00:00,ppg_frailty.study_case_result.v2,2026-08-20T04:46:17+00:00,passed,raw,raw/compact_cnn__l5_uniform_replacement_fixed10,raw/compact_cnn__l5_uniform_replacement_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l6_v2_line_b_balance_fixed10,510d71e436c1958a0d2bd710fba57c67f62a140e8e78bec63c7fc662a5fde530,3813.3135716770194,2026-08-20T06:53:59+00:00,ppg_frailty.study_case_result.v2,2026-08-20T05:50:26+00:00,passed,raw,raw/compact_cnn__l6_v2_line_b_balance_fixed10,raw/compact_cnn__l6_v2_line_b_balance_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l4_v2_imu_fold_scaled_fixed10,e72882779062c4c495a8218892f97e089a47c2fa03b0028548137bb40b791191,3755.6518597039976,2026-08-20T07:56:35+00:00,ppg_frailty.study_case_result.v2,2026-08-20T06:53:59+00:00,passed,raw,raw/compact_cnn__l4_v2_imu_fold_scaled_fixed10,raw/compact_cnn__l4_v2_imu_fold_scaled_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l3_v2_imu_window_scaled_fixed10,e2ba76e22035f8ceefc5a11994a708402ea3f85e6958734c22f9baa29be46d48,3740.0186560889997,2026-08-20T08:58:55+00:00,ppg_frailty.study_case_result.v2,2026-08-20T07:56:35+00:00,passed,raw,raw/compact_cnn__l3_v2_imu_window_scaled_fixed10,raw/compact_cnn__l3_v2_imu_window_scaled_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l2_legacy400_w5_fixed10,69ee6526e7f2c0a7f504bad1e10b210fcd0035120c19ed60f507e5000a9dd4c9,213.65321734600002,2026-08-20T09:02:29+00:00,ppg_frailty.study_case_result.v2,2026-08-20T08:58:55+00:00,passed,raw,raw/compact_cnn__l2_legacy400_w5_fixed10,raw/compact_cnn__l2_legacy400_w5_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l1_legacy64_w5_fixed10,97456c5ca5846b3d346d26ee6834cb4cede99d1a5454f4d0e80fdd88251eb27f,185.73341665999033,2026-08-20T09:05:35+00:00,ppg_frailty.study_case_result.v2,2026-08-20T09:02:29+00:00,passed,raw,raw/compact_cnn__l1_legacy64_w5_fixed10,raw/compact_cnn__l1_legacy64_w5_fixed10/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,compact_cnn__l0_legacy64_w15_fixed10,9162526e51357e43195cb8ec35bb29c5559c228ea077fa4469f65125f2e8f8f6,175.4619420300005,2026-08-20T09:08:30+00:00,ppg_frailty.study_case_result.v2,2026-08-20T09:05:35+00:00,passed,raw,raw/compact_cnn__l0_legacy64_w15_fixed10,raw/compact_cnn__l0_legacy64_w15_fixed10/resolved_config.yaml
