audit_status,planned_case_count,planned_repeats,planned_folds,planned_cell_count,observed_cell_count,split_seed_by_repeat,error_count,not_verifiable_count,scope,training_or_report_gate
PASS,9,[0],"[0, 1, 2, 3, 4]",45,45,"{""0"": [42]}",0,0,manifest_cases_and_selected_artifact_roots_only,False
