case_id,changed_values,config_sha256,is_reference,config_id,output_group,catalog_entry,screen_profile_id,rationale,case_directory,resolved_config_path
inception_full__l0_legacy64_w15_fixed10,"{""study.catalog_entry"": ""inception_full"", ""study.legacy_bridge_profile"": ""L0"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l0""}",0105d87ad4d98b7685fe8b8ada3c73fbd3949c24768ff40d2ff7849bd2620bf1,False,formal_inception_full_line_b_v2__legacy_bridge_l0,raw,inception_full,legacy_bridge_l0,InceptionTimeFull single-network architecture under the complete L0 historical-approximate input and training contract.,raw/inception_full__l0_legacy64_w15_fixed10,raw/inception_full__l0_legacy64_w15_fixed10/resolved_config.yaml
compact_cnn__l7_v2_training_bundle_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L7"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l7""}",979beca1ee4c81f0be2213a4f6e61c60527bb0cfa6bb978748488f9f1c811ba9,False,formal_compact_cnn_line_b_v2__legacy_bridge_l7,raw,compact_cnn,legacy_bridge_l7,CompactCNN L7; execute first but compare only with numeric predecessor L6.,raw/compact_cnn__l7_v2_training_bundle_fixed10,raw/compact_cnn__l7_v2_training_bundle_fixed10/resolved_config.yaml
compact_cnn__l5_uniform_replacement_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L5"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l5""}",07c6a13c82631a2b88de7266a32f07e8d68b4b16cf7928e4248f51aa8e1b63c8,False,formal_compact_cnn_line_b_v2__legacy_bridge_l5,raw,compact_cnn,legacy_bridge_l5,CompactCNN L5; uniform replacement mechanics with historical window-count class weights.,raw/compact_cnn__l5_uniform_replacement_fixed10,raw/compact_cnn__l5_uniform_replacement_fixed10/resolved_config.yaml
compact_cnn__l6_v2_line_b_balance_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L6"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l6""}",510d71e436c1958a0d2bd710fba57c67f62a140e8e78bec63c7fc662a5fde530,False,formal_compact_cnn_line_b_v2__legacy_bridge_l6,raw,compact_cnn,legacy_bridge_l6,CompactCNN L6; Line-B hierarchy sampling plus V2 participant-count class weights as one named balance-policy bundle.,raw/compact_cnn__l6_v2_line_b_balance_fixed10,raw/compact_cnn__l6_v2_line_b_balance_fixed10/resolved_config.yaml
compact_cnn__l4_v2_imu_fold_scaled_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L4"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l4""}",e72882779062c4c495a8218892f97e089a47c2fa03b0028548137bb40b791191,False,formal_compact_cnn_line_b_v2__legacy_bridge_l4,raw,compact_cnn,legacy_bridge_l4,CompactCNN L4; change IMU normalization from per-window to outer-training-participant-only scaling.,raw/compact_cnn__l4_v2_imu_fold_scaled_fixed10,raw/compact_cnn__l4_v2_imu_fold_scaled_fixed10/resolved_config.yaml
compact_cnn__l3_v2_imu_window_scaled_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L3"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l3""}",e2ba76e22035f8ceefc5a11994a708402ea3f85e6958734c22f9baa29be46d48,False,formal_compact_cnn_line_b_v2__legacy_bridge_l3,raw,compact_cnn,legacy_bridge_l3,"CompactCNN L3; V2 IMU units, B calibration, EKF and dynamic-acceleration semantics while retaining per-window scaling.",raw/compact_cnn__l3_v2_imu_window_scaled_fixed10,raw/compact_cnn__l3_v2_imu_window_scaled_fixed10/resolved_config.yaml
compact_cnn__l2_legacy400_w5_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L2"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l2""}",69ee6526e7f2c0a7f504bad1e10b210fcd0035120c19ed60f507e5000a9dd4c9,False,formal_compact_cnn_line_b_v2__legacy_bridge_l2,raw,compact_cnn,legacy_bridge_l2,CompactCNN L2; change only the deep-learning sample rate from 64 Hz to 400 Hz.,raw/compact_cnn__l2_legacy400_w5_fixed10,raw/compact_cnn__l2_legacy400_w5_fixed10/resolved_config.yaml
compact_cnn__l1_legacy64_w5_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L1"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l1""}",97456c5ca5846b3d346d26ee6834cb4cede99d1a5454f4d0e80fdd88251eb27f,False,formal_compact_cnn_line_b_v2__legacy_bridge_l1,raw,compact_cnn,legacy_bridge_l1,CompactCNN L1; change only the window plan from historical 15/3/90-percent to complete 5/2.5/cap-128.,raw/compact_cnn__l1_legacy64_w5_fixed10,raw/compact_cnn__l1_legacy64_w5_fixed10/resolved_config.yaml
compact_cnn__l0_legacy64_w15_fixed10,"{""study.catalog_entry"": ""compact_cnn"", ""study.legacy_bridge_profile"": ""L0"", ""study.legacy_bridge_runtime"": ""implemented_advisory_audit_v1"", ""study.screen_profile_id"": ""legacy_bridge_l0""}",9162526e51357e43195cb8ec35bb29c5559c228ea077fa4469f65125f2e8f8f6,True,formal_compact_cnn_line_b_v2__legacy_bridge_l0,raw,compact_cnn,legacy_bridge_l0,CompactCNN complete L0 historical-approximate input and training baseline.,raw/compact_cnn__l0_legacy64_w15_fixed10,raw/compact_cnn__l0_legacy64_w15_fixed10/resolved_config.yaml
