true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.5777777777777777,0.35555555555555557,0.06666666666666667
Robust/Non-Frail,0.31666666666666665,0.5833333333333334,0.1
Young,0.05,0.275,0.675
