true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6222222222222222,0.37777777777777777,0.0
Robust/Non-Frail,0.2833333333333333,0.5666666666666667,0.15
Young,0.025,0.3,0.675
