overfit_rank,rank,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,overfit_stage,overfit_config_id,overfit_config_name,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,dynamic_data_mode,stage2_fixed_epoch,n_repeats,validation_subject_balanced_accuracy_mean,validation_subject_balanced_accuracy_std,validation_subject_balanced_accuracy_ci95_low,validation_subject_balanced_accuracy_ci95_high,validation_subject_balanced_accuracy_min,validation_subject_balanced_accuracy_max,validation_subject_macro_f1_mean,validation_subject_macro_f1_std,validation_subject_macro_f1_ci95_low,validation_subject_macro_f1_ci95_high,validation_subject_macro_f1_min,validation_subject_macro_f1_max,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_ci95_low,subject_balanced_accuracy_ci95_high,subject_balanced_accuracy_min,subject_balanced_accuracy_max,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_ci95_low,subject_macro_f1_ci95_high,subject_macro_f1_min,subject_macro_f1_max,worst_class_recall_mean,worst_class_recall_std,worst_class_recall_ci95_low,worst_class_recall_ci95_high,worst_class_recall_min,worst_class_recall_max,worst_class_f1_mean,worst_class_f1_std,worst_class_f1_ci95_low,worst_class_f1_ci95_high,worst_class_f1_min,worst_class_f1_max,best_epoch_mean,best_epoch_std,best_epoch_ci95_low,best_epoch_ci95_high,best_epoch_min,best_epoch_max,duration_sec_mean,duration_sec_std,duration_sec_ci95_low,duration_sec_ci95_high,duration_sec_min,duration_sec_max,best_epoch_train_balanced_accuracy_mean,best_epoch_train_balanced_accuracy_std,best_epoch_train_balanced_accuracy_ci95_low,best_epoch_train_balanced_accuracy_ci95_high,best_epoch_train_balanced_accuracy_min,best_epoch_train_balanced_accuracy_max,best_epoch_val_balanced_accuracy_mean,best_epoch_val_balanced_accuracy_std,best_epoch_val_balanced_accuracy_ci95_low,best_epoch_val_balanced_accuracy_ci95_high,best_epoch_val_balanced_accuracy_min,best_epoch_val_balanced_accuracy_max,train_val_balanced_accuracy_gap_mean,train_val_balanced_accuracy_gap_std,train_val_balanced_accuracy_gap_ci95_low,train_val_balanced_accuracy_gap_ci95_high,train_val_balanced_accuracy_gap_min,train_val_balanced_accuracy_gap_max,best_epoch_train_loss_mean,best_epoch_train_loss_std,best_epoch_train_loss_ci95_low,best_epoch_train_loss_ci95_high,best_epoch_train_loss_min,best_epoch_train_loss_max,best_epoch_val_loss_mean,best_epoch_val_loss_std,best_epoch_val_loss_ci95_low,best_epoch_val_loss_ci95_high,best_epoch_val_loss_min,best_epoch_val_loss_max,val_train_loss_gap_mean,val_train_loss_gap_std,val_train_loss_gap_ci95_low,val_train_loss_gap_ci95_high,val_train_loss_gap_min,val_train_loss_gap_max
1,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_085,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep10,main_effect,dropout,0.0,0.001,0.0005,0.0,0.1,static_only,0,5,0.6231481481481482,0.06995184998892041,0.5363053788212657,0.7099909174750307,0.5370370370370371,0.7083333333333334,0.6257815229594743,0.07700891353659431,0.5301776566509842,0.7213853892679645,0.5238095238095238,0.7050915331807781,0.6231481481481482,0.06995184998892041,0.5363053788212657,0.7099909174750307,0.5370370370370371,0.7083333333333334,0.6257815229594743,0.07700891353659431,0.5301776566509842,0.7213853892679645,0.5238095238095238,0.7050915331807781,0.49722222222222223,0.11553685746158569,0.35378726427788487,0.6406571801665596,0.3333333333333333,0.625,0.5262652096411686,0.11840175189720176,0.3792735856950389,0.6732568335872984,0.36363636363636365,0.6666666666666666,10.0,0.0,10.0,10.0,10.0,10.0,141.84506332222372,5.235491523373022,135.3453841464886,148.34474249795883,133.2021940164268,145.98200825974345,0.9985835158530796,0.0002655394350160796,0.9982538579540255,0.9989131737521336,0.9982690796708896,0.998993630265554,0.5587153750325096,0.017810203021774336,0.5366046323869631,0.580826117678056,0.5346292143740593,0.583458162831925,0.43986814082057013,0.017975734739271016,0.4175518963511101,0.46218438529003014,0.41481091683896465,0.46398809013166276,0.31019158388743084,0.0009112741528102193,0.3090602689749792,0.3113228987998825,0.3088136287988206,0.31108385607952826,1.2244382776291975,0.07127085636090125,1.135958008134403,1.3129185471239921,1.1466518296996042,1.3159402931340913,0.9142466937417666,0.07195859509768501,0.8249126207166131,1.00358076676692,0.8365024202697959,1.0071266643352708
2,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_091,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep10,main_effect,dropout,0.7,0.001,0.0005,0.7,0.1,static_only,0,5,0.6212962962962962,0.05107301989082079,0.5578909326653366,0.6847016599272558,0.5648148148148148,0.6712962962962963,0.6219408948240555,0.04117067723899425,0.5708289424301758,0.6730528472179351,0.5703661327231121,0.6650326797385621,0.6212962962962962,0.05107301989082079,0.5578909326653366,0.6847016599272558,0.5648148148148148,0.6712962962962963,0.6219408948240555,0.04117067723899425,0.5708289424301758,0.6730528472179351,0.5703661327231121,0.6650326797385621,0.5,0.07081971546656647,0.412079806109022,0.5879201938909779,0.4166666666666667,0.5833333333333334,0.5299089026915114,0.06210290067352716,0.4528103287642222,0.6070074766188005,0.43478260869565216,0.5833333333333334,10.0,0.0,10.0,10.0,10.0,10.0,141.53674943484367,1.9746511896279666,139.08528921200357,143.98820965768377,139.149484786205,143.1055106567219,0.9931553272823989,0.00022158210755007982,0.9928802408642986,0.9934304137004991,0.9929706798493767,0.9934709484412126,0.5690632367895169,0.04140165116883235,0.5176645383594333,0.6204619352196005,0.5026627657689106,0.615691742233776,0.4240920904928821,0.04138576380108613,0.37271311567286197,0.47547106531290223,0.3772789376156007,0.49031907164013266,0.3466192946972132,0.0006574872495100682,0.345803047327721,0.3474355420667054,0.3455942926435011,0.34727367561725764,1.2150599783770564,0.08461800177498914,1.1100096957868026,1.32011026096731,1.105079328763477,1.32023624337381,0.8684406836798434,0.08410991357351381,0.7640211747787119,0.9728601925809749,0.7594850361199759,0.9729625677565523
3,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_105,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep10,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,0.001,0.005,0.5,0.2,static_only,0,5,0.6157407407407407,0.037753487107176124,0.568871110092613,0.6626103713888684,0.5601851851851852,0.6574074074074074,0.6253964850154109,0.03887824572457052,0.5771305059765791,0.6736624640542427,0.5750000000000001,0.6678733031674208,0.6157407407407407,0.037753487107176124,0.568871110092613,0.6626103713888684,0.5601851851851852,0.6574074074074074,0.6253964850154109,0.03887824572457052,0.5771305059765791,0.6736624640542427,0.5750000000000001,0.6678733031674208,0.475,0.06832429931249358,0.39017777777777773,0.5598222222222222,0.375,0.5555555555555556,0.5411125319693094,0.063829670605771,0.46187023370978036,0.6203548302288385,0.47058823529411764,0.625,10.0,0.0,10.0,10.0,10.0,10.0,132.3955298099667,0.4003395755597634,131.89852226237124,132.89253735756213,131.94215413369238,133.00675123278052,0.9960829191060541,0.00048677022482855196,0.9954786109375542,0.9966872272745539,0.9955470594836366,0.9967629615883535,0.5606854120659601,0.023291067459326617,0.5317703683742274,0.5896004557576928,0.5421087461711214,0.5916380456740649,0.43539750704009406,0.023143617027962034,0.40666551788945177,0.46412949619073635,0.4051249159142887,0.4535699554569218,0.5220549598820255,0.0009921096804349587,0.5208232904960318,0.5232866292680193,0.5206467083746202,0.5231648853064048,1.146363741551753,0.00774513953979581,1.136748422349108,1.1559790607543978,1.138237933049137,1.1572555115565426,0.6243087816697276,0.007909792729253524,0.6144890513049293,0.6341285120345259,0.6150730477427322,0.6344417197736139
4,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.9,stage1,s1_163,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep15,main_effect,dropout,0.5,0.001,0.0005,0.5,0.1,static_only,0,5,0.612037037037037,0.030604618298219314,0.574042476383809,0.6500315976902651,0.5879629629629629,0.6574074074074074,0.6168286224227805,0.029222468344174073,0.5805499524808534,0.6531072923647075,0.5921052631578947,0.6569607843137256,0.612037037037037,0.030604618298219314,0.574042476383809,0.6500315976902651,0.5879629629629629,0.6574074074074074,0.6168286224227805,0.029222468344174073,0.5805499524808534,0.6531072923647075,0.5921052631578947,0.6569607843137256,0.5444444444444445,0.024845199749997673,0.5136000000000001,0.575288888888889,0.5,0.5555555555555556,0.5568332062039156,0.04127009642820288,0.50559782837216,0.6080685840356712,0.5217391304347826,0.625,15.0,0.0,15.0,15.0,15.0,15.0,215.21800370104611,3.2770861477454134,211.1496161396299,219.28639126246233,211.54926533903927,218.50084792170674,0.9977959036089242,0.00027990264756816674,0.997448414285045,0.9981433929328034,0.9973510996851376,0.9980325802989883,0.5667939360100475,0.04559112873537244,0.5101941480595464,0.6233937239605485,0.5151174230211959,0.6340191607415266,0.43100196759887693,0.04543007524552232,0.3746021219096679,0.48740181328808596,0.36388513243732945,0.4822336766639417,0.32103060398193217,0.000683057531780496,0.320182612003467,0.32187859596039736,0.32049673790197464,0.32215098743976006,1.2488436883946659,0.06051440630588904,1.1737171745339467,1.323970202255385,1.1609189801217557,1.3070139614896201,0.9278130844127336,0.06036113534980776,0.8528768510704795,1.0027493177549875,0.8397319567136052,0.98486297404986
5,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_079,main_effect_weight_decay-0p0001_lr0.001_wd0.0001_do0.2_ls0.1_mw90_ep10,main_effect,weight_decay,0.0001,0.001,0.0001,0.2,0.1,static_only,0,5,0.6064814814814816,0.04049272149198126,0.5562111873791412,0.656751775583822,0.5601851851851852,0.6620370370370371,0.6126155457391156,0.0365184878531369,0.567279123367172,0.6579519681110592,0.5643274853801169,0.6634615384615384,0.6064814814814816,0.04049272149198126,0.5562111873791412,0.656751775583822,0.5601851851851852,0.6620370370370371,0.6126155457391156,0.0365184878531369,0.567279123367172,0.6579519681110592,0.5643274853801169,0.6634615384615384,0.47777777777777775,0.030429030972509243,0.4400012026335216,0.5155543529220339,0.4444444444444444,0.5,0.5154589371980677,0.024311087227219585,0.4852775747252589,0.5456402996708765,0.5,0.5555555555555556,10.0,0.0,10.0,10.0,10.0,10.0,143.6554935593158,0.4105056396519367,143.14586519956086,144.16512191907074,143.06494787428528,144.2124540330842,0.9973744810680076,0.00023177111794090447,0.9970867453507226,0.9976622167852927,0.9971469818208938,0.9977607595539746,0.5546819500383747,0.04052208113252806,0.5043752069716119,0.6049886931051376,0.5033160570342564,0.6092519973632533,0.44269253102963296,0.04031076631648764,0.392648127898521,0.49273693416074493,0.3885087621907213,0.49383092478663737,0.3177667705205554,0.0006496456287123473,0.31696025824836505,0.31857328279274577,0.31677911882372045,0.3185115825485788,1.2126155813327344,0.05070581531318438,1.1496660893111248,1.275565073354344,1.178003139410673,1.3011915564616001,0.894848810812179,0.05055298276242699,0.8320890550441948,0.9576085665801632,0.8612240205869525,0.9831794735915257
6,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_075,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep10,main_effect,baseline,base,0.001,0.0005,0.2,0.1,static_only,0,5,0.6046296296296296,0.053451675545820816,0.5382712483960195,0.6709880108632398,0.5555555555555555,0.6898148148148149,0.6124108514157423,0.056701159758817725,0.5420183494550129,0.6828033533764716,0.5610025062656642,0.6999999999999998,0.6046296296296296,0.053451675545820816,0.5382712483960195,0.6709880108632398,0.5555555555555555,0.6898148148148149,0.6124108514157423,0.056701159758817725,0.5420183494550129,0.6828033533764716,0.5610025062656642,0.6999999999999998,0.48888888888888893,0.04648111258522644,0.4311842171906419,0.5465935605871359,0.4444444444444444,0.5555555555555556,0.5121125319693094,0.04687627776835701,0.45391727655025926,0.5703077873883595,0.47058823529411764,0.5882352941176471,10.0,0.0,10.0,10.0,10.0,10.0,144.53521103933454,0.9135084625750701,143.40112230964223,145.66929976902685,143.52210613992065,145.55854800902307,0.9971706780016195,0.0002066881103664478,0.9969140819588558,0.9974272740443832,0.9968719141101084,0.9973932949866848,0.5604420864901704,0.030799101266507277,0.5222060820501702,0.5986780909301705,0.52220340877232,0.5948888120004483,0.43672859151144916,0.030837643477572247,0.398444738267659,0.4750124447552393,0.40250448298623653,0.4751157602517797,0.31809512447616944,0.0008293858210745713,0.3170654710566534,0.3191247778956855,0.31705170451473463,0.3192660065584575,1.1742956656761723,0.06287393751072635,1.0962398765471977,1.2523514548051469,1.0987336379217472,1.2618632622313413,0.8562005412000027,0.06339600330824982,0.7774966256864512,0.9349044567135542,0.7794676313632897,0.9442340736363681
7,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.9,stage1,s1_077,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep10,main_effect,weight_decay,1e-05,0.001,1e-05,0.2,0.1,static_only,0,5,0.6037037037037039,0.06103390184324816,0.5279322543462914,0.6794751530611163,0.5,0.6620370370370371,0.6117921668592463,0.06727939148334766,0.5282671610735978,0.6953171726448948,0.4936274509803922,0.6620370370370371,0.6037037037037039,0.06103390184324816,0.5279322543462914,0.6794751530611163,0.5,0.6620370370370371,0.6117921668592463,0.06727939148334766,0.5282671610735978,0.6953171726448948,0.4936274509803922,0.6620370370370371,0.5222222222222221,0.10650160840378232,0.3900042092173257,0.6544402352271186,0.3333333333333333,0.5833333333333334,0.5247076023391812,0.08694898123446157,0.41676349047155,0.6326517142068125,0.375,0.5833333333333334,10.0,0.0,10.0,10.0,10.0,10.0,144.17561547514052,0.49700540445473995,143.5586006899688,144.79263026031222,143.71282984130085,145.0261593842879,0.9972788520806919,0.0004282330950237414,0.9967472157065977,0.997810488454786,0.9968491731748476,0.997838041579025,0.5573045286958302,0.02191913099377973,0.5300926960275015,0.584516361364159,0.5291880740997417,0.5796457908127793,0.4399743233848616,0.02199313456293271,0.4126706178799126,0.46727802888981057,0.4172572439771731,0.46839371640551364,0.3181009208125528,0.0012042806702869838,0.3166058485811376,0.319595993043968,0.31648751166521283,0.319352703558727,1.18598063102884,0.06752946099582613,1.1021451727106097,1.2698160893470705,1.0993853674230754,1.2715584915990923,0.8678797102162873,0.06839704296291324,0.7829671793023809,0.9527922411301937,0.7805428362185167,0.954357822847284
8,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.9,stage1,s1_165,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep15,main_effect,dropout,0.7,0.001,0.0005,0.7,0.1,static_only,0,5,0.6037037037037036,0.03936546605459504,0.5548328577065514,0.6525745497008558,0.5509259259259259,0.6574074074074074,0.6002175914784161,0.03490889301548389,0.5568794246668071,0.6435557582900252,0.5617283950617283,0.6574074074074074,0.6037037037037036,0.03936546605459504,0.5548328577065514,0.6525745497008558,0.5509259259259259,0.6574074074074074,0.6002175914784161,0.03490889301548389,0.5568794246668071,0.6435557582900252,0.5617283950617283,0.6574074074074074,0.47777777777777775,0.09296222517045286,0.36236843438128374,0.5931871211742717,0.3333333333333333,0.5555555555555556,0.5007220950928045,0.059684426809166295,0.4266259716791051,0.5748182185065039,0.4,0.5555555555555556,15.0,0.0,15.0,15.0,15.0,15.0,211.97883568573744,1.3783612029614232,210.26764857607753,213.69002279539734,210.0535886315629,213.5692579448223,0.9969051897663936,0.0004966948272106963,0.9962885605519819,0.9975218189808054,0.9964400839314674,0.9977248374835377,0.5658990869187024,0.01868948264075284,0.5426967494527634,0.5891014243846414,0.5464114843898384,0.5968763078470276,0.43100610284769114,0.018281617840553124,0.408310115231912,0.45370209046347026,0.4008485296365101,0.4503911600443825,0.33483795562088464,0.0011837453986257814,0.33336837720929297,0.3363075340324763,0.3335035328039132,0.336464510437405,1.2343078238416263,0.07823995563369004,1.137175661928564,1.3314399857546886,1.1185419486579256,1.3342648514319593,0.8994698682207416,0.07731201922997792,0.8034897068204655,0.9954500296210177,0.7850384158540124,0.9978003409945543
9,2,inceptiontime,inception_time,0,10,0,5.0,2.5,50.0,0.7,stage1,s1_099,main_effect_max_windows_fraction-0p7_lr0.001_wd0.0005_do0.2_ls0.1_mw70_ep10,main_effect,max_windows_fraction,0.7,0.001,0.0005,0.2,0.1,static_only,0,5,0.6027777777777776,0.08438127104166128,0.4980213880934333,0.7075341674621219,0.5092592592592592,0.6944444444444443,0.6099287283794844,0.08710895141821168,0.5017860191371049,0.718071437621864,0.5261158594491927,0.7016687016687017,0.6027777777777776,0.08438127104166128,0.4980213880934333,0.7075341674621219,0.5092592592592592,0.6944444444444443,0.6099287283794844,0.08710895141821168,0.5017860191371049,0.718071437621864,0.5261158594491927,0.7016687016687017,0.5277777777777779,0.10015420209622192,0.4034398471706847,0.6521157083848711,0.4166666666666667,0.6666666666666666,0.5243834223239258,0.08344583626109034,0.4207883421243532,0.6279785025234983,0.43478260869565216,0.631578947368421,10.0,0.0,10.0,10.0,10.0,10.0,104.47840094305575,0.5683623431648891,103.77279902017061,105.18400286594088,103.6606307439506,105.08452893979847,0.9963131930109931,0.000478611821502263,0.9957190132141982,0.996907372807788,0.995865475366446,0.9971168840735929,0.5627179582094691,0.029997014763996424,0.525477716042072,0.5999582003768662,0.5378243105597781,0.6041078302742455,0.43359523480152384,0.030288393479785427,0.39599325617388964,0.47119721342915805,0.39175764509220046,0.4583001616753576,0.32219347742025184,0.0009322637099635937,0.3210361047084649,0.3233508501320388,0.32084466157734515,0.3230933974152168,1.1976817465620386,0.06607883455825748,1.115647190108694,1.2797163030153833,1.1317952839480114,1.3037499042495777,0.8754882691417867,0.066656269725945,0.7927368471719952,0.9582396911115781,0.8091164016614154,0.9829052426722326
10,2,inceptiontime,inception_time,0,15,0,5.0,2.5,50.0,0.7,stage1,s1_183,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p7_lr0.001_wd0.01_do0.6_ls0.3_mw70_ep15,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.7,0.001,0.01,0.6,0.3,static_only,0,5,0.6027777777777776,0.04576079182648731,0.5459673590478574,0.6595881965076978,0.5416666666666666,0.6527777777777778,0.5991478174454797,0.03961087046553501,0.5499723104757523,0.6483233244152071,0.5532731611162984,0.6468253968253969,0.6027777777777776,0.04576079182648731,0.5459673590478574,0.6595881965076978,0.5416666666666666,0.6527777777777778,0.5991478174454797,0.03961087046553501,0.5499723104757523,0.6483233244152071,0.5532731611162984,0.6468253968253969,0.4111111111111111,0.09086348463220073,0.298307280513339,0.5239149417088832,0.3333333333333333,0.5555555555555556,0.4500368568480024,0.06313536967177219,0.3716565088566113,0.5284172048393935,0.35294117647058826,0.5,15.0,0.0,15.0,15.0,15.0,15.0,172.55563913788646,0.5923388710142994,171.8202711962668,173.29100707950613,171.95506584458053,173.36853515077382,0.9967761088700406,0.0002573618675107679,0.996456603134348,0.9970956146057333,0.9964736828420202,0.9970818550252618,0.5611916090288621,0.02736057893159697,0.5272244095168694,0.5951588085408548,0.5307322021294845,0.6042478363048126,0.43558449984117864,0.027501318619585643,0.4014425769407256,0.4697264227416317,0.3923559578009236,0.4662626172064811,0.6754733226703101,0.0007076451278011569,0.6745948060533992,0.6763518392872211,0.6744400482328337,0.676337518977708,1.1209684136775881,0.024747627985833884,1.090245101157595,1.1516917261975812,1.082750753700777,1.1421839187947342,0.445495091007278,0.024715086843583894,0.41481217717453195,0.4761780048400241,0.40743888474511725,0.4677438705619006
