model,factor_id,reference_profile,variant_profile,reference_case_id,variant_case_id,repeat,fold,reference_native_aggregation_view,variant_native_aggregation_view,contrast_metrics_available,inference,reference_native_balanced_accuracy,variant_native_balanced_accuracy,delta_native_balanced_accuracy,reference_native_macro_f1,variant_native_macro_f1,delta_native_macro_f1,reference_native_worst_class_f1,variant_native_worst_class_f1,delta_native_worst_class_f1
CompactCNN1D,window_plan,B0,B2,compact_cnn__B0_star_fixed10,compact_cnn__B2_star_fixed10,4,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.19047619047619047,0.6666666666666666,0.47619047619047616,0.0,0.5,0.5
CompactCNN1D,window_plan,B0,B2,compact_cnn__B0_star_fixed10,compact_cnn__B2_star_fixed10,4,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.35555555555555557,0.27777777777777773,-0.07777777777777783,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,0,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.16666666666666666,-0.33333333333333337,0.41269841269841273,0.09523809523809523,-0.3174603174603175,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,0,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5555555555555555,0.0,0.43333333333333335,0.5238095238095238,0.09047619047619049,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,0,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.4000000000000001,0.41269841269841273,0.012698412698412653,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,0,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.6666666666666666,-0.33333333333333337
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,0,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.4444444444444444,0.4444444444444444,0.0,0.3,0.3,0.0,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,1,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5,-0.05555555555555547,0.5793650793650794,0.4444444444444444,-0.134920634920635,0.5,0.0,-0.5
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,1,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7222222222222222,0.7222222222222222,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,1,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.43333333333333335,0.27777777777777773,-0.1555555555555556,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,1,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.4666666666666666,0.19047619047619047,-0.27619047619047615,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,1,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.8333333333333334,0.16666666666666674,0.5555555555555555,0.8222222222222223,0.26666666666666683,0.0,0.6666666666666666,0.6666666666666666
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,2,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5555555555555555,0.0,0.41269841269841273,0.41269841269841273,0.0,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,2,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.8333333333333334,0.5,-0.33333333333333337,0.8222222222222223,0.5222222222222223,-0.30000000000000004,0.6666666666666666,0.4,-0.2666666666666666
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,2,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.3333333333333333,0.43333333333333335,0.10000000000000003,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,2,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555555,-0.11111111111111116,0.6666666666666666,0.0,-0.6666666666666666
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,2,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.5,0.16666666666666669,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,3,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7777777777777777,0.7222222222222222,-0.05555555555555547,0.7222222222222222,0.7222222222222222,0.0,0.5,0.5,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,3,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,3,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.5,-0.16666666666666663,0.6666666666666666,0.38888888888888884,-0.2777777777777778,0.5,0.0,-0.5
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,3,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,0.6666666666666666,0.6666666666666666
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,3,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6190476190476191,0.25,-0.36904761904761907,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,4,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.5,-0.16666666666666663,0.5555555555555555,0.4444444444444444,-0.11111111111111105,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,4,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.38888888888888884,0.5555555555555555,0.16666666666666663,0.35714285714285715,0.48888888888888893,0.13174603174603178,0.0,0.0,0.0
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,4,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.611111111111111,0.16666666666666666,-0.4444444444444444,0.6,0.1111111111111111,-0.4888888888888889,0.4,0.0,-0.4
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,4,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3,0.611111111111111,0.31111111111111106,0.0,0.5,0.5
InceptionTimeFull,window_plan,B0,B2,inception_full__B0_star_fixed10,inception_full__B2_star_fixed10,4,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.5222222222222223,0.4000000000000001,-0.12222222222222218,0.4,0.0,-0.4
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,0,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.5,0.19047619047619047,-0.30952380952380953,0.5,0.0,-0.5
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,0,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.611111111111111,0.7222222222222222,0.11111111111111116,0.5,0.7222222222222222,0.2222222222222222,0.5,0.5,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,0,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.16666666666666666,0.16666666666666666,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,0,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.5,0.6555555555555556,0.15555555555555556,0.5,0.5,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,0,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.5555555555555555,-0.11111111111111116,0.38888888888888884,0.4444444444444444,0.05555555555555558,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,1,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.27777777777777773,-0.22222222222222227,0.4166666666666667,0.22857142857142856,-0.18809523809523812,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,1,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7222222222222222,0.27777777777777773,-0.4444444444444445,0.6666666666666666,0.27777777777777773,-0.3888888888888889,0.6666666666666666,0.0,-0.6666666666666666
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,1,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.19047619047619047,0.16666666666666666,-0.023809523809523808,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,1,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.16666666666666666,-0.33333333333333337,0.43333333333333335,0.1111111111111111,-0.32222222222222224,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,1,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.8333333333333334,0.6666666666666666,-0.16666666666666674,0.8222222222222223,0.48888888888888893,-0.33333333333333337,0.6666666666666666,0.0,-0.6666666666666666
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,2,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.611111111111111,0.6666666666666666,0.05555555555555558,0.5222222222222221,0.5833333333333334,0.06111111111111123,0.4,0.0,-0.4
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,2,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.8333333333333334,0.8333333333333334,0.0,0.8222222222222223,0.8222222222222223,0.0,0.6666666666666666,0.6666666666666666,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,2,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.43333333333333335,0.13333333333333333,-0.30000000000000004,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,2,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333,0.6666666666666666,0.0,-0.6666666666666666
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,2,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.19047619047619047,0.2222222222222222,0.031746031746031744,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,3,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7777777777777777,0.5555555555555555,-0.2222222222222222,0.7222222222222222,0.5238095238095238,-0.19841269841269837,0.5,0.0,-0.5
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,3,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.41269841269841273,0.41269841269841273,0.0,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,3,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.41269841269841273,0.5333333333333333,0.1206349206349206,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,3,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.4444444444444444,0.5222222222222223,0.07777777777777783,0.0,0.4,0.4
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,3,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,4,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.5555555555555555,0.5555555555555555,0.0,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,4,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.4444444444444444,0.3333333333333333,-0.1111111111111111,0.35714285714285715,0.16666666666666666,-0.1904761904761905,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,4,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7222222222222222,0.7222222222222222,0.0,0.7222222222222222,0.7222222222222222,0.0,0.5,0.5,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,4,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,0.0,0.0
CompactCNN1D,imu_preprocessing,B0,B3,compact_cnn__B0_star_fixed10,compact_cnn__B3_star_fixed10,4,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.5,0.16666666666666669,0.35555555555555557,0.41269841269841273,0.05714285714285716,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,0,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.41269841269841273,0.38888888888888884,-0.02380952380952389,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,0,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5,-0.05555555555555547,0.43333333333333335,0.3,-0.13333333333333336,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,0,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.4000000000000001,0.27777777777777773,-0.12222222222222234,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,0,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.5333333333333333,-0.4666666666666667,1.0,0.0,-1.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,0,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.4444444444444444,0.3333333333333333,-0.1111111111111111,0.3,0.13333333333333333,-0.16666666666666666,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,1,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5,-0.05555555555555547,0.5793650793650794,0.47222222222222215,-0.10714285714285726,0.5,0.0,-0.5
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,1,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7222222222222222,0.38888888888888884,-0.33333333333333337,0.6666666666666666,0.35714285714285715,-0.3095238095238095,0.6666666666666666,0.0,-0.6666666666666666
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,1,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.43333333333333335,0.6555555555555556,0.2222222222222222,0.0,0.5,0.5
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,1,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.6666666666666666,0.16666666666666663,0.4666666666666666,0.5555555555555555,0.08888888888888885,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,1,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.5555555555555555,0.5555555555555555,0.0,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,2,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5555555555555555,0.5555555555555555,0.0,0.41269841269841273,0.41269841269841273,0.0,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,2,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.8333333333333334,0.5,-0.33333333333333337,0.8222222222222223,0.4444444444444444,-0.3777777777777779,0.6666666666666666,0.0,-0.6666666666666666
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,2,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.3333333333333333,0.16666666666666666,-0.16666666666666666,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,2,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333,0.6666666666666666,0.0,-0.6666666666666666
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,2,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.3,0.07777777777777778,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,3,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7777777777777777,0.7222222222222222,-0.05555555555555547,0.7222222222222222,0.7222222222222222,0.0,0.5,0.5,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,3,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.5,0.16666666666666669,0.27777777777777773,0.41269841269841273,0.134920634920635,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,3,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.5,-0.16666666666666663,0.6666666666666666,0.43333333333333335,-0.23333333333333328,0.5,0.0,-0.5
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,3,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.4444444444444444,0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,3,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6190476190476191,0.25,-0.36904761904761907,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,4,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.6666666666666666,0.0,0.5555555555555555,0.5555555555555555,0.0,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,4,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.38888888888888884,0.27777777777777773,-0.1111111111111111,0.35714285714285715,0.24444444444444446,-0.11269841269841269,0.0,0.0,0.0
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,4,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.611111111111111,0.7222222222222222,0.11111111111111116,0.6,0.7222222222222222,0.12222222222222223,0.4,0.5,0.09999999999999998
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,4,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.8333333333333334,0.5,0.3,0.8222222222222223,0.5222222222222224,0.0,0.6666666666666666,0.6666666666666666
InceptionTimeFull,imu_preprocessing,B0,B3,inception_full__B0_star_fixed10,inception_full__B3_star_fixed10,4,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.16666666666666666,-0.33333333333333337,0.5222222222222223,0.1111111111111111,-0.41111111111111115,0.4,0.0,-0.4
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,0,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.16666666666666666,-0.33333333333333337,0.5,0.13333333333333333,-0.3666666666666667,0.5,0.0,-0.5
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,0,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.611111111111111,0.7222222222222222,0.11111111111111116,0.5,0.7222222222222222,0.2222222222222222,0.5,0.5,0.0
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,0,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.16666666666666666,0.5,0.33333333333333337,0.09523809523809523,0.5222222222222223,0.426984126984127,0.0,0.4,0.4
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,0,3,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.3333333333333333,-0.16666666666666669,0.5,0.35555555555555557,-0.14444444444444443,0.5,0.0,-0.5
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,0,4,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.38888888888888884,0.16666666666666666,-0.22222222222222218,0.0,0.0,0.0
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,1,0,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.5,0.5,0.0,0.4166666666666667,0.4523809523809524,0.0357142857142857,0.0,0.0,0.0
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,1,1,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.7222222222222222,0.38888888888888884,-0.33333333333333337,0.6666666666666666,0.41269841269841273,-0.2539682539682539,0.6666666666666666,0.0,-0.6666666666666666
CompactCNN1D,normalization,B0,B4,compact_cnn__B0_star_fixed10,compact_cnn__B4_star_fixed10,1,2,window_balanced_to_participant,window_balanced_to_participant,True,descriptive_only_no_ci_no_significance,0.3333333333333333,0.3333333333333333,0.0,0.19047619047619047,0.3,0.10952380952380952,0.0,0.0,0.0
