case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,metric_source
compact_cnn__b0_star_fixed10,4,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.5784313725490197,0.5249320532408768,12,participant_oof_per_repeat
compact_cnn__b0_star_fixed10,4,2,Young,0.6666666666666666,0.5,0.9047619047619048,0.7023809523809523,0.5714285714285714,0.7738095238095238,0.690546679197995,8,participant_oof_per_repeat
inception_full__b0_star_fixed10,0,0,Pre-Frail,0.5714285714285714,0.4444444444444444,0.85,0.6472222222222221,0.5,0.6888888888888889,0.5701644424451442,9,participant_oof_per_repeat
inception_full__b0_star_fixed10,0,1,Robust/Non-Frail,0.5714285714285714,0.6666666666666666,0.6470588235294118,0.6568627450980392,0.6153846153846154,0.6176470588235294,0.5560475404225405,12,participant_oof_per_repeat
inception_full__b0_star_fixed10,0,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.7857142857142857,0.724115515771526,8,participant_oof_per_repeat
inception_full__b0_star_fixed10,1,0,Pre-Frail,0.5,0.6666666666666666,0.7,0.6833333333333333,0.5714285714285714,0.7722222222222223,0.5597643097643097,9,participant_oof_per_repeat
inception_full__b0_star_fixed10,1,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.5784313725490197,0.47544499877991125,12,participant_oof_per_repeat
inception_full__b0_star_fixed10,1,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.7619047619047619,0.7350093984962406,8,participant_oof_per_repeat
inception_full__b0_star_fixed10,2,0,Pre-Frail,0.5555555555555556,0.5555555555555556,0.8,0.6777777777777778,0.5555555555555556,0.8277777777777777,0.683396487318056,9,participant_oof_per_repeat
inception_full__b0_star_fixed10,2,1,Robust/Non-Frail,0.46153846153846156,0.5,0.5882352941176471,0.5441176470588236,0.48,0.5833333333333333,0.5707957254590381,12,participant_oof_per_repeat
inception_full__b0_star_fixed10,2,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8273809523809523,0.7703841991341991,8,participant_oof_per_repeat
inception_full__b0_star_fixed10,3,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.7555555555555555,0.6644996978330311,9,participant_oof_per_repeat
inception_full__b0_star_fixed10,3,1,Robust/Non-Frail,0.5,0.5,0.6470588235294118,0.5735294117647058,0.5,0.6176470588235294,0.5108717306085727,12,participant_oof_per_repeat
inception_full__b0_star_fixed10,3,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8809523809523809,0.8446428571428571,8,participant_oof_per_repeat
inception_full__b0_star_fixed10,4,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.75,0.6281583955496999,9,participant_oof_per_repeat
inception_full__b0_star_fixed10,4,1,Robust/Non-Frail,0.4166666666666667,0.4166666666666667,0.5882352941176471,0.5024509803921569,0.4166666666666667,0.5833333333333334,0.5792490155619445,12,participant_oof_per_repeat
inception_full__b0_star_fixed10,4,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8928571428571428,0.8130482456140351,8,participant_oof_per_repeat
compact_cnn__b1_star_fixed10,0,0,Pre-Frail,0.7142857142857143,0.5555555555555556,0.9,0.7277777777777779,0.625,0.6944444444444444,0.5537159137159137,9,participant_oof_per_repeat
compact_cnn__b1_star_fixed10,0,1,Robust/Non-Frail,0.5333333333333333,0.6666666666666666,0.5882352941176471,0.6274509803921569,0.5925925925925926,0.553921568627451,0.5019892144892145,12,participant_oof_per_repeat
