case_id,bin_index,bin_left,bin_right,count,fraction,mean_confidence,accuracy
inception_full__b2_star_fixed10,9,0.9,1.0,29,0.2,0.9594496096107069,0.7241379310344828
compact_cnn__b3_star_fixed10,0,0.0,0.1,0,0.0,,
compact_cnn__b3_star_fixed10,1,0.1,0.2,0,0.0,,
compact_cnn__b3_star_fixed10,2,0.2,0.30000000000000004,0,0.0,,
compact_cnn__b3_star_fixed10,3,0.30000000000000004,0.4,0,0.0,,
compact_cnn__b3_star_fixed10,4,0.4,0.5,10,0.06896551724137931,0.4471838509123117,0.2
compact_cnn__b3_star_fixed10,5,0.5,0.6000000000000001,16,0.1103448275862069,0.5495679196836899,0.25
compact_cnn__b3_star_fixed10,6,0.6000000000000001,0.7000000000000001,27,0.18620689655172415,0.6508085033541188,0.5185185185185185
compact_cnn__b3_star_fixed10,7,0.7000000000000001,0.8,21,0.14482758620689656,0.7574755690467951,0.42857142857142855
compact_cnn__b3_star_fixed10,8,0.8,0.9,28,0.19310344827586207,0.8520700794895947,0.7142857142857143
compact_cnn__b3_star_fixed10,9,0.9,1.0,43,0.296551724137931,0.9654414750341351,0.4883720930232558
inception_full__b3_star_fixed10,0,0.0,0.1,0,0.0,,
inception_full__b3_star_fixed10,1,0.1,0.2,0,0.0,,
inception_full__b3_star_fixed10,2,0.2,0.30000000000000004,0,0.0,,
inception_full__b3_star_fixed10,3,0.30000000000000004,0.4,1,0.006896551724137931,0.3734299010056953,1.0
inception_full__b3_star_fixed10,4,0.4,0.5,6,0.041379310344827586,0.4629853660627079,0.16666666666666666
inception_full__b3_star_fixed10,5,0.5,0.6000000000000001,29,0.2,0.5497119846453988,0.4482758620689655
inception_full__b3_star_fixed10,6,0.6000000000000001,0.7000000000000001,23,0.15862068965517243,0.6472862639393943,0.34782608695652173
inception_full__b3_star_fixed10,7,0.7000000000000001,0.8,19,0.1310344827586207,0.7494013215738996,0.47368421052631576
inception_full__b3_star_fixed10,8,0.8,0.9,26,0.1793103448275862,0.851064235630164,0.46153846153846156
inception_full__b3_star_fixed10,9,0.9,1.0,41,0.2827586206896552,0.9632674808654682,0.6829268292682927
compact_cnn__b4_star_fixed10,0,0.0,0.1,0,0.0,,
compact_cnn__b4_star_fixed10,1,0.1,0.2,0,0.0,,
compact_cnn__b4_star_fixed10,2,0.2,0.30000000000000004,0,0.0,,
compact_cnn__b4_star_fixed10,3,0.30000000000000004,0.4,0,0.0,,
compact_cnn__b4_star_fixed10,4,0.4,0.5,10,0.06896551724137931,0.4548846213886727,0.5
compact_cnn__b4_star_fixed10,5,0.5,0.6000000000000001,24,0.16551724137931034,0.5555968197869529,0.25
compact_cnn__b4_star_fixed10,6,0.6000000000000001,0.7000000000000001,20,0.13793103448275862,0.6499506710142433,0.3
compact_cnn__b4_star_fixed10,7,0.7000000000000001,0.8,11,0.07586206896551724,0.7397070162019621,0.36363636363636365
compact_cnn__b4_star_fixed10,8,0.8,0.9,31,0.21379310344827587,0.8497592644837401,0.5161290322580645
compact_cnn__b4_star_fixed10,9,0.9,1.0,49,0.33793103448275863,0.9592319699829016,0.5306122448979592
inception_full__b4_star_fixed10,0,0.0,0.1,0,0.0,,
inception_full__b4_star_fixed10,1,0.1,0.2,0,0.0,,
inception_full__b4_star_fixed10,2,0.2,0.30000000000000004,0,0.0,,
inception_full__b4_star_fixed10,3,0.30000000000000004,0.4,1,0.006896551724137931,0.39880056718798856,0.0
inception_full__b4_star_fixed10,4,0.4,0.5,4,0.027586206896551724,0.45790989408855504,0.0
inception_full__b4_star_fixed10,5,0.5,0.6000000000000001,13,0.0896551724137931,0.556332246629202,0.6923076923076923
inception_full__b4_star_fixed10,6,0.6000000000000001,0.7000000000000001,23,0.15862068965517243,0.6506151616349947,0.2608695652173913
inception_full__b4_star_fixed10,7,0.7000000000000001,0.8,31,0.21379310344827587,0.7590153816726952,0.3548387096774194
inception_full__b4_star_fixed10,8,0.8,0.9,28,0.19310344827586207,0.8505441947208895,0.5
inception_full__b4_star_fixed10,9,0.9,1.0,45,0.3103448275862069,0.9636020417398914,0.5333333333333333
compact_cnn__b5_star_fixed10,0,0.0,0.1,0,0.0,,
compact_cnn__b5_star_fixed10,1,0.1,0.2,0,0.0,,
compact_cnn__b5_star_fixed10,2,0.2,0.30000000000000004,0,0.0,,
compact_cnn__b5_star_fixed10,3,0.30000000000000004,0.4,1,0.006896551724137931,0.3865413435616595,0.0
compact_cnn__b5_star_fixed10,4,0.4,0.5,9,0.06206896551724138,0.46444093312940804,0.5555555555555556
