overfit_stage,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
stage1,185,s1_085,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep10,0.6231481481481482,0.6257815229594743,0.5363053788212657,0.5398398702746529,0.5645795795795796,0.6231481481481482,0.4925925925925926,0.5667496675608518,0.6257815229594743,0.4968976043113974,0.49628541262376225,0.581764705882353,0.4155146833754898,0.05456351213160725,0.11825962754115553,0.011053089246586458,0.45194435141712397,0.49491442261805396,0.4240920904928821,0.9166903256585058,3.554662327261918,0.4454665657199458
reference,1,ref_rank2_fixed_epoch,original_rank_parameters_no_early_stopping_static_only,0.5851851851851851,0.5890603310784799,0.5097414213016386,0.5494366323331841,0.5851851851851851,0.5851851851851851,0.5851851851851851,0.5890603310784799,0.5890603310784799,0.5890603310784799,0.5494366323331841,0.5494366323331841,0.5494366323331841,0.060769951196705224,0.060769951196705224,0.060769951196705224,0.4630749844788121,0.4630749844788121,0.4630749844788121,4.2223160391709325,4.2223160391709325,4.2223160391709325
