descriptive_rank,overfit_config_id,overfit_config_name,overfit_stage,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_epochs,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,max_windows_fraction,n_runs,seeds,window_balanced_accuracy_n_repeats,window_balanced_accuracy_mean,window_balanced_accuracy_sample_sd,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_method,window_macro_f1_n_repeats,window_macro_f1_mean,window_macro_f1_sample_sd,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_method,file_balanced_accuracy_n_repeats,file_balanced_accuracy_mean,file_balanced_accuracy_sample_sd,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_method,file_macro_f1_n_repeats,file_macro_f1_mean,file_macro_f1_sample_sd,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_method,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,duration_sec_n_repeats,duration_sec_mean,duration_sec_sample_sd,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_method,source_study,formal_v2_selection_eligible
1,s1_085,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep10,stage1,main_effect,dropout,0.0,10,0.001,0.0005,0.0,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5559822552709084,0.020089681519485966,0.5310376209927832,0.5809268895490336,two_sided_student_t_0.95,5,0.5581696882620819,0.017417952710283825,0.5365424434593068,0.579796933064857,two_sided_student_t_0.95,5,0.5777777777777777,0.019122107803762375,0.5540345449480747,0.6015210106074808,two_sided_student_t_0.95,5,0.579139739829696,0.023213005958509385,0.5503169860409254,0.6079624936184667,two_sided_student_t_0.95,5,0.6231481481481482,0.06995184998892041,0.5362914544091553,0.7100048418871412,two_sided_student_t_0.95,5,0.6257815229594743,0.07700891353659431,0.5301623274802985,0.7214007184386502,two_sided_student_t_0.95,5,141.84506332222372,5.235491523373022,135.34434198475046,148.345784659697,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
2,s1_091,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep10,stage1,main_effect,dropout,0.7,10,0.001,0.0005,0.7,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5594575662792673,0.033445031315428884,0.5179300749761018,0.6009850575824329,two_sided_student_t_0.95,5,0.5632953771613811,0.030773136584240437,0.5250854813529225,0.6015052729698397,two_sided_student_t_0.95,5,0.6011111111111112,0.05231030790157138,0.536159285054776,0.6660629371674464,two_sided_student_t_0.95,5,0.6050549005792161,0.04746355617033775,0.5461211116557855,0.6639886895026467,two_sided_student_t_0.95,5,0.6212962962962962,0.05107301989082079,0.5578807662183192,0.6847118263742733,two_sided_student_t_0.95,5,0.6219408948240555,0.04117067723899425,0.5708207471147291,0.6730610425333818,two_sided_student_t_0.95,5,141.53674943484367,1.9746511896279666,139.08489614367238,143.98860272601496,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
3,s1_105,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep10,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,10,0.001,0.005,0.5,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5507741200444671,0.012760312870418079,0.5349300989474528,0.5666181411414815,two_sided_student_t_0.95,5,0.5583182719382944,0.01100058998653505,0.544659235393013,0.5719773084835759,two_sided_student_t_0.95,5,0.5781481481481482,0.030538715898417886,0.5402293240657097,0.6160669722305867,two_sided_student_t_0.95,5,0.5856208025987779,0.025772657449630736,0.5536198217055334,0.6176217834920225,two_sided_student_t_0.95,5,0.6157407407407407,0.037753487107176124,0.56886359499311,0.6626178864883714,two_sided_student_t_0.95,5,0.6253964850154109,0.03887824572457052,0.5771227669858922,0.6736702030449296,two_sided_student_t_0.95,5,132.3955298099667,0.4003395755597634,131.89844257193795,132.89261704799543,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
4,s1_163,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep15,stage1,main_effect,dropout,0.5,15,0.001,0.0005,0.5,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5661165325878235,0.027966326079842698,0.5313917523324557,0.6008413128431912,two_sided_student_t_0.95,5,0.5679008533504339,0.02882873490593665,0.5321052511039721,0.6036964555968958,two_sided_student_t_0.95,5,0.5874074074074075,0.04105831611695,0.5364267744581213,0.6383880403566937,two_sided_student_t_0.95,5,0.591817813842576,0.043556136339812986,0.5377357274485755,0.6458999002365766,two_sided_student_t_0.95,5,0.612037037037037,0.030604618298219314,0.5740363843173699,0.6500376897567042,two_sided_student_t_0.95,5,0.6168286224227805,0.029222468344174073,0.5805441355411702,0.6531131093043907,two_sided_student_t_0.95,5,215.21800370104611,3.277086147745426,211.14896381237835,219.28704358971387,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
5,s1_079,main_effect_weight_decay-0p0001_lr0.001_wd0.0001_do0.2_ls0.1_mw90_ep10,stage1,main_effect,weight_decay,0.0001,10,0.001,0.0001,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5467409810334776,0.02158990136710421,0.519933577781174,0.5735483842857811,two_sided_student_t_0.95,5,0.5547063071797844,0.01885616392826933,0.5312932872858239,0.5781193270737449,two_sided_student_t_0.95,5,0.5831481481481482,0.025654999753375155,0.5512932585804557,0.6150030377158406,two_sided_student_t_0.95,5,0.5934453087785329,0.024123861001832957,0.563491579074885,0.6233990384821807,two_sided_student_t_0.95,5,0.6064814814814816,0.04049272149198126,0.5562031270155966,0.6567598359473666,two_sided_student_t_0.95,5,0.6126155457391156,0.0365184878531369,0.5672718541030339,0.6579592373751972,two_sided_student_t_0.95,5,143.6554935593158,0.4105056396519367,143.14578348550037,144.16520363313123,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
6,s1_075,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep10,stage1,main_effect,baseline,base,10,0.001,0.0005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5573843907829116,0.015318643754968303,0.5383637823310585,0.5764049992347646,two_sided_student_t_0.95,5,0.5643435854820605,0.013448504881440547,0.5476450611411082,0.5810421098230129,two_sided_student_t_0.95,5,0.5951851851851852,0.033489858833963375,0.5536020331661264,0.6367683372042439,two_sided_student_t_0.95,5,0.6028323204574536,0.03151475555259951,0.5637015830755986,0.6419630578393086,two_sided_student_t_0.95,5,0.6046296296296296,0.053451675545820816,0.5382606084607152,0.670998650798544,two_sided_student_t_0.95,5,0.6124108514157423,0.056701159758817725,0.5420070626868181,0.6828146401446664,two_sided_student_t_0.95,5,144.53521103933454,0.9135084625750701,143.4009404693006,145.6694816093685,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
7,s1_077,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep10,stage1,main_effect,weight_decay,1e-05,10,0.001,1e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5535367192897687,0.0147595270810263,0.5352103458827447,0.5718630926967926,two_sided_student_t_0.95,5,0.5602656715946408,0.015568540875672922,0.5409347748847539,0.5795965683045277,two_sided_student_t_0.95,5,0.5748148148148148,0.024649462913984004,0.5442084641394619,0.6054211654901677,two_sided_student_t_0.95,5,0.5829613004190156,0.024178610864344276,0.5529395897821808,0.6129830110558504,two_sided_student_t_0.95,5,0.6037037037037039,0.06103390184324816,0.5279201051150402,0.6794873022923675,two_sided_student_t_0.95,5,0.6117921668592463,0.06727939148334766,0.5282537686333164,0.6953305650851762,two_sided_student_t_0.95,5,144.17561547514052,0.49700540445473995,143.55850175751635,144.79272919276468,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
8,s1_165,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep15,stage1,main_effect,dropout,0.7,15,0.001,0.0005,0.7,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5595942456886017,0.015542322722776896,0.5402959031152653,0.5788925882619381,two_sided_student_t_0.95,5,0.5613218385501149,0.019168051159407788,0.5375215595097502,0.5851221175904795,two_sided_student_t_0.95,5,0.5916666666666667,0.024931318551548603,0.5607103459934591,0.6226229873398742,two_sided_student_t_0.95,5,0.5918003390763125,0.026989045147521092,0.5582890133707394,0.6253116647818855,two_sided_student_t_0.95,5,0.6037037037037036,0.03936546605459504,0.5548250217312005,0.6525823856762067,two_sided_student_t_0.95,5,0.6002175914784161,0.03490889301548389,0.5568724758039428,0.6435627071528894,two_sided_student_t_0.95,5,211.97883568573744,1.3783612029614307,210.2673742034994,213.69029716797547,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
9,s1_099,main_effect_max_windows_fraction-0p7_lr0.001_wd0.0005_do0.2_ls0.1_mw70_ep10,stage1,main_effect,max_windows_fraction,0.7,10,0.001,0.0005,0.2,0.1,0.7,5,"42,10042,20042,30042,40042",5,0.5559177644016756,0.027716727470460188,0.5215029017535798,0.5903326270497714,two_sided_student_t_0.95,5,0.5611283497911639,0.027309915577835978,0.5272186108241808,0.595038088758147,two_sided_student_t_0.95,5,0.5796296296296297,0.05200457007458075,0.5150574272259578,0.6442018320333016,two_sided_student_t_0.95,5,0.5857328913498008,0.05198051438742689,0.5211905580268199,0.6502752246727816,two_sided_student_t_0.95,5,0.6027777777777776,0.08438127104166128,0.4980045914026728,0.7075509641528824,two_sided_student_t_0.95,5,0.6099287283794844,0.08710895141821168,0.50176867948221,0.7180887772767588,two_sided_student_t_0.95,5,104.47840094305575,0.568362343164887,103.77268588361318,105.18411600249831,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
10,s1_183,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p7_lr0.001_wd0.01_do0.6_ls0.3_mw70_ep15,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.7,15,0.001,0.01,0.6,0.3,0.7,5,"42,10042,20042,30042,40042",5,0.5604161073180997,0.013767006395510458,0.5433221111137533,0.577510103522446,two_sided_student_t_0.95,5,0.5590227382151792,0.018509537783133873,0.5360401115264696,0.5820053649038889,two_sided_student_t_0.95,5,0.605,0.026952238913338922,0.5715343752703205,0.6384656247296795,two_sided_student_t_0.95,5,0.600742606546625,0.02785782027445976,0.5661525540433974,0.6353326590498527,two_sided_student_t_0.95,5,0.6027777777777776,0.04576079182648731,0.5459582500375312,0.6595973055180241,two_sided_student_t_0.95,5,0.5991478174454797,0.03961087046553501,0.5499644256509121,0.6483312092400474,two_sided_student_t_0.95,5,172.55563913788646,0.5923388710142994,171.82015328701135,173.29112498876157,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
11,s1_181,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.001_wd0.01_do0.6_ls0.3_mw90_ep15,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,15,0.001,0.01,0.6,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5683271499725178,0.02361854479046223,0.5390008532162377,0.5976534467287978,two_sided_student_t_0.95,5,0.5621054386439435,0.025750438079166698,0.5301320467430668,0.5940788305448201,two_sided_student_t_0.95,5,0.6109259259259259,0.03710295060717647,0.5648565279298623,0.6569953239219894,two_sided_student_t_0.95,5,0.6015835714527734,0.04144458588460333,0.5501233212393974,0.6530438216661494,two_sided_student_t_0.95,5,0.6027777777777776,0.061801654059130504,0.5260408889031116,0.6795146666524436,two_sided_student_t_0.95,5,0.5927468792107371,0.07407068646884178,0.5007759745001374,0.6847177839213368,two_sided_student_t_0.95,5,221.7977719610557,0.8958300142030323,220.68545208390944,222.91009183820196,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
12,s1_160,main_effect_dropout-0p1_lr0.001_wd0.0005_do0.1_ls0.1_mw90_ep15,stage1,main_effect,dropout,0.1,15,0.001,0.0005,0.1,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5540373399937122,0.03166295821530055,0.5147225847011433,0.5933520952862811,two_sided_student_t_0.95,5,0.5575766742181009,0.03003439773765321,0.5202840438395242,0.5948693045966775,two_sided_student_t_0.95,5,0.5883333333333334,0.034648687566321855,0.5453113053972211,0.6313553612694457,two_sided_student_t_0.95,5,0.5930308845704805,0.031466807267101125,0.5539596828485044,0.6321020862924566,two_sided_student_t_0.95,5,0.600925925925926,0.04158943459532537,0.5492858222832603,0.6525660295685917,two_sided_student_t_0.95,5,0.6070305279590513,0.03820407212414625,0.5595939070177188,0.6544671489003838,two_sided_student_t_0.95,5,214.99940079040826,2.0449572995125505,212.46025093373953,217.538550647077,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
13,s1_178,strong_combo_combined_regularization-wd0p005_do0p4_ls0p15_mw0p9_lr0.001_wd0.005_do0.4_ls0.15_mw90_ep15,stage1,strong_combo,combined_regularization,wd0.005_do0.4_ls0.15_mw0.9,15,0.001,0.005,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5446939882959604,0.014710122391117308,0.526428958913739,0.5629590176781818,two_sided_student_t_0.95,5,0.5455986777576685,0.015911379441896772,0.5258420907429057,0.5653552647724313,two_sided_student_t_0.95,5,0.5851851851851851,0.028395900417029007,0.5499270179407809,0.6204433524295894,two_sided_student_t_0.95,5,0.5852912481453094,0.03216708513831699,0.5453505366019058,0.625231959688713,two_sided_student_t_0.95,5,0.6009259259259259,0.041070842807809003,0.5499297390355833,0.6519221128162684,two_sided_student_t_0.95,5,0.5990473256820006,0.05304625397192772,0.5331817018854844,0.6649129494785168,two_sided_student_t_0.95,5,217.18874213173984,1.9066222429078925,214.8213579345466,219.5561263289331,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
14,s1_148,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.0005_wd0.01_do0.6_ls0.3_mw90_ep12,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,12,0.0005,0.01,0.6,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5550228263553579,0.04563847927548255,0.4983551697062225,0.6116904830044934,two_sided_student_t_0.95,5,0.5467842743856827,0.04505267907461047,0.4908439847561107,0.6027245640152546,two_sided_student_t_0.95,5,0.6024074074074074,0.06353430858699016,0.5235191437841733,0.6812956710306415,two_sided_student_t_0.95,5,0.5913077623992431,0.06546954920031602,0.5100165801785805,0.6725989446199057,two_sided_student_t_0.95,5,0.6009259259259259,0.08008054929792464,0.5014927909063109,0.7003590609455408,two_sided_student_t_0.95,5,0.5862661886903373,0.08005154117261067,0.4868690720155801,0.6856633053650945,two_sided_student_t_0.95,5,166.37517638728022,0.3150773432742053,165.98395619348696,166.76639658107348,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
15,s1_158,main_effect_weight_decay-0p02_lr0.001_wd0.02_do0.2_ls0.1_mw90_ep15,stage1,main_effect,weight_decay,0.02,15,0.001,0.02,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5628226699585728,0.02946810081933186,0.5262331900757695,0.599412149841376,two_sided_student_t_0.95,5,0.5668604130660096,0.026629227958891926,0.5337958594094924,0.5999249667225269,two_sided_student_t_0.95,5,0.5822222222222222,0.05142599594548377,0.5183684144849421,0.6460760299595023,two_sided_student_t_0.95,5,0.5869629759404901,0.04766939628935833,0.5277736027518856,0.6461523491290946,two_sided_student_t_0.95,5,0.6,0.07040995475353654,0.5125744940673775,0.6874255059326224,two_sided_student_t_0.95,5,0.6081045928042832,0.0690931258278859,0.5223141459404345,0.6938950396681319,two_sided_student_t_0.95,5,213.87639618702232,0.3180373484412919,213.4815006613786,214.27129171266606,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
16,s1_185,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.0005_wd0.01_do0.6_ls0.3_mw90_ep15,stage1,strong_combo,combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,15,0.0005,0.01,0.6,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5645677845709355,0.025619946737153957,0.5327564190715134,0.5963791500703576,two_sided_student_t_0.95,5,0.5593712083391236,0.020823198115632432,0.5335157929114782,0.5852266237667689,two_sided_student_t_0.95,5,0.6051851851851852,0.040235716650456915,0.555225944378385,0.6551444259919853,two_sided_student_t_0.95,5,0.5956355506752151,0.032561955028709615,0.5552045434049363,0.6360665579454939,two_sided_student_t_0.95,5,0.5981481481481482,0.06266268265069866,0.5203421510699079,0.6759541452263885,two_sided_student_t_0.95,5,0.5874043817284271,0.04858094413714128,0.5270831723945905,0.6477255910622638,two_sided_student_t_0.95,5,221.44211477413774,0.8795413408063045,220.3500199563267,222.53420959194878,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
17,s1_034,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_ep5,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.7,5,0.001,0.005,0.5,0.2,0.7,5,"42,10042,20042,30042,40042",5,0.5482131522663029,0.02078971550395086,0.5223993109921484,0.5740269935404573,two_sided_student_t_0.95,5,0.5529610998123166,0.02323454481964459,0.5241116019951121,0.581810597629521,two_sided_student_t_0.95,5,0.5794444444444444,0.03262098931299559,0.538940136428708,0.6199487524601809,two_sided_student_t_0.95,5,0.5860493835297993,0.03451336246988128,0.5431953838939907,0.6289033831656079,two_sided_student_t_0.95,5,0.5962962962962963,0.03795166950355407,0.5491730746020054,0.6434195179905873,two_sided_student_t_0.95,5,0.6063092277320302,0.033626615983579945,0.5645562692837957,0.6480621861802648,two_sided_student_t_0.95,5,51.30003768615425,0.23745212042200475,51.0052019369291,51.5948734353794,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
18,s1_112,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep12,stage1,main_effect,baseline,base,12,0.001,0.0005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5493457354147783,0.034450350204595775,0.5065699758402199,0.5921214949893366,two_sided_student_t_0.95,5,0.5511482088924717,0.028543832115064345,0.5157063601844238,0.5865900576005196,two_sided_student_t_0.95,5,0.5755555555555556,0.04621567053519651,0.5181712212991555,0.6329398898119557,two_sided_student_t_0.95,5,0.5788900684835363,0.04442848338841589,0.5237248201653462,0.6340553168017264,two_sided_student_t_0.95,5,0.5962962962962963,0.06591331027857188,0.5144541119209594,0.6781384806716333,two_sided_student_t_0.95,5,0.5999128399960043,0.06460631900734204,0.51969349962812,0.6801321803638887,two_sided_student_t_0.95,5,160.7705786369741,0.5151161709657954,160.1309774325933,161.4101798413549,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
19,s1_157,main_effect_weight_decay-0p01_lr0.001_wd0.01_do0.2_ls0.1_mw90_ep15,stage1,main_effect,weight_decay,0.01,15,0.001,0.01,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5511438050211611,0.030150612876210507,0.5137068744889917,0.5885807355533306,two_sided_student_t_0.95,5,0.5540228821241475,0.030751653663192057,0.515839660885331,0.5922061033629641,two_sided_student_t_0.95,5,0.5775925925925927,0.05859143371050414,0.5048417187511172,0.6503434664340682,two_sided_student_t_0.95,5,0.581091410052288,0.05937796400924905,0.5073639298553645,0.6548188902492116,two_sided_student_t_0.95,5,0.5962962962962963,0.0697062964448719,0.5097444975525797,0.682848095040013,two_sided_student_t_0.95,5,0.5980172215479562,0.07553307881392891,0.504230516911213,0.6918039261846994,two_sided_student_t_0.95,5,212.03959073331208,1.2395289158359062,210.50051230378608,213.57866916283808,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
20,s1_119,main_effect_weight_decay-0p005_lr0.001_wd0.005_do0.2_ls0.1_mw90_ep12,stage1,main_effect,weight_decay,0.005,12,0.001,0.005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5431220889512702,0.04405579373764228,0.4884195959549489,0.5978245819475916,two_sided_student_t_0.95,5,0.546358641949452,0.04019227816666131,0.49645333714411743,0.5962639467547867,two_sided_student_t_0.95,5,0.5794444444444444,0.06706222669772507,0.49617569191449973,0.6627131969743891,two_sided_student_t_0.95,5,0.584273194063311,0.06203149602168039,0.5072509186984703,0.6612954694281518,two_sided_student_t_0.95,5,0.5962962962962963,0.09109906574999142,0.4831818660845342,0.7094107265080585,two_sided_student_t_0.95,5,0.5968184677562342,0.08258482324235028,0.4942758659381862,0.6993610695742821,two_sided_student_t_0.95,5,166.70216856077315,0.7929332430559785,165.71761189989158,167.6867252216547,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
21,s1_182,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_ep15,stage1,strong_combo,combined_regularization,wd0.005_do0.5_ls0.2_mw0.7,15,0.001,0.005,0.5,0.2,0.7,5,"42,10042,20042,30042,40042",5,0.564585792577701,0.01315168838052978,0.5482558146000024,0.5809157705553997,two_sided_student_t_0.95,5,0.5661911280707017,0.012831517261746814,0.5502586950444606,0.5821235610969429,two_sided_student_t_0.95,5,0.5933333333333334,0.023179608251286857,0.5645520482752435,0.6221146183914232,two_sided_student_t_0.95,5,0.5928019131393022,0.025858778837477763,0.5606939984192926,0.6249098278593118,two_sided_student_t_0.95,5,0.5953703703703703,0.049927073016825564,0.5333777212696873,0.6573630194710534,two_sided_student_t_0.95,5,0.5928745513322171,0.0542029602269112,0.5255726870223908,0.6601764156420434,two_sided_student_t_0.95,5,172.34685002416373,1.1233730500412396,170.95199815137516,173.7417018969523,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
22,s1_098,main_effect_max_windows_fraction-1p0_lr0.001_wd0.0005_do0.2_ls0.1_mw100_ep10,stage1,main_effect,max_windows_fraction,1.0,10,0.001,0.0005,0.2,0.1,1.0,5,"42,10042,20042,30042,40042",5,0.5466630550366934,0.051916711323430044,0.4821999436812525,0.6111261663921344,two_sided_student_t_0.95,5,0.5512024248226352,0.049174065697974625,0.49014475780015326,0.612260091845117,two_sided_student_t_0.95,5,0.5683333333333334,0.07710911869913264,0.4725897167113995,0.6640769499552672,two_sided_student_t_0.95,5,0.5740990091072777,0.07320834616346443,0.4831988413080651,0.6649991769064904,two_sided_student_t_0.95,5,0.5944444444444443,0.07955692201737016,0.49566147856757126,0.6932274103213174,two_sided_student_t_0.95,5,0.6009084620611969,0.07280763465814169,0.5105058433118095,0.6913110808105842,two_sided_student_t_0.95,5,143.28115522004663,2.1936514423037226,140.55737719953032,146.00493324056293,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
23,s1_177,strong_combo_combined_regularization-wd0p002_do0p4_ls0p15_mw0p9_lr0.001_wd0.002_do0.4_ls0.15_mw90_ep15,stage1,strong_combo,combined_regularization,wd0.002_do0.4_ls0.15_mw0.9,15,0.001,0.002,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5647876177799478,0.03468698476914235,0.5217180375858613,0.6078571979740343,two_sided_student_t_0.95,5,0.5669121890883934,0.03393985532363322,0.5247702926287936,0.6090540855479931,two_sided_student_t_0.95,5,0.6029629629629629,0.04410751921190769,0.5481962443074562,0.6577296816184697,two_sided_student_t_0.95,5,0.6057604330615391,0.04607727961907605,0.5485479338233643,0.662972932299714,two_sided_student_t_0.95,5,0.5944444444444443,0.07618519418786743,0.4998480316252065,0.6890408572636821,two_sided_student_t_0.95,5,0.5997671010433159,0.07304686931009648,0.5090674332394735,0.6904667688471583,two_sided_student_t_0.95,5,216.83236586060374,0.7795559081233194,215.86441935489998,217.8003123663075,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
24,s1_161,main_effect_dropout-0p3_lr0.001_wd0.0005_do0.3_ls0.1_mw90_ep15,stage1,main_effect,dropout,0.3,15,0.001,0.0005,0.3,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5569976335358825,0.0266643230491719,0.5238895035692509,0.5901057635025141,two_sided_student_t_0.95,5,0.5567431228941517,0.024231866347843495,0.526655286840749,0.5868309589475544,two_sided_student_t_0.95,5,0.5985185185185184,0.05125566648723589,0.5348762027373783,0.6621608342996586,two_sided_student_t_0.95,5,0.5957589064439257,0.04744429184163983,0.5368490373438889,0.6546687755439625,two_sided_student_t_0.95,5,0.5944444444444443,0.03595049751540216,0.5498060059620555,0.6390828829268331,two_sided_student_t_0.95,5,0.5965286301586387,0.03410242472877507,0.5541848771214648,0.6388723831958125,two_sided_student_t_0.95,5,218.08970671799034,0.5916223455361033,217.35511055100528,218.8243028849754,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
25,s1_025,main_effect_max_windows_fraction-0p7_lr0.001_wd0.0005_do0.2_ls0.1_mw70_ep5,stage1,main_effect,max_windows_fraction,0.7,5,0.001,0.0005,0.2,0.1,0.7,5,"42,10042,20042,30042,40042",5,0.5562674260274856,0.02237330131852413,0.5284873032593093,0.5840475487956619,two_sided_student_t_0.95,5,0.5589891678321491,0.025060551574700603,0.5278723831667147,0.5901059524975836,two_sided_student_t_0.95,5,0.5722222222222222,0.03788383804718292,0.5251832244052531,0.6192612200391913,two_sided_student_t_0.95,5,0.5750614260475397,0.04126756050236788,0.5238209818780538,0.6263018702170257,two_sided_student_t_0.95,5,0.5925925925925926,0.053089559912869046,0.5266731973683012,0.6585119878168839,two_sided_student_t_0.95,5,0.5955358744643979,0.048205018932790784,0.5356814379228206,0.6553903110059752,two_sided_student_t_0.95,5,53.22777673788369,4.3834803725549,47.78496697244943,58.67058650331794,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
