descriptive_rank,overfit_config_id,overfit_config_name,overfit_stage,stage1_screen_group,stage1_regularization_factor,stage1_regularization_value,cnn_epochs,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,max_windows_fraction,n_runs,seeds,window_balanced_accuracy_n_repeats,window_balanced_accuracy_mean,window_balanced_accuracy_sample_sd,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_method,window_macro_f1_n_repeats,window_macro_f1_mean,window_macro_f1_sample_sd,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_method,file_balanced_accuracy_n_repeats,file_balanced_accuracy_mean,file_balanced_accuracy_sample_sd,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_method,file_macro_f1_n_repeats,file_macro_f1_mean,file_macro_f1_sample_sd,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_method,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,duration_sec_n_repeats,duration_sec_mean,duration_sec_sample_sd,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_method,source_study,formal_v2_selection_eligible
93,s1_132,main_effect_label_smoothing-0p15_lr0.001_wd0.0005_do0.2_ls0.15_mw90_ep12,stage1,main_effect,label_smoothing,0.15,12,0.001,0.0005,0.2,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.533864173738829,0.03888905485092595,0.4855770344062627,0.5821513130713953,two_sided_student_t_0.95,5,0.5342121155043706,0.037618992073039426,0.4875019673985647,0.5809222636101766,two_sided_student_t_0.95,5,0.5674074074074074,0.0571169473887772,0.4964873501474641,0.6383274646673507,two_sided_student_t_0.95,5,0.568533349794694,0.054253913185892004,0.5011682190300993,0.6358984805592888,two_sided_student_t_0.95,5,0.5648148148148148,0.03969080601732003,0.5155321699234191,0.6140974597062104,two_sided_student_t_0.95,5,0.5653836006137347,0.03593381462252039,0.5207658766788231,0.6100013245486463,two_sided_student_t_0.95,5,166.14486463144422,0.4976005104157687,165.52701199217313,166.7627172707153,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
94,s1_048,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep8,stage1,main_effect,dropout,0.0,8,0.001,0.0005,0.0,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5279114963379364,0.02211025522966007,0.500457988428171,0.5553650042477019,two_sided_student_t_0.95,5,0.5289685726527826,0.01800345161332687,0.5066143349411112,0.5513228103644541,two_sided_student_t_0.95,5,0.5564814814814815,0.0393218840140483,0.5076569137596935,0.6053060492032695,two_sided_student_t_0.95,5,0.5575481769590016,0.033890109608142226,0.5154680479633919,0.5996283059546114,two_sided_student_t_0.95,5,0.5648148148148147,0.05641693336552752,0.49476393976577826,0.6348656898638511,two_sided_student_t_0.95,5,0.5668174650153476,0.049608206203287895,0.5052207413572563,0.6284141886734389,two_sided_student_t_0.95,5,103.64569337740541,0.5115928916229688,103.01046690214021,104.2809198526706,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
95,s1_023,main_effect_label_smoothing-0p3_lr0.001_wd0.0005_do0.2_ls0.3_mw90_ep5,stage1,main_effect,label_smoothing,0.3,5,0.001,0.0005,0.2,0.3,0.9,5,"42,10042,20042,30042,40042",5,0.5363997190754274,0.031657513008895764,0.4970917248996141,0.5757077132512407,two_sided_student_t_0.95,5,0.5440019046903571,0.03163248045424586,0.5047249925364358,0.5832788168442785,two_sided_student_t_0.95,5,0.5612962962962963,0.04057943656772026,0.5109102708427646,0.611682321749828,two_sided_student_t_0.95,5,0.570382327461176,0.041225628687150115,0.5191939485170253,0.6215707064053267,two_sided_student_t_0.95,5,0.5638888888888889,0.029716308399780036,0.5269912185893618,0.600786559188416,two_sided_student_t_0.95,5,0.5738277810198429,0.028910362739951217,0.5379308244306339,0.6097247376090519,two_sided_student_t_0.95,5,65.49257080201059,0.11942677569296857,65.34428287421107,65.6408587298101,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
96,s1_090,main_effect_dropout-0p6_lr0.001_wd0.0005_do0.6_ls0.1_mw90_ep10,stage1,main_effect,dropout,0.6,10,0.001,0.0005,0.6,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5404936144542859,0.025889017025567274,0.5083481540647546,0.5726390748438172,two_sided_student_t_0.95,5,0.5420366324883286,0.025317794427737704,0.5106004386334827,0.5734728263431744,two_sided_student_t_0.95,5,0.567962962962963,0.04851445416960276,0.5077243118280607,0.6282016140978653,two_sided_student_t_0.95,5,0.5698285435596024,0.046369407908068816,0.5122533191421283,0.6274037679770765,two_sided_student_t_0.95,5,0.5638888888888889,0.03163768437642574,0.5246055152121473,0.6031722625656305,two_sided_student_t_0.95,5,0.559994993231095,0.02464164045033644,0.5293983554272306,0.5905916310349595,two_sided_student_t_0.95,5,143.3263165315613,0.569656912542613,142.61899405192923,144.03363901119337,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
97,s1_003,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,1e-05,5,0.001,1e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5267947183495778,0.03370338278071384,0.4849464413330847,0.5686429953660709,two_sided_student_t_0.95,5,0.5328608741094729,0.03361997764471235,0.4911161582476181,0.5746055899713277,two_sided_student_t_0.95,5,0.5481481481481482,0.04293341896062827,0.49483926750493706,0.6014570287913592,two_sided_student_t_0.95,5,0.5548824257911177,0.046054843067763536,0.4976977852109514,0.6120670663712839,two_sided_student_t_0.95,5,0.562962962962963,0.04017387620354934,0.5130805072127208,0.6128454187132052,two_sided_student_t_0.95,5,0.5639522879539249,0.052417146573723025,0.4988678041647632,0.6290367717430867,two_sided_student_t_0.95,5,65.48873904813081,0.05162010938205075,65.42464421672777,65.55283387953385,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
98,s1_168,main_effect_label_smoothing-0p05_lr0.001_wd0.0005_do0.2_ls0.05_mw90_ep15,stage1,main_effect,label_smoothing,0.05,15,0.001,0.0005,0.2,0.05,0.9,5,"42,10042,20042,30042,40042",5,0.5447469997977384,0.0216318032722385,0.5178875684583735,0.5716064311371034,two_sided_student_t_0.95,5,0.5465458786887745,0.016590492400695166,0.5259460615623581,0.5671456958151908,two_sided_student_t_0.95,5,0.5681481481481481,0.014263467392524657,0.5504377141972968,0.5858585820989993,two_sided_student_t_0.95,5,0.5703955108484327,0.010925943380444485,0.556829160306522,0.5839618613903433,two_sided_student_t_0.95,5,0.562962962962963,0.023515602035556082,0.5337644865193258,0.5921614394066002,two_sided_student_t_0.95,5,0.5625882456037254,0.02286539608741075,0.5341971064773182,0.5909793847301327,two_sided_student_t_0.95,5,221.99709366653116,0.8845393551785083,220.89879299421162,223.0953943388507,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
99,s1_013,main_effect_dropout-0p3_lr0.001_wd0.0005_do0.3_ls0.1_mw90_ep5,stage1,main_effect,dropout,0.3,5,0.001,0.0005,0.3,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5377670334878843,0.05238593483024565,0.4727213041969196,0.6028127627788491,two_sided_student_t_0.95,5,0.5426603816009563,0.05572602079465599,0.47346738781707753,0.6118533753848351,two_sided_student_t_0.95,5,0.5470370370370371,0.06231763517914481,0.4696594729818965,0.6244146010921777,two_sided_student_t_0.95,5,0.5516070728336865,0.0636452955907055,0.47258100064367053,0.6306331450237024,two_sided_student_t_0.95,5,0.5620370370370371,0.06552193634700657,0.48068080758236026,0.6433932664917139,two_sided_student_t_0.95,5,0.5747712146105596,0.06969563689716601,0.4882326514434665,0.6613097777776527,two_sided_student_t_0.95,5,65.53269928619265,0.14528911756255827,65.35229901958444,65.71309955280087,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
100,s1_131,main_effect_label_smoothing-0p05_lr0.001_wd0.0005_do0.2_ls0.05_mw90_ep12,stage1,main_effect,label_smoothing,0.05,12,0.001,0.0005,0.2,0.05,0.9,5,"42,10042,20042,30042,40042",5,0.5299368221193285,0.03355062755331982,0.4882782157692279,0.571595428469429,two_sided_student_t_0.95,5,0.5308486890059769,0.0346280682887048,0.48785226328455067,0.5738451147274032,two_sided_student_t_0.95,5,0.5611111111111111,0.06608542918539065,0.4790552128857671,0.6431670093364552,two_sided_student_t_0.95,5,0.5601267039381043,0.06831117827835015,0.4753071731949977,0.6449462346812108,two_sided_student_t_0.95,5,0.562037037037037,0.057879628889007356,0.4901699856161619,0.6339040884579121,two_sided_student_t_0.95,5,0.5627297692062803,0.06216663596579208,0.4855396954381168,0.6399198429744437,two_sided_student_t_0.95,5,166.55833029132336,0.875084141436231,165.47176981750295,167.64489076514377,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
101,s1_140,strong_combo_combined_regularization-wd0p002_do0p4_ls0p15_mw0p9_lr0.001_wd0.002_do0.4_ls0.15_mw90_ep12,stage1,strong_combo,combined_regularization,wd0.002_do0.4_ls0.15_mw0.9,12,0.001,0.002,0.4,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5290104320271938,0.031723233553203604,0.48962083501757114,0.5684000290368164,two_sided_student_t_0.95,5,0.5276805707757403,0.02995304175979831,0.49048895718590474,0.5648721843655758,two_sided_student_t_0.95,5,0.5542592592592592,0.05231932133982178,0.4892962415411485,0.61922227697737,two_sided_student_t_0.95,5,0.5527506017706644,0.052388511964761034,0.4877016725445533,0.6177995309967754,two_sided_student_t_0.95,5,0.5620370370370369,0.06584824282907079,0.48027564457120037,0.6437984295028735,two_sided_student_t_0.95,5,0.5653301603884548,0.06431509242419,0.4854724255841903,0.6451878951927194,two_sided_student_t_0.95,5,166.27021296974272,0.5153527271282521,165.63031804209143,166.910107897394,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
102,s1_004,main_effect_weight_decay-5em05_lr0.001_wd5e-05_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,5e-05,5,0.001,5e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5282708789147772,0.031621254007421634,0.48900790623570517,0.5675338515938492,two_sided_student_t_0.95,5,0.5379940892905213,0.033431282893366165,0.49648366890806306,0.5795045096729795,two_sided_student_t_0.95,5,0.5524074074074073,0.0496239286388413,0.4907911617671253,0.6140236530476895,two_sided_student_t_0.95,5,0.5651706808321375,0.052715372094684194,0.49971590115025266,0.6306254605140224,two_sided_student_t_0.95,5,0.5611111111111111,0.08335904953000577,0.45760718038521836,0.6646150418370039,two_sided_student_t_0.95,5,0.5730306686777273,0.08832872838856619,0.4633560666305257,0.6827052707249289,two_sided_student_t_0.95,5,65.40425627473742,0.20514012620189567,65.14954116544556,65.65897138402929,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
103,s1_088,main_effect_dropout-0p4_lr0.001_wd0.0005_do0.4_ls0.1_mw90_ep10,stage1,main_effect,dropout,0.4,10,0.001,0.0005,0.4,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5343917549640891,0.024396683580725498,0.5040992712863333,0.5646842386418449,two_sided_student_t_0.95,5,0.5394946602930412,0.026333503434156434,0.5067972971322738,0.5721920234538085,two_sided_student_t_0.95,5,0.5596296296296297,0.04149450027186822,0.5081074025185945,0.6111518567406649,two_sided_student_t_0.95,5,0.5668409822854202,0.043428621639337424,0.512917226304242,0.6207647382665985,two_sided_student_t_0.95,5,0.5611111111111111,0.06877766309649587,0.4757123629636044,0.6465098592586178,two_sided_student_t_0.95,5,0.5722252932252931,0.07491414485770057,0.4792070965992645,0.6652434898513218,two_sided_student_t_0.95,5,138.9926157997921,5.278300437017079,132.4387401754448,145.54649142413942,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
104,s1_124,main_effect_dropout-0p3_lr0.001_wd0.0005_do0.3_ls0.1_mw90_ep12,stage1,main_effect,dropout,0.3,12,0.001,0.0005,0.3,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5377834409329809,0.033102399121176795,0.49668138369004367,0.5788854981759182,two_sided_student_t_0.95,5,0.5366200973066173,0.034309380394711285,0.49401937486982617,0.5792208197434084,two_sided_student_t_0.95,5,0.5562962962962963,0.05646781862677533,0.4861822388503293,0.6264103537422633,two_sided_student_t_0.95,5,0.5560133347354346,0.05995733102533597,0.4815664753728892,0.6304601940979799,two_sided_student_t_0.95,5,0.5611111111111111,0.07381319802730292,0.4694599205283238,0.6527623016938984,two_sided_student_t_0.95,5,0.5634183866400405,0.07351240300983473,0.4721406824012825,0.6546960908787985,two_sided_student_t_0.95,5,166.4283594187349,0.35603321474872524,165.98628579381668,166.87043304365315,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
105,s1_102,main_effect_max_windows_fraction-0p2_lr0.001_wd0.0005_do0.2_ls0.1_mw20_ep10,stage1,main_effect,max_windows_fraction,0.2,10,0.001,0.0005,0.2,0.1,0.2,5,"42,10042,20042,30042,40042",5,0.5224818304065912,0.0286176408187184,0.48694833608846205,0.5580153247247205,two_sided_student_t_0.95,5,0.5221464184799796,0.02976932758219491,0.48518291617043374,0.5591099207895254,two_sided_student_t_0.95,5,0.5537037037037036,0.024180675661482562,0.5236794292825986,0.5837279781248086,two_sided_student_t_0.95,5,0.5546512981145513,0.027551998768976488,0.5204409731645587,0.5888616230645438,two_sided_student_t_0.95,5,0.5611111111111111,0.03781021664647302,0.5141635263369008,0.6080586958853215,two_sided_student_t_0.95,5,0.5613466127191618,0.05724933099651244,0.4902621794995413,0.6324310459387822,two_sided_student_t_0.95,5,30.720188439451157,0.6356580590677571,29.93091471233864,31.509462166563672,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
106,s1_052,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep8,stage1,main_effect,dropout,0.5,8,0.001,0.0005,0.5,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5212180937876643,0.012537446529218869,0.5056507978029284,0.5367853897724001,two_sided_student_t_0.95,5,0.5221512424129544,0.014245290127146117,0.5044633785181095,0.5398391063077993,two_sided_student_t_0.95,5,0.5359259259259259,0.030816784570235196,0.49766183398466357,0.5741900178671883,two_sided_student_t_0.95,5,0.5371031403423465,0.03327940297889948,0.49578130378173185,0.5784249769029612,two_sided_student_t_0.95,5,0.5611111111111111,0.05190556080805173,0.49666184494917687,0.6255603772730454,two_sided_student_t_0.95,5,0.5590843994689053,0.055963208654181806,0.4895968980590423,0.6285719008787684,two_sided_student_t_0.95,5,104.09477727487683,0.5659703902200632,103.39203221729124,104.79752233246242,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
107,s1_167,main_effect_label_smoothing-0p03_lr0.001_wd0.0005_do0.2_ls0.03_mw90_ep15,stage1,main_effect,label_smoothing,0.03,15,0.001,0.0005,0.2,0.03,0.9,5,"42,10042,20042,30042,40042",5,0.5355892308016059,0.03682575642889562,0.4898640148372253,0.5813144467659865,two_sided_student_t_0.95,5,0.5395146441660694,0.03317413078409271,0.49832352029975824,0.5807057680323806,two_sided_student_t_0.95,5,0.5459259259259259,0.05332159721695144,0.4797184183349152,0.6121334335169367,two_sided_student_t_0.95,5,0.5466369710079949,0.04911707214217859,0.4856500708318746,0.6076238711841152,two_sided_student_t_0.95,5,0.5601851851851852,0.07268665957457214,0.4699327768417459,0.6504375935286245,two_sided_student_t_0.95,5,0.5629096018074347,0.06848528235817154,0.4778738922964735,0.6479453113183958,two_sided_student_t_0.95,5,221.6204661499709,0.5437764348073759,220.945278527799,222.2956537721428,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
108,s1_001,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep5,stage1,main_effect,baseline,base,5,0.001,0.0005,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5355129860987894,0.028779384840577345,0.4997786600517933,0.5712473121457855,two_sided_student_t_0.95,5,0.5414980208978848,0.026368039931423514,0.5087577750118369,0.5742382667839326,two_sided_student_t_0.95,5,0.5585185185185185,0.03938941562272965,0.5096100992294901,0.607426937807547,two_sided_student_t_0.95,5,0.5663043144561879,0.03624235817691926,0.5213034830979013,0.6113051458144745,two_sided_student_t_0.95,5,0.5601851851851851,0.045005143738943446,0.5043039184705533,0.6160664518998169,two_sided_student_t_0.95,5,0.5671794484811873,0.03945032614616125,0.5181953987881022,0.6161634981742724,two_sided_student_t_0.95,5,65.70366258732975,0.2385717201815168,65.40743667139081,65.99988850326868,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
109,s1_061,main_effect_max_windows_fraction-1p0_lr0.001_wd0.0005_do0.2_ls0.1_mw100_ep8,stage1,main_effect,max_windows_fraction,1.0,8,0.001,0.0005,0.2,0.1,1.0,5,"42,10042,20042,30042,40042",5,0.5278254145649838,0.022568706185519056,0.4998026646083861,0.5558481645215815,two_sided_student_t_0.95,5,0.5337092856003334,0.02458821046882134,0.503178989880941,0.5642395813197257,two_sided_student_t_0.95,5,0.552037037037037,0.03790872367397575,0.5049671396332065,0.5991069344408675,two_sided_student_t_0.95,5,0.5587695947729765,0.03878259867166821,0.5106146382455808,0.6069245513003722,two_sided_student_t_0.95,5,0.5601851851851851,0.05319039487535211,0.49414058681821826,0.626229783552152,two_sided_student_t_0.95,5,0.5660524653059082,0.05694849328953153,0.49534157143634816,0.6367633591754683,two_sided_student_t_0.95,5,116.63186324741692,3.877195945190793,111.81768862829189,121.44603786654194,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
110,s1_015,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep5,stage1,main_effect,dropout,0.5,5,0.001,0.0005,0.5,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5315481264628622,0.04010470034149294,0.4817515638900801,0.5813446890356443,two_sided_student_t_0.95,5,0.537182457581047,0.040028485351672805,0.48748052841724804,0.5868843867448459,two_sided_student_t_0.95,5,0.5724074074074073,0.06114407079750239,0.49648701599452627,0.6483277988202882,two_sided_student_t_0.95,5,0.5800361493831266,0.06144162481394419,0.503746295860509,0.6563260029057443,two_sided_student_t_0.95,5,0.5592592592592592,0.06893330408099294,0.47366725730465753,0.6448512612138609,two_sided_student_t_0.95,5,0.5679885797325452,0.0662734016897535,0.48569928281588165,0.6502778766492088,two_sided_student_t_0.95,5,65.74378337822854,0.47993113651472974,65.14787016440118,66.3396965920559,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
111,s1_169,main_effect_label_smoothing-0p15_lr0.001_wd0.0005_do0.2_ls0.15_mw90_ep15,stage1,main_effect,label_smoothing,0.15,15,0.001,0.0005,0.2,0.15,0.9,5,"42,10042,20042,30042,40042",5,0.5554699646034434,0.03408549897401218,0.5131472276666011,0.5977927015402857,two_sided_student_t_0.95,5,0.5552431568506058,0.033206475675937444,0.5140118714965651,0.5964744422046464,two_sided_student_t_0.95,5,0.5890740740740741,0.060339545641109917,0.5141526325835348,0.6639955155646133,two_sided_student_t_0.95,5,0.588065400863505,0.056433566667044785,0.5179938728428034,0.6581369288842066,two_sided_student_t_0.95,5,0.5592592592592592,0.07366786770709663,0.4677885201029195,0.650729998415599,two_sided_student_t_0.95,5,0.5612033842776877,0.07589385077851074,0.46696872208096196,0.6554380464744134,two_sided_student_t_0.95,5,221.65297628287226,0.750626323707945,220.72095060062006,222.58500196512446,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
112,s1_152,main_effect_weight_decay-5em05_lr0.001_wd5e-05_do0.2_ls0.1_mw90_ep15,stage1,main_effect,weight_decay,5e-05,15,0.001,5e-05,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5502448288078807,0.01665833815002541,0.5295607700570898,0.5709288875586717,two_sided_student_t_0.95,5,0.5554754848045385,0.017885612235018136,0.5332675640064837,0.5776834056025932,two_sided_student_t_0.95,5,0.5735185185185185,0.02407941536188316,0.5436199753658735,0.6034170616711636,two_sided_student_t_0.95,5,0.5804606235332043,0.027583626263741036,0.5462110278616091,0.6147102192047994,two_sided_student_t_0.95,5,0.5583333333333333,0.020859037640868168,0.5324334172574902,0.5842332494091765,two_sided_student_t_0.95,5,0.5653842638506885,0.026981236302885507,0.531882634106367,0.59888589359501,two_sided_student_t_0.95,5,217.14933934975414,4.668917022071982,211.35211317284663,222.94656552666166,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
113,s1_055,main_effect_label_smoothing-0p0_lr0.001_wd0.0005_do0.2_ls0_mw90_ep8,stage1,main_effect,label_smoothing,0.0,8,0.001,0.0005,0.2,0.0,0.9,5,"42,10042,20042,30042,40042",5,0.5329383496557625,0.021492466703242674,0.5062519275177528,0.5596247717937721,two_sided_student_t_0.95,5,0.5332756707133911,0.022635822040445817,0.5051695854160222,0.56138175601076,two_sided_student_t_0.95,5,0.555,0.033014161238015094,0.5140075045598624,0.5959924954401377,two_sided_student_t_0.95,5,0.5557848435162815,0.03509813967394794,0.5122047470792132,0.5993649399533499,two_sided_student_t_0.95,5,0.5583333333333333,0.03427176948763289,0.5157793110058012,0.6008873556608655,two_sided_student_t_0.95,5,0.5570210783368678,0.03397354151306077,0.514837354948619,0.5992048017251165,two_sided_student_t_0.95,5,97.56150979958474,0.4571505892131242,96.99388237120117,98.12913722796831,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
114,s1_010,main_effect_weight_decay-0p02_lr0.001_wd0.02_do0.2_ls0.1_mw90_ep5,stage1,main_effect,weight_decay,0.02,5,0.001,0.02,0.2,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.5273178925998508,0.04112163556229419,0.47625863817489444,0.5783771470248072,two_sided_student_t_0.95,5,0.5330456606899823,0.044713746097896946,0.47752621193539946,0.5885651094445651,two_sided_student_t_0.95,5,0.5464814814814816,0.05451730448527505,0.47878930722300284,0.6141736557399603,two_sided_student_t_0.95,5,0.5536603683691077,0.05943588147087595,0.47986097414521467,0.6274597625930007,two_sided_student_t_0.95,5,0.5574074074074075,0.05414885747116088,0.49017272054159994,0.6246420942732149,two_sided_student_t_0.95,5,0.5656414139695873,0.05881096441318158,0.4926179567580969,0.6386648711810778,two_sided_student_t_0.95,5,65.40196923036129,0.23853485789114126,65.1057890850012,65.69814937572137,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
115,s1_133,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep12,stage1,main_effect,label_smoothing,0.2,12,0.001,0.0005,0.2,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5362999649262086,0.033440314444391654,0.49477833039199404,0.5778215994604231,two_sided_student_t_0.95,5,0.5373242823763797,0.0332205426994158,0.49607553050572417,0.5785730342470353,two_sided_student_t_0.95,5,0.5670370370370371,0.05558486880980798,0.4980193065910191,0.6360547674830551,two_sided_student_t_0.95,5,0.5695781134555989,0.05514302705433474,0.5011090020102552,0.6380472249009427,two_sided_student_t_0.95,5,0.5574074074074075,0.062336892792453434,0.48000593186713014,0.6348088829476848,two_sided_student_t_0.95,5,0.5578150461489844,0.059553871581437684,0.4838691478526628,0.631760944445306,two_sided_student_t_0.95,5,166.021496245265,0.4176914511742114,165.5028638079845,166.54012868254551,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
116,s1_126,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep12,stage1,main_effect,dropout,0.5,12,0.001,0.0005,0.5,0.1,0.9,5,"42,10042,20042,30042,40042",5,0.532868396679657,0.03708524204966817,0.4868209867619116,0.5789158065974025,two_sided_student_t_0.95,5,0.5319993856872209,0.029647257249816084,0.4951874537146387,0.5688113176598032,two_sided_student_t_0.95,5,0.5535185185185185,0.0453722599757676,0.4971814167894662,0.6098556202475709,two_sided_student_t_0.95,5,0.5517173450252312,0.0394266991787715,0.5027626320869406,0.6006720579635217,two_sided_student_t_0.95,5,0.5574074074074075,0.07146744728859342,0.4686688510656356,0.6461459637491793,two_sided_student_t_0.95,5,0.5509432630256429,0.06401485391116196,0.4714583235738795,0.6304282024774063,two_sided_student_t_0.95,5,166.16153550595044,0.5513867831546537,165.4768983882219,166.84617262367897,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
117,s1_174,main_effect_max_windows_fraction-0p5_lr0.001_wd0.0005_do0.2_ls0.1_mw50_ep15,stage1,main_effect,max_windows_fraction,0.5,15,0.001,0.0005,0.2,0.1,0.5,5,"42,10042,20042,30042,40042",5,0.5333244993230126,0.025840595230978248,0.501239162532551,0.5654098361134743,two_sided_student_t_0.95,5,0.537697102628097,0.023572592594017346,0.5084278630597809,0.5669663421964131,two_sided_student_t_0.95,5,0.5533333333333333,0.039547986167143105,0.5042280227081312,0.6024386439585355,two_sided_student_t_0.95,5,0.5587751356905601,0.036395767035742696,0.513583822075267,0.6039664493058533,two_sided_student_t_0.95,5,0.5564814814814815,0.045289989264428114,0.500246532332806,0.6127164306301569,two_sided_student_t_0.95,5,0.5667755418120558,0.04080982724086982,0.5161034485541524,0.6174476350699593,two_sided_student_t_0.95,5,121.15820404924452,0.4972314837448116,120.54080961710514,121.7755984813839,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
118,s1_022,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep5,stage1,main_effect,label_smoothing,0.2,5,0.001,0.0005,0.2,0.2,0.9,5,"42,10042,20042,30042,40042",5,0.5264697845895622,0.022785376059103756,0.49817800345143903,0.5547615657276853,two_sided_student_t_0.95,5,0.533207148090969,0.02384059288597385,0.5036051422086225,0.5628091539733155,two_sided_student_t_0.95,5,0.5372222222222223,0.026950648388483572,0.5037585723899939,0.5706858720544506,two_sided_student_t_0.95,5,0.5457141779906263,0.02746606495388116,0.5116105539650658,0.5798178020161867,two_sided_student_t_0.95,5,0.5555555555555556,0.046642226110208074,0.4976415825984305,0.6134695285126807,two_sided_student_t_0.95,5,0.5678566397449603,0.049219311859780984,0.5067427921923066,0.628970487297614,two_sided_student_t_0.95,5,65.56433625519276,0.16818665764473184,65.35550493741707,65.77316757296845,two_sided_student_t_0.95,20260608_1206_overfitting_sweep_stage1_rank2,False
