true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.5555555555555556,0.4444444444444444,0.0
Robust/Non-Frail,0.25,0.6666666666666666,0.08333333333333333
Young,0.025,0.35,0.625
